NTAX,STRHT,SRATE,NCHR,REPL,MTHD,DOLLO
model,10,2000000,0.000001,5000,05,dollo-cdp-fast,5928
model,10,2000000,0.000001,5000,05,paup-dollo-bnb-first,5928
model,10,2000000,0.000001,5000,05,paup-dollo-fast-hsearch-first,5928
model,10,2000000,0.000001,5000,05,paup-dollo-hsearch-first,5928
model,10,2000000,0.000001,5000,06,dollo-cdp-fast,6128
model,10,2000000,0.000001,5000,06,paup-dollo-bnb-first,6128
model,10,2000000,0.000001,5000,06,paup-dollo-fast-hsearch-first,6128
model,10,2000000,0.000001,5000,06,paup-dollo-hsearch-first,6128
model,10,2000000,0.000001,5000,07,dollo-cdp-fast,5744
model,10,2000000,0.000001,5000,07,paup-dollo-bnb-first,5744
model,10,2000000,0.000001,5000,07,paup-dollo-fast-hsearch-first,5744
model,10,2000000,0.000001,5000,07,paup-dollo-hsearch-first,5744
model,10,2000000,0.000001,5000,08,dollo-cdp-fast,7389
model,10,2000000,0.000001,5000,08,paup-dollo-bnb-first,7389
model,10,2000000,0.000001,5000,08,paup-dollo-fast-hsearch-first,7389
model,10,2000000,0.000001,5000,08,paup-dollo-hsearch-first,7389
model,10,2000000,0.000001,5000,09,dollo-cdp-fast,5896
model,10,2000000,0.000001,5000,09,paup-dollo-bnb-first,5896
model,10,2000000,0.000001,5000,09,paup-dollo-fast-hsearch-first,5896
model,10,2000000,0.000001,5000,09,paup-dollo-hsearch-first,5896
model,10,2000000,0.000001,5000,10,dollo-cdp-fast,6715
model,10,2000000,0.000001,5000,10,paup-dollo-bnb-first,6715
model,10,2000000,0.000001,5000,10,paup-dollo-fast-hsearch-first,6715
model,10,2000000,0.000001,5000,10,paup-dollo-hsearch-first,6715
model,10,2000000,0.000001,5000,11,dollo-cdp-fast,6877
model,10,2000000,0.000001,5000,11,paup-dollo-bnb-first,6877
model,10,2000000,0.000001,5000,11,paup-dollo-fast-hsearch-first,6877
model,10,2000000,0.000001,5000,11,paup-dollo-hsearch-first,6877
model,10,2000000,0.000001,5000,12,dollo-cdp-fast,6290
model,10,2000000,0.000001,5000,12,paup-dollo-bnb-first,6290
model,10,2000000,0.000001,5000,12,paup-dollo-fast-hsearch-first,6290
model,10,2000000,0.000001,5000,12,paup-dollo-hsearch-first,6290
model,10,2000000,0.000001,5000,13,dollo-cdp-fast,7182
model,10,2000000,0.000001,5000,13,paup-dollo-bnb-first,7182
model,10,2000000,0.000001,5000,13,paup-dollo-fast-hsearch-first,7182
model,10,2000000,0.000001,5000,13,paup-dollo-hsearch-first,7182
model,10,2000000,0.000001,5000,14,dollo-cdp-fast,7096
model,10,2000000,0.000001,5000,14,paup-dollo-bnb-first,7096
model,10,2000000,0.000001,5000,14,paup-dollo-fast-hsearch-first,7096
model,10,2000000,0.000001,5000,14,paup-dollo-hsearch-first,7096
model,10,2000000,0.000001,5000,15,dollo-cdp-fast,5712
model,10,2000000,0.000001,5000,15,paup-dollo-bnb-first,5712
model,10,2000000,0.000001,5000,15,paup-dollo-fast-hsearch-first,5712
model,10,2000000,0.000001,5000,15,paup-dollo-hsearch-first,5712
model,10,2000000,0.000001,5000,16,dollo-cdp-fast,6211
model,10,2000000,0.000001,5000,16,paup-dollo-bnb-first,6211
model,10,2000000,0.000001,5000,16,paup-dollo-fast-hsearch-first,6211
model,10,2000000,0.000001,5000,16,paup-dollo-hsearch-first,6211
model,10,2000000,0.000001,5000,17,dollo-cdp-fast,6221
model,10,2000000,0.000001,5000,17,paup-dollo-bnb-first,6221
model,10,2000000,0.000001,5000,17,paup-dollo-fast-hsearch-first,6221
model,10,2000000,0.000001,5000,17,paup-dollo-hsearch-first,6221
model,10,2000000,0.000001,5000,18,dollo-cdp-fast,5851
model,10,2000000,0.000001,5000,18,paup-dollo-bnb-first,5851
model,10,2000000,0.000001,5000,18,paup-dollo-fast-hsearch-first,5851
model,10,2000000,0.000001,5000,18,paup-dollo-hsearch-first,5851
model,10,2000000,0.000001,5000,19,dollo-cdp-fast,5949
model,10,2000000,0.000001,5000,19,paup-dollo-bnb-first,5949
model,10,2000000,0.000001,5000,19,paup-dollo-fast-hsearch-first,5949
model,10,2000000,0.000001,5000,19,paup-dollo-hsearch-first,5949
model,10,2000000,0.000001,500,01,dollo-cdp-fast,596
model,10,2000000,0.000001,500,01,paup-dollo-bnb-first,596
model,10,2000000,0.000001,500,01,paup-dollo-fast-hsearch-first,596
model,10,2000000,0.000001,500,01,paup-dollo-hsearch-first,596
model,10,2000000,0.000001,5000,20,dollo-cdp-fast,6298
model,10,2000000,0.000001,5000,20,paup-dollo-bnb-first,6298
model,10,2000000,0.000001,5000,20,paup-dollo-fast-hsearch-first,6298
model,10,2000000,0.000001,5000,20,paup-dollo-hsearch-first,6298
model,10,2000000,0.000001,5000,21,dollo-cdp-fast,6462
model,10,2000000,0.000001,5000,21,paup-dollo-bnb-first,6462
model,10,2000000,0.000001,5000,21,paup-dollo-fast-hsearch-first,6462
model,10,2000000,0.000001,5000,21,paup-dollo-hsearch-first,6462
model,10,2000000,0.000001,5000,22,dollo-cdp-fast,6273
model,10,2000000,0.000001,5000,22,paup-dollo-bnb-first,6273
model,10,2000000,0.000001,5000,22,paup-dollo-fast-hsearch-first,6273
model,10,2000000,0.000001,5000,22,paup-dollo-hsearch-first,6273
model,10,2000000,0.000001,5000,23,dollo-cdp-fast,6025
model,10,2000000,0.000001,5000,23,paup-dollo-bnb-first,6025
model,10,2000000,0.000001,5000,23,paup-dollo-fast-hsearch-first,6025
model,10,2000000,0.000001,5000,23,paup-dollo-hsearch-first,6025
model,10,2000000,0.000001,5000,24,dollo-cdp-fast,6478
model,10,2000000,0.000001,5000,24,paup-dollo-bnb-first,6478
model,10,2000000,0.000001,5000,24,paup-dollo-fast-hsearch-first,6478
model,10,2000000,0.000001,5000,24,paup-dollo-hsearch-first,6478
model,10,2000000,0.000001,5000,25,dollo-cdp-fast,6138
model,10,2000000,0.000001,5000,25,paup-dollo-bnb-first,6138
model,10,2000000,0.000001,5000,25,paup-dollo-fast-hsearch-first,6138
model,10,2000000,0.000001,5000,25,paup-dollo-hsearch-first,6138
model,10,2000000,0.000001,500,02,dollo-cdp-fast,589
model,10,2000000,0.000001,500,02,paup-dollo-bnb-first,589
model,10,2000000,0.000001,500,02,paup-dollo-fast-hsearch-first,589
model,10,2000000,0.000001,500,02,paup-dollo-hsearch-first,589
model,10,2000000,0.000001,500,03,dollo-cdp-fast,631
model,10,2000000,0.000001,500,03,paup-dollo-bnb-first,631
model,10,2000000,0.000001,500,03,paup-dollo-fast-hsearch-first,631
model,10,2000000,0.000001,500,03,paup-dollo-hsearch-first,631
model,10,2000000,0.000001,500,04,dollo-cdp-fast,568
model,10,2000000,0.000001,500,04,paup-dollo-bnb-first,568
model,10,2000000,0.000001,500,04,paup-dollo-fast-hsearch-first,568
model,10,2000000,0.000001,500,04,paup-dollo-hsearch-first,568
model,10,2000000,0.000001,500,05,dollo-cdp-fast,581
model,10,2000000,0.000001,500,05,paup-dollo-bnb-first,581
model,10,2000000,0.000001,500,05,paup-dollo-fast-hsearch-first,581
model,10,2000000,0.000001,500,05,paup-dollo-hsearch-first,581
model,10,2000000,0.000001,500,06,dollo-cdp-fast,625
model,10,2000000,0.000001,500,06,paup-dollo-bnb-first,625
model,10,2000000,0.000001,500,06,paup-dollo-fast-hsearch-first,625
model,10,2000000,0.000001,500,06,paup-dollo-hsearch-first,625
model,10,2000000,0.000001,500,07,dollo-cdp-fast,572
model,10,2000000,0.000001,500,07,paup-dollo-bnb-first,572
model,10,2000000,0.000001,500,07,paup-dollo-fast-hsearch-first,572
model,10,2000000,0.000001,500,07,paup-dollo-hsearch-first,572
model,10,2000000,0.000001,500,08,dollo-cdp-fast,753
model,10,2000000,0.000001,500,08,paup-dollo-bnb-first,753
model,10,2000000,0.000001,500,08,paup-dollo-fast-hsearch-first,753
model,10,2000000,0.000001,500,08,paup-dollo-hsearch-first,753
model,10,2000000,0.000001,500,09,dollo-cdp-fast,576
model,10,2000000,0.000001,500,09,paup-dollo-bnb-first,576
model,10,2000000,0.000001,500,09,paup-dollo-fast-hsearch-first,576
model,10,2000000,0.000001,500,09,paup-dollo-hsearch-first,576
model,10,2000000,0.000001,500,10,dollo-cdp-fast,674
model,10,2000000,0.000001,500,10,paup-dollo-bnb-first,674
model,10,2000000,0.000001,500,10,paup-dollo-fast-hsearch-first,674
model,10,2000000,0.000001,500,10,paup-dollo-hsearch-first,674
model,10,2000000,0.000001,500,11,dollo-cdp-fast,689
model,10,2000000,0.000001,500,11,paup-dollo-bnb-first,689
model,10,2000000,0.000001,500,11,paup-dollo-fast-hsearch-first,689
model,10,2000000,0.000001,500,11,paup-dollo-hsearch-first,689
model,10,2000000,0.000001,500,12,dollo-cdp-fast,636
model,10,2000000,0.000001,500,12,paup-dollo-bnb-first,636
model,10,2000000,0.000001,500,12,paup-dollo-fast-hsearch-first,636
model,10,2000000,0.000001,500,12,paup-dollo-hsearch-first,636
model,10,2000000,0.000001,500,13,dollo-cdp-fast,690
model,10,2000000,0.000001,500,13,paup-dollo-bnb-first,690
model,10,2000000,0.000001,500,13,paup-dollo-fast-hsearch-first,690
model,10,2000000,0.000001,500,13,paup-dollo-hsearch-first,690
model,10,2000000,0.000001,500,14,dollo-cdp-fast,699
model,10,2000000,0.000001,500,14,paup-dollo-bnb-first,699
model,10,2000000,0.000001,500,14,paup-dollo-fast-hsearch-first,699
model,10,2000000,0.000001,500,14,paup-dollo-hsearch-first,699
model,10,2000000,0.000001,500,15,dollo-cdp-fast,562
model,10,2000000,0.000001,500,15,paup-dollo-bnb-first,562
model,10,2000000,0.000001,500,15,paup-dollo-fast-hsearch-first,562
model,10,2000000,0.000001,500,15,paup-dollo-hsearch-first,562
model,10,2000000,0.000001,500,16,dollo-cdp-fast,622
model,10,2000000,0.000001,500,16,paup-dollo-bnb-first,622
model,10,2000000,0.000001,500,16,paup-dollo-fast-hsearch-first,622
model,10,2000000,0.000001,500,16,paup-dollo-hsearch-first,622
model,10,2000000,0.000001,500,17,dollo-cdp-fast,627
model,10,2000000,0.000001,500,17,paup-dollo-bnb-first,627
model,10,2000000,0.000001,500,17,paup-dollo-fast-hsearch-first,627
model,10,2000000,0.000001,500,17,paup-dollo-hsearch-first,627
model,10,2000000,0.000001,500,18,dollo-cdp-fast,595
model,10,2000000,0.000001,500,18,paup-dollo-bnb-first,595
model,10,2000000,0.000001,500,18,paup-dollo-fast-hsearch-first,595
model,10,2000000,0.000001,500,18,paup-dollo-hsearch-first,595
model,10,2000000,0.000001,500,19,dollo-cdp-fast,593
model,10,2000000,0.000001,500,19,paup-dollo-bnb-first,593
model,10,2000000,0.000001,500,19,paup-dollo-fast-hsearch-first,593
model,10,2000000,0.000001,500,19,paup-dollo-hsearch-first,593
model,10,2000000,0.000001,500,20,dollo-cdp-fast,624
model,10,2000000,0.000001,500,20,paup-dollo-bnb-first,624
model,10,2000000,0.000001,500,20,paup-dollo-fast-hsearch-first,624
model,10,2000000,0.000001,500,20,paup-dollo-hsearch-first,624
model,10,2000000,0.000001,500,21,dollo-cdp-fast,632
model,10,2000000,0.000001,500,21,paup-dollo-bnb-first,632
model,10,2000000,0.000001,500,21,paup-dollo-fast-hsearch-first,632
model,10,2000000,0.000001,500,21,paup-dollo-hsearch-first,632
model,10,2000000,0.000001,500,22,dollo-cdp-fast,626
model,10,2000000,0.000001,500,22,paup-dollo-bnb-first,626
model,10,2000000,0.000001,500,22,paup-dollo-fast-hsearch-first,626
model,10,2000000,0.000001,500,22,paup-dollo-hsearch-first,626
model,10,2000000,0.000001,500,23,dollo-cdp-fast,598
model,10,2000000,0.000001,500,23,paup-dollo-bnb-first,598
model,10,2000000,0.000001,500,23,paup-dollo-fast-hsearch-first,598
model,10,2000000,0.000001,500,23,paup-dollo-hsearch-first,598
model,10,2000000,0.000001,500,24,dollo-cdp-fast,629
model,10,2000000,0.000001,500,24,paup-dollo-bnb-first,629
model,10,2000000,0.000001,500,24,paup-dollo-fast-hsearch-first,629
model,10,2000000,0.000001,500,24,paup-dollo-hsearch-first,629
model,10,2000000,0.000001,500,25,dollo-cdp-fast,629
model,10,2000000,0.000001,500,25,paup-dollo-bnb-first,629
model,10,2000000,0.000001,500,25,paup-dollo-fast-hsearch-first,629
model,10,2000000,0.000001,500,25,paup-dollo-hsearch-first,629
model,200,2000000,0.000001,10000,01,dollo-cdp-fast,18440
model,200,2000000,0.000001,10000,01,paup-dollo-fast-hsearch-first,18442
model,200,2000000,0.000001,10000,01,paup-dollo-hsearch-first,18440
model,200,2000000,0.000001,10000,02,dollo-cdp-fast,18245
model,200,2000000,0.000001,10000,02,paup-dollo-fast-hsearch-first,18246
model,200,2000000,0.000001,10000,02,paup-dollo-hsearch-first,18242
model,200,2000000,0.000001,10000,03,dollo-cdp-fast,18560
model,200,2000000,0.000001,10000,03,paup-dollo-fast-hsearch-first,18566
model,200,2000000,0.000001,10000,03,paup-dollo-hsearch-first,18560
model,200,2000000,0.000001,10000,04,dollo-cdp-fast,17932
model,200,2000000,0.000001,10000,04,paup-dollo-fast-hsearch-first,17935
model,200,2000000,0.000001,10000,04,paup-dollo-hsearch-first,17932
model,200,2000000,0.000001,10000,05,dollo-cdp-fast,17665
model,200,2000000,0.000001,10000,05,paup-dollo-fast-hsearch-first,17667
model,200,2000000,0.000001,10000,05,paup-dollo-hsearch-first,17665
model,200,2000000,0.000001,10000,06,dollo-cdp-fast,17914
model,200,2000000,0.000001,10000,06,paup-dollo-fast-hsearch-first,17916
model,200,2000000,0.000001,10000,06,paup-dollo-hsearch-first,17914
model,200,2000000,0.000001,10000,07,dollo-cdp-fast,17217
model,200,2000000,0.000001,10000,07,paup-dollo-fast-hsearch-first,17218
model,200,2000000,0.000001,10000,07,paup-dollo-hsearch-first,17215
model,200,2000000,0.000001,10000,08,dollo-cdp-fast,17435
model,200,2000000,0.000001,10000,08,paup-dollo-fast-hsearch-first,17435
model,200,2000000,0.000001,10000,08,paup-dollo-hsearch-first,17435
model,200,2000000,0.000001,10000,09,dollo-cdp-fast,18839
model,200,2000000,0.000001,10000,09,paup-dollo-fast-hsearch-first,18844
model,200,2000000,0.000001,10000,09,paup-dollo-hsearch-first,18839
model,200,2000000,0.000001,10000,10,dollo-cdp-fast,17811
model,200,2000000,0.000001,10000,10,paup-dollo-fast-hsearch-first,17812
model,200,2000000,0.000001,10000,10,paup-dollo-hsearch-first,17811
model,200,2000000,0.000001,10000,11,dollo-cdp-fast,17051
model,200,2000000,0.000001,10000,11,paup-dollo-fast-hsearch-first,17052
model,200,2000000,0.000001,10000,11,paup-dollo-hsearch-first,17051
model,200,2000000,0.000001,10000,12,dollo-cdp-fast,18303
model,200,2000000,0.000001,10000,12,paup-dollo-fast-hsearch-first,18303
model,200,2000000,0.000001,10000,12,paup-dollo-hsearch-first,18303
model,200,2000000,0.000001,10000,13,dollo-cdp-fast,18274
model,200,2000000,0.000001,10000,13,paup-dollo-fast-hsearch-first,18277
model,200,2000000,0.000001,10000,13,paup-dollo-hsearch-first,18274
model,200,2000000,0.000001,10000,14,dollo-cdp-fast,17527
model,200,2000000,0.000001,10000,14,paup-dollo-fast-hsearch-first,17529
model,200,2000000,0.000001,10000,14,paup-dollo-hsearch-first,17527
model,200,2000000,0.000001,10000,15,dollo-cdp-fast,18469
model,200,2000000,0.000001,10000,15,paup-dollo-fast-hsearch-first,18470
model,200,2000000,0.000001,10000,15,paup-dollo-hsearch-first,18469
model,200,2000000,0.000001,10000,16,dollo-cdp-fast,17133
model,200,2000000,0.000001,10000,16,paup-dollo-fast-hsearch-first,17134
model,200,2000000,0.000001,10000,16,paup-dollo-hsearch-first,17133
model,200,2000000,0.000001,10000,17,dollo-cdp-fast,17325
model,200,2000000,0.000001,10000,17,paup-dollo-fast-hsearch-first,17332
model,200,2000000,0.000001,10000,17,paup-dollo-hsearch-first,17325
model,200,2000000,0.000001,10000,18,dollo-cdp-fast,17732
model,200,2000000,0.000001,10000,18,paup-dollo-fast-hsearch-first,17737
model,200,2000000,0.000001,10000,18,paup-dollo-hsearch-first,17722
model,200,2000000,0.000001,10000,19,dollo-cdp-fast,19848
model,200,2000000,0.000001,10000,19,paup-dollo-fast-hsearch-first,19850
model,200,2000000,0.000001,10000,19,paup-dollo-hsearch-first,19836
model,200,2000000,0.000001,1000,01,dollo-cdp-fast,1728
model,200,2000000,0.000001,1000,01,paup-dollo-fast-hsearch-first,1728
model,200,2000000,0.000001,1000,01,paup-dollo-hsearch-first,1728
model,200,2000000,0.000001,10000,20,dollo-cdp-fast,17051
model,200,2000000,0.000001,10000,20,paup-dollo-fast-hsearch-first,17051
model,200,2000000,0.000001,10000,20,paup-dollo-hsearch-first,17051
model,200,2000000,0.000001,10000,21,dollo-cdp-fast,18865
model,200,2000000,0.000001,10000,21,paup-dollo-fast-hsearch-first,18869
model,200,2000000,0.000001,10000,21,paup-dollo-hsearch-first,18858
model,200,2000000,0.000001,10000,22,dollo-cdp-fast,18735
model,200,2000000,0.000001,10000,22,paup-dollo-fast-hsearch-first,18743
model,200,2000000,0.000001,10000,22,paup-dollo-hsearch-first,18733
model,200,2000000,0.000001,10000,23,dollo-cdp-fast,18152
model,200,2000000,0.000001,10000,23,paup-dollo-fast-hsearch-first,18152
model,200,2000000,0.000001,10000,23,paup-dollo-hsearch-first,18152
model,200,2000000,0.000001,10000,24,dollo-cdp-fast,17906
model,200,2000000,0.000001,10000,24,paup-dollo-fast-hsearch-first,17913
model,200,2000000,0.000001,10000,24,paup-dollo-hsearch-first,17906
model,200,2000000,0.000001,10000,25,dollo-cdp-fast,18130
model,200,2000000,0.000001,10000,25,paup-dollo-fast-hsearch-first,18131
model,200,2000000,0.000001,10000,25,paup-dollo-hsearch-first,18130
model,200,2000000,0.000001,1000,02,dollo-cdp-fast,1750
model,200,2000000,0.000001,1000,02,paup-dollo-fast-hsearch-first,1750
model,200,2000000,0.000001,1000,02,paup-dollo-hsearch-first,1750
model,200,2000000,0.000001,1000,03,dollo-cdp-fast,1796
model,200,2000000,0.000001,1000,03,paup-dollo-fast-hsearch-first,1796
model,200,2000000,0.000001,1000,03,paup-dollo-hsearch-first,1796
model,200,2000000,0.000001,1000,04,dollo-cdp-fast,1799
model,200,2000000,0.000001,1000,04,paup-dollo-fast-hsearch-first,1799
model,200,2000000,0.000001,1000,04,paup-dollo-hsearch-first,1799
model,200,2000000,0.000001,1000,05,dollo-cdp-fast,1580
model,200,2000000,0.000001,1000,05,paup-dollo-fast-hsearch-first,1580
model,200,2000000,0.000001,1000,05,paup-dollo-hsearch-first,1580
model,200,2000000,0.000001,1000,06,dollo-cdp-fast,1721
model,200,2000000,0.000001,1000,06,paup-dollo-fast-hsearch-first,1721
model,200,2000000,0.000001,1000,06,paup-dollo-hsearch-first,1721
model,200,2000000,0.000001,1000,07,dollo-cdp-fast,1605
model,200,2000000,0.000001,1000,07,paup-dollo-fast-hsearch-first,1605
model,200,2000000,0.000001,1000,07,paup-dollo-hsearch-first,1605
model,200,2000000,0.000001,1000,08,dollo-cdp-fast,1729
model,200,2000000,0.000001,1000,08,paup-dollo-fast-hsearch-first,1729
model,200,2000000,0.000001,1000,08,paup-dollo-hsearch-first,1729
model,200,2000000,0.000001,1000,09,dollo-cdp-fast,1773
model,200,2000000,0.000001,1000,09,paup-dollo-fast-hsearch-first,1773
model,200,2000000,0.000001,1000,09,paup-dollo-hsearch-first,1773
model,200,2000000,0.000001,1000,10,dollo-cdp-fast,1668
model,200,2000000,0.000001,1000,10,paup-dollo-fast-hsearch-first,1668
model,200,2000000,0.000001,1000,10,paup-dollo-hsearch-first,1668
model,200,2000000,0.000001,1000,11,dollo-cdp-fast,1593
model,200,2000000,0.000001,1000,11,paup-dollo-fast-hsearch-first,1593
model,200,2000000,0.000001,1000,11,paup-dollo-hsearch-first,1593
model,200,2000000,0.000001,1000,12,dollo-cdp-fast,1856
model,200,2000000,0.000001,1000,12,paup-dollo-fast-hsearch-first,1856
model,200,2000000,0.000001,1000,12,paup-dollo-hsearch-first,1856
model,200,2000000,0.000001,1000,13,dollo-cdp-fast,1758
model,200,2000000,0.000001,1000,13,paup-dollo-fast-hsearch-first,1758
model,200,2000000,0.000001,1000,13,paup-dollo-hsearch-first,1758
model,200,2000000,0.000001,1000,14,dollo-cdp-fast,1578
model,200,2000000,0.000001,1000,14,paup-dollo-fast-hsearch-first,1578
model,200,2000000,0.000001,1000,14,paup-dollo-hsearch-first,1578
model,200,2000000,0.000001,1000,15,dollo-cdp-fast,1753
model,200,2000000,0.000001,1000,15,paup-dollo-fast-hsearch-first,1753
model,200,2000000,0.000001,1000,15,paup-dollo-hsearch-first,1753
model,200,2000000,0.000001,1000,16,dollo-cdp-fast,1688
model,200,2000000,0.000001,1000,16,paup-dollo-fast-hsearch-first,1688
model,200,2000000,0.000001,1000,16,paup-dollo-hsearch-first,1688
model,200,2000000,0.000001,1000,17,dollo-cdp-fast,1643
model,200,2000000,0.000001,1000,17,paup-dollo-fast-hsearch-first,1643
model,200,2000000,0.000001,1000,17,paup-dollo-hsearch-first,1643
model,200,2000000,0.000001,1000,18,dollo-cdp-fast,1716
model,200,2000000,0.000001,1000,18,paup-dollo-fast-hsearch-first,1716
model,200,2000000,0.000001,1000,18,paup-dollo-hsearch-first,1716
model,200,2000000,0.000001,1000,19,dollo-cdp-fast,1740
model,200,2000000,0.000001,1000,19,paup-dollo-fast-hsearch-first,1740
model,200,2000000,0.000001,1000,19,paup-dollo-hsearch-first,1740
model,200,2000000,0.000001,1000,20,dollo-cdp-fast,1638
model,200,2000000,0.000001,1000,20,paup-dollo-fast-hsearch-first,1638
model,200,2000000,0.000001,1000,20,paup-dollo-hsearch-first,1638
model,200,2000000,0.000001,1000,21,dollo-cdp-fast,1849
model,200,2000000,0.000001,1000,21,paup-dollo-fast-hsearch-first,1849
model,200,2000000,0.000001,1000,21,paup-dollo-hsearch-first,1849
model,200,2000000,0.000001,1000,22,dollo-cdp-fast,1767
model,200,2000000,0.000001,1000,22,paup-dollo-fast-hsearch-first,1767
model,200,2000000,0.000001,1000,22,paup-dollo-hsearch-first,1767
model,200,2000000,0.000001,1000,23,dollo-cdp-fast,1853
model,200,2000000,0.000001,1000,23,paup-dollo-fast-hsearch-first,1853
model,200,2000000,0.000001,1000,23,paup-dollo-hsearch-first,1853
model,200,2000000,0.000001,1000,24,dollo-cdp-fast,1763
model,200,2000000,0.000001,1000,24,paup-dollo-fast-hsearch-first,1763
model,200,2000000,0.000001,1000,24,paup-dollo-hsearch-first,1763
model,200,2000000,0.000001,1000,25,dollo-cdp-fast,1729
model,200,2000000,0.000001,1000,25,paup-dollo-fast-hsearch-first,1729
model,200,2000000,0.000001,1000,25,paup-dollo-hsearch-first,1729
model,200,2000000,0.000001,50000,01,dollo-cdp-fast,91700
model,200,2000000,0.000001,50000,01,paup-dollo-fast-hsearch-first,91715
model,200,2000000,0.000001,50000,01,paup-dollo-hsearch-first,91700
model,200,2000000,0.000001,50000,02,dollo-cdp-fast,91055
model,200,2000000,0.000001,50000,02,paup-dollo-fast-hsearch-first,91112
model,200,2000000,0.000001,50000,02,paup-dollo-hsearch-first,91033
model,200,2000000,0.000001,50000,03,dollo-cdp-fast,92785
model,200,2000000,0.000001,50000,03,paup-dollo-fast-hsearch-first,92827
model,200,2000000,0.000001,50000,03,paup-dollo-hsearch-first,92785
model,200,2000000,0.000001,50000,04,dollo-cdp-fast,90509
model,200,2000000,0.000001,50000,04,paup-dollo-fast-hsearch-first,90555
model,200,2000000,0.000001,50000,04,paup-dollo-hsearch-first,90509
model,200,2000000,0.000001,50000,05,dollo-cdp-fast,87572
model,200,2000000,0.000001,50000,05,paup-dollo-fast-hsearch-first,87576
model,200,2000000,0.000001,50000,05,paup-dollo-hsearch-first,87572
model,200,2000000,0.000001,50000,06,dollo-cdp-fast,90114
model,200,2000000,0.000001,50000,06,paup-dollo-fast-hsearch-first,90164
model,200,2000000,0.000001,50000,06,paup-dollo-hsearch-first,90112
model,200,2000000,0.000001,50000,07,dollo-cdp-fast,86527
model,200,2000000,0.000001,50000,07,paup-dollo-fast-hsearch-first,86544
model,200,2000000,0.000001,50000,07,paup-dollo-hsearch-first,86522
model,200,2000000,0.000001,50000,08,dollo-cdp-fast,86760
model,200,2000000,0.000001,50000,08,paup-dollo-fast-hsearch-first,86782
model,200,2000000,0.000001,50000,08,paup-dollo-hsearch-first,86760
model,200,2000000,0.000001,50000,09,dollo-cdp-fast,94234
model,200,2000000,0.000001,50000,09,paup-dollo-fast-hsearch-first,94250
model,200,2000000,0.000001,50000,09,paup-dollo-hsearch-first,94234
model,200,2000000,0.000001,50000,10,dollo-cdp-fast,89796
model,200,2000000,0.000001,50000,10,paup-dollo-fast-hsearch-first,89806
model,200,2000000,0.000001,50000,10,paup-dollo-hsearch-first,89796
model,200,2000000,0.000001,50000,11,dollo-cdp-fast,86365
model,200,2000000,0.000001,50000,11,paup-dollo-fast-hsearch-first,86395
model,200,2000000,0.000001,50000,11,paup-dollo-hsearch-first,86365
model,200,2000000,0.000001,50000,12,dollo-cdp-fast,91340
model,200,2000000,0.000001,50000,12,paup-dollo-fast-hsearch-first,91385
model,200,2000000,0.000001,50000,12,paup-dollo-hsearch-first,91340
model,200,2000000,0.000001,50000,13,dollo-cdp-fast,90236
model,200,2000000,0.000001,50000,13,paup-dollo-fast-hsearch-first,90247
model,200,2000000,0.000001,50000,13,paup-dollo-hsearch-first,90236
model,200,2000000,0.000001,50000,14,dollo-cdp-fast,88527
model,200,2000000,0.000001,50000,14,paup-dollo-fast-hsearch-first,88559
model,200,2000000,0.000001,50000,14,paup-dollo-hsearch-first,88527
model,200,2000000,0.000001,50000,15,dollo-cdp-fast,91916
model,200,2000000,0.000001,50000,15,paup-dollo-fast-hsearch-first,91921
model,200,2000000,0.000001,50000,15,paup-dollo-hsearch-first,91916
model,200,2000000,0.000001,50000,16,dollo-cdp-fast,86181
model,200,2000000,0.000001,50000,16,paup-dollo-fast-hsearch-first,86197
model,200,2000000,0.000001,50000,16,paup-dollo-hsearch-first,86143
model,200,2000000,0.000001,50000,17,dollo-cdp-fast,87407
model,200,2000000,0.000001,50000,17,paup-dollo-fast-hsearch-first,87416
model,200,2000000,0.000001,50000,17,paup-dollo-hsearch-first,87407
model,200,2000000,0.000001,50000,18,dollo-cdp-fast,86912
model,200,2000000,0.000001,50000,18,paup-dollo-fast-hsearch-first,86966
model,200,2000000,0.000001,50000,18,paup-dollo-hsearch-first,86905
model,200,2000000,0.000001,50000,19,dollo-cdp-fast,99587
model,200,2000000,0.000001,50000,19,paup-dollo-fast-hsearch-first,99628
model,200,2000000,0.000001,50000,19,paup-dollo-hsearch-first,99567
model,200,2000000,0.000001,5000,01,dollo-cdp-fast,9306
model,200,2000000,0.000001,5000,01,paup-dollo-fast-hsearch-first,9307
model,200,2000000,0.000001,5000,01,paup-dollo-hsearch-first,9306
model,200,2000000,0.000001,50000,20,dollo-cdp-fast,86018
model,200,2000000,0.000001,50000,20,paup-dollo-fast-hsearch-first,86019
model,200,2000000,0.000001,50000,20,paup-dollo-hsearch-first,85970
model,200,2000000,0.000001,50000,21,dollo-cdp-fast,94398
model,200,2000000,0.000001,50000,21,paup-dollo-fast-hsearch-first,94443
model,200,2000000,0.000001,50000,21,paup-dollo-hsearch-first,94398
model,200,2000000,0.000001,50000,22,dollo-cdp-fast,93964
model,200,2000000,0.000001,50000,22,paup-dollo-fast-hsearch-first,94000
model,200,2000000,0.000001,50000,22,paup-dollo-hsearch-first,93917
model,200,2000000,0.000001,50000,23,dollo-cdp-fast,91001
model,200,2000000,0.000001,50000,23,paup-dollo-fast-hsearch-first,91019
model,200,2000000,0.000001,50000,23,paup-dollo-hsearch-first,91001
