NTAX,STRHT,SRATE,NCHR,REPL,MTHD,DOLLO,SECS
50,2000000,1e-06,5000,17,dollo-cdp-fast,8047,2.682
50,2000000,1e-06,5000,17,paup-dollo-hsearch-first,8047,26.243
50,2000000,1e-06,5000,17,paup-dollo-hsearch,8047,26.243
50,2000000,1e-06,5000,18,paup-dollo-fast-hsearch-first,7688,2.198
50,2000000,1e-06,5000,18,dollo-cdp-fast,7679,3.109
50,2000000,1e-06,5000,18,paup-dollo-hsearch-first,7679,27.593
50,2000000,1e-06,5000,18,paup-dollo-hsearch,7679,27.593
50,2000000,1e-06,5000,19,paup-dollo-fast-hsearch-first,7792,2.577
50,2000000,1e-06,5000,19,dollo-cdp-fast,7792,3.451
50,2000000,1e-06,5000,19,paup-dollo-hsearch-first,7792,16.803
50,2000000,1e-06,5000,19,paup-dollo-hsearch,7792,16.803
50,2000000,1e-06,5000,20,paup-dollo-fast-hsearch-first,8106,2.049
50,2000000,1e-06,5000,20,dollo-cdp-fast,8104,2.941
50,2000000,1e-06,5000,20,paup-dollo-hsearch-first,8104,27.428
50,2000000,1e-06,5000,20,paup-dollo-hsearch,8104,27.428
50,2000000,1e-06,5000,21,paup-dollo-fast-hsearch-first,7697,2.083
50,2000000,1e-06,5000,21,dollo-cdp-fast,7697,2.966
50,2000000,1e-06,5000,21,paup-dollo-hsearch-first,7697,17.844
50,2000000,1e-06,5000,21,paup-dollo-hsearch,7697,17.844
50,2000000,1e-06,5000,22,paup-dollo-fast-hsearch-first,7638,1.735
50,2000000,1e-06,5000,22,dollo-cdp-fast,7638,2.7
50,2000000,1e-06,5000,22,paup-dollo-hsearch-first,7638,18.743
50,2000000,1e-06,5000,22,paup-dollo-hsearch,7638,18.743
50,2000000,1e-06,5000,23,paup-dollo-fast-hsearch-first,9083,2.128
50,2000000,1e-06,5000,23,dollo-cdp-fast,9083,3.119
50,2000000,1e-06,5000,23,paup-dollo-hsearch-first,9083,42.627
50,2000000,1e-06,5000,23,paup-dollo-hsearch,9083,42.627
50,2000000,1e-06,5000,24,paup-dollo-fast-hsearch-first,7431,1.839
50,2000000,1e-06,5000,24,dollo-cdp-fast,7431,2.79
50,2000000,1e-06,5000,24,paup-dollo-hsearch-first,7431,10.666
50,2000000,1e-06,5000,24,paup-dollo-hsearch,7431,10.666
50,2000000,1e-06,5000,25,paup-dollo-fast-hsearch-first,7876,1.774
50,2000000,1e-06,5000,25,dollo-cdp-fast,7876,2.762
50,2000000,1e-06,5000,25,paup-dollo-hsearch-first,7876,29.942
50,2000000,1e-06,5000,25,paup-dollo-hsearch,7876,29.942
50,2000000,1e-06,10000,1,paup-dollo-fast-hsearch-first,15720,2.266
50,2000000,1e-06,10000,1,dollo-cdp-fast,15720,3.59
50,2000000,1e-06,10000,1,paup-dollo-hsearch-first,15720,32.647
50,2000000,1e-06,10000,1,paup-dollo-hsearch,15720,32.647
50,2000000,1e-06,10000,2,paup-dollo-fast-hsearch-first,16432,2.618
50,2000000,1e-06,10000,2,dollo-cdp-fast,16416,3.8659999999999997
50,2000000,1e-06,10000,2,paup-dollo-hsearch-first,16416,50.302
50,2000000,1e-06,10000,2,paup-dollo-hsearch,16416,50.302
50,2000000,1e-06,10000,3,paup-dollo-fast-hsearch-first,18981,3.033
50,2000000,1e-06,10000,3,dollo-cdp-fast,18981,4.285
50,2000000,1e-06,10000,3,paup-dollo-hsearch-first,18981,68.332
50,2000000,1e-06,10000,3,paup-dollo-hsearch,18981,68.332
50,2000000,1e-06,10000,4,paup-dollo-fast-hsearch-first,15993,2.923
50,2000000,1e-06,10000,4,dollo-cdp-fast,15993,4.112
50,2000000,1e-06,10000,4,paup-dollo-hsearch-first,15993,37.833
50,2000000,1e-06,10000,4,paup-dollo-hsearch,15993,37.833
50,2000000,1e-06,10000,5,paup-dollo-fast-hsearch-first,16158,3.102
50,2000000,1e-06,10000,5,dollo-cdp-fast,16158,4.285
50,2000000,1e-06,10000,5,paup-dollo-hsearch-first,16158,52.921
50,2000000,1e-06,10000,5,paup-dollo-hsearch,16158,52.921
50,2000000,1e-06,10000,6,paup-dollo-fast-hsearch-first,15371,2.162
50,2000000,1e-06,10000,6,dollo-cdp-fast,15371,3.466
50,2000000,1e-06,10000,6,paup-dollo-hsearch-first,15371,32.359
50,2000000,1e-06,10000,6,paup-dollo-hsearch,15371,32.359
50,2000000,1e-06,10000,7,paup-dollo-fast-hsearch-first,15025,2.388
50,2000000,1e-06,10000,7,dollo-cdp-fast,15025,3.594
50,2000000,1e-06,10000,7,paup-dollo-hsearch-first,15025,43.88
50,2000000,1e-06,10000,7,paup-dollo-hsearch,15025,43.88
50,2000000,1e-06,10000,8,paup-dollo-fast-hsearch-first,15528,2.263
50,2000000,1e-06,10000,8,dollo-cdp-fast,15528,3.5629999999999997
50,2000000,1e-06,10000,8,paup-dollo-hsearch-first,15528,18.534
50,2000000,1e-06,10000,8,paup-dollo-hsearch,15528,18.534
50,2000000,1e-06,10000,9,paup-dollo-fast-hsearch-first,15926,2.666
50,2000000,1e-06,10000,9,dollo-cdp-fast,15913,3.8499999999999996
50,2000000,1e-06,10000,9,paup-dollo-hsearch-first,15913,40.416
50,2000000,1e-06,10000,9,paup-dollo-hsearch,15913,40.416
50,2000000,1e-06,10000,10,paup-dollo-fast-hsearch-first,15188,2.24
50,2000000,1e-06,10000,10,dollo-cdp-fast,15188,3.361
50,2000000,1e-06,10000,10,paup-dollo-hsearch-first,15188,28.172
50,2000000,1e-06,10000,10,paup-dollo-hsearch,15188,28.172
50,2000000,1e-06,10000,11,paup-dollo-fast-hsearch-first,16426,3.318
50,2000000,1e-06,10000,11,dollo-cdp-fast,16391,4.58
50,2000000,1e-06,10000,11,paup-dollo-hsearch-first,16391,56.036
50,2000000,1e-06,10000,11,paup-dollo-hsearch,16391,56.036
50,2000000,1e-06,10000,12,paup-dollo-fast-hsearch-first,17822,3.894
50,2000000,1e-06,10000,12,dollo-cdp-fast,17768,4.976
50,2000000,1e-06,10000,12,paup-dollo-hsearch-first,17768,64.735
50,2000000,1e-06,10000,12,paup-dollo-hsearch,17768,64.735
50,2000000,1e-06,10000,13,paup-dollo-fast-hsearch-first,14983,2.112
50,2000000,1e-06,10000,13,dollo-cdp-fast,14983,3.3550000000000004
50,2000000,1e-06,10000,13,paup-dollo-hsearch-first,14983,26.493
50,2000000,1e-06,10000,13,paup-dollo-hsearch,14983,26.493
50,2000000,1e-06,10000,14,paup-dollo-fast-hsearch-first,16486,3.088
50,2000000,1e-06,10000,14,dollo-cdp-fast,16478,4.315
50,2000000,1e-06,10000,14,paup-dollo-hsearch-first,16478,51.646
50,2000000,1e-06,10000,14,paup-dollo-hsearch,16478,51.646
50,2000000,1e-06,10000,15,paup-dollo-fast-hsearch-first,17366,2.646
50,2000000,1e-06,10000,15,dollo-cdp-fast,17366,3.864
50,2000000,1e-06,10000,15,paup-dollo-hsearch-first,17366,54.304
50,2000000,1e-06,10000,15,paup-dollo-hsearch,17366,54.304
50,2000000,1e-06,10000,16,paup-dollo-fast-hsearch-first,15749,2.196
50,2000000,1e-06,10000,16,dollo-cdp-fast,15749,3.45
50,2000000,1e-06,10000,16,paup-dollo-hsearch-first,15749,33.058
50,2000000,1e-06,10000,16,paup-dollo-hsearch,15749,33.058
50,2000000,1e-06,10000,17,paup-dollo-fast-hsearch-first,16131,2.871
50,2000000,1e-06,10000,17,dollo-cdp-fast,16124,3.8609999999999998
50,2000000,1e-06,10000,17,paup-dollo-hsearch-first,16124,47.333
50,2000000,1e-06,10000,17,paup-dollo-hsearch,16124,47.333
50,2000000,1e-06,10000,18,paup-dollo-fast-hsearch-first,15486,2.5
50,2000000,1e-06,10000,18,dollo-cdp-fast,15482,3.6310000000000002
50,2000000,1e-06,10000,18,paup-dollo-hsearch-first,15482,44.751
50,2000000,1e-06,10000,18,paup-dollo-hsearch,15482,44.751
50,2000000,1e-06,10000,19,paup-dollo-fast-hsearch-first,15553,2.241
50,2000000,1e-06,10000,19,dollo-cdp-fast,15553,3.47
50,2000000,1e-06,10000,19,paup-dollo-hsearch-first,15553,22.456
50,2000000,1e-06,10000,19,paup-dollo-hsearch,15553,22.456
50,2000000,1e-06,10000,20,paup-dollo-fast-hsearch-first,16202,2.313
50,2000000,1e-06,10000,20,dollo-cdp-fast,16197,3.5180000000000002
50,2000000,1e-06,10000,20,paup-dollo-hsearch-first,16197,39.063
50,2000000,1e-06,10000,20,paup-dollo-hsearch,16197,39.063
50,2000000,1e-06,10000,21,paup-dollo-fast-hsearch-first,15480,2.375
50,2000000,1e-06,10000,21,dollo-cdp-fast,15480,3.536
50,2000000,1e-06,10000,21,paup-dollo-hsearch-first,15480,13.177
50,2000000,1e-06,10000,21,paup-dollo-hsearch,15480,13.177
50,2000000,1e-06,10000,22,paup-dollo-fast-hsearch-first,15334,2.648
50,2000000,1e-06,10000,22,dollo-cdp-fast,15316,3.835
50,2000000,1e-06,10000,22,paup-dollo-hsearch-first,15316,30.486
50,2000000,1e-06,10000,22,paup-dollo-hsearch,15316,30.486
50,2000000,1e-06,10000,23,paup-dollo-fast-hsearch-first,18189,2.93
50,2000000,1e-06,10000,23,dollo-cdp-fast,18173,4.208
50,2000000,1e-06,10000,23,paup-dollo-hsearch-first,18173,58.742
50,2000000,1e-06,10000,23,paup-dollo-hsearch,18173,58.742
50,2000000,1e-06,10000,24,paup-dollo-fast-hsearch-first,14832,2.015
50,2000000,1e-06,10000,24,dollo-cdp-fast,14832,3.3970000000000002
50,2000000,1e-06,10000,24,paup-dollo-hsearch-first,14832,12.355
50,2000000,1e-06,10000,24,paup-dollo-hsearch,14832,12.355
50,2000000,1e-06,10000,25,paup-dollo-fast-hsearch-first,15733,2.51
50,2000000,1e-06,10000,25,dollo-cdp-fast,15732,3.8049999999999997
50,2000000,1e-06,10000,25,paup-dollo-hsearch-first,15718,50.074
50,2000000,1e-06,10000,25,paup-dollo-hsearch,15718,50.074
50,2000000,1e-06,50000,1,paup-dollo-fast-hsearch-first,79302,5.333
50,2000000,1e-06,50000,1,dollo-cdp-fast,79302,8.812000000000001
50,2000000,1e-06,50000,1,paup-dollo-hsearch-first,79302,41.697
50,2000000,1e-06,50000,1,paup-dollo-hsearch,79302,41.697
50,2000000,1e-06,50000,2,paup-dollo-fast-hsearch-first,81264,5.458
50,2000000,1e-06,50000,2,dollo-cdp-fast,81259,8.799
50,2000000,1e-06,50000,2,paup-dollo-hsearch-first,81259,117.82
50,2000000,1e-06,50000,2,paup-dollo-hsearch,81259,117.82
50,2000000,1e-06,50000,3,paup-dollo-fast-hsearch-first,94323,8.23
50,2000000,1e-06,50000,3,dollo-cdp-fast,94263,11.353000000000002
50,2000000,1e-06,50000,3,paup-dollo-hsearch-first,94263,198.062
50,2000000,1e-06,50000,3,paup-dollo-hsearch,94263,198.062
50,2000000,1e-06,50000,4,paup-dollo-fast-hsearch-first,80370,6.82
50,2000000,1e-06,50000,4,dollo-cdp-fast,80343,9.951
50,2000000,1e-06,50000,4,paup-dollo-hsearch-first,80343,154.003
50,2000000,1e-06,50000,4,paup-dollo-hsearch,80343,154.003
50,2000000,1e-06,50000,5,paup-dollo-fast-hsearch-first,81254,7.902
50,2000000,1e-06,50000,5,dollo-cdp-fast,81245,11.586
50,2000000,1e-06,50000,5,paup-dollo-hsearch-first,81245,143.621
50,2000000,1e-06,50000,5,paup-dollo-hsearch,81245,143.621
50,2000000,1e-06,50000,6,paup-dollo-fast-hsearch-first,77248,5.144
50,2000000,1e-06,50000,6,dollo-cdp-fast,77248,8.652000000000001
50,2000000,1e-06,50000,6,paup-dollo-hsearch-first,77248,127.697
50,2000000,1e-06,50000,6,paup-dollo-hsearch,77248,127.697
50,2000000,1e-06,50000,7,paup-dollo-fast-hsearch-first,75075,6.38
50,2000000,1e-06,50000,7,dollo-cdp-fast,75075,9.67
50,2000000,1e-06,50000,7,paup-dollo-hsearch-first,75075,127.713
50,2000000,1e-06,50000,7,paup-dollo-hsearch,75075,127.713
50,2000000,1e-06,50000,8,paup-dollo-fast-hsearch-first,78564,5.52
50,2000000,1e-06,50000,8,dollo-cdp-fast,78564,9.009
50,2000000,1e-06,50000,8,paup-dollo-hsearch-first,78564,29.658
50,2000000,1e-06,50000,8,paup-dollo-hsearch,78564,29.658
50,2000000,1e-06,50000,9,paup-dollo-fast-hsearch-first,79685,5.996
50,2000000,1e-06,50000,9,dollo-cdp-fast,79613,9.491
50,2000000,1e-06,50000,9,paup-dollo-hsearch-first,79613,110.154
50,2000000,1e-06,50000,9,paup-dollo-hsearch,79613,110.154
50,2000000,1e-06,50000,10,paup-dollo-fast-hsearch-first,76087,4.845
50,2000000,1e-06,50000,10,dollo-cdp-fast,76087,7.519
50,2000000,1e-06,50000,10,paup-dollo-hsearch-first,76087,80.15899999999999
50,2000000,1e-06,50000,10,paup-dollo-hsearch,76087,80.15899999999999
50,2000000,1e-06,50000,11,paup-dollo-fast-hsearch-first,81826,7.522
50,2000000,1e-06,50000,11,dollo-cdp-fast,81801,10.863
50,2000000,1e-06,50000,11,paup-dollo-hsearch-first,81801,182.086
50,2000000,1e-06,50000,11,paup-dollo-hsearch,81801,182.086
50,2000000,1e-06,50000,12,paup-dollo-fast-hsearch-first,89042,7.05
50,2000000,1e-06,50000,12,dollo-cdp-fast,88969,10.867
50,2000000,1e-06,50000,12,paup-dollo-hsearch-first,88969,161.372
50,2000000,1e-06,50000,12,paup-dollo-hsearch,88969,161.372
50,2000000,1e-06,50000,13,paup-dollo-fast-hsearch-first,74649,4.54
50,2000000,1e-06,50000,13,dollo-cdp-fast,74649,8.012
50,2000000,1e-06,50000,13,paup-dollo-hsearch-first,74649,63.239
50,2000000,1e-06,50000,13,paup-dollo-hsearch,74649,63.239
50,2000000,1e-06,50000,14,paup-dollo-fast-hsearch-first,83247,9.523
50,2000000,1e-06,50000,14,dollo-cdp-fast,83182,12.597999999999999
50,2000000,1e-06,50000,14,paup-dollo-hsearch-first,83182,166.273
50,2000000,1e-06,50000,14,paup-dollo-hsearch,83182,166.273
50,2000000,1e-06,50000,15,paup-dollo-fast-hsearch-first,86289,6.336
50,2000000,1e-06,50000,15,dollo-cdp-fast,86289,9.502
50,2000000,1e-06,50000,15,paup-dollo-hsearch-first,86289,158.046
50,2000000,1e-06,50000,15,paup-dollo-hsearch,86289,158.046
50,2000000,1e-06,50000,16,paup-dollo-fast-hsearch-first,78500,4.76
50,2000000,1e-06,50000,16,dollo-cdp-fast,78500,8.292
50,2000000,1e-06,50000,16,paup-dollo-hsearch-first,78500,70.495
50,2000000,1e-06,50000,16,paup-dollo-hsearch,78500,70.495
50,2000000,1e-06,50000,17,paup-dollo-fast-hsearch-first,80767,5.594
50,2000000,1e-06,50000,17,dollo-cdp-fast,80767,8.61
50,2000000,1e-06,50000,17,paup-dollo-hsearch-first,80767,122.083
50,2000000,1e-06,50000,17,paup-dollo-hsearch,80767,122.083
50,2000000,1e-06,50000,18,paup-dollo-fast-hsearch-first,77871,5.584
50,2000000,1e-06,50000,18,dollo-cdp-fast,77871,8.754
50,2000000,1e-06,50000,18,paup-dollo-hsearch-first,77871,129.933
50,2000000,1e-06,50000,18,paup-dollo-hsearch,77871,129.933
50,2000000,1e-06,50000,19,paup-dollo-fast-hsearch-first,77000,5.04
50,2000000,1e-06,50000,19,dollo-cdp-fast,77000,8.2
50,2000000,1e-06,50000,19,paup-dollo-hsearch-first,77000,15.524
50,2000000,1e-06,50000,19,paup-dollo-hsearch,77000,15.524
50,2000000,1e-06,50000,20,paup-dollo-fast-hsearch-first,80833,5.259
50,2000000,1e-06,50000,20,dollo-cdp-fast,80822,8.76
50,2000000,1e-06,50000,20,paup-dollo-hsearch-first,80822,71.878
50,2000000,1e-06,50000,20,paup-dollo-hsearch,80822,71.878
50,2000000,1e-06,50000,21,paup-dollo-fast-hsearch-first,77461,5.806
50,2000000,1e-06,50000,21,dollo-cdp-fast,77461,9.206
50,2000000,1e-06,50000,21,paup-dollo-hsearch-first,77461,75.926
50,2000000,1e-06,50000,21,paup-dollo-hsearch,77461,75.926
50,2000000,1e-06,50000,22,paup-dollo-fast-hsearch-first,76667,4.805
50,2000000,1e-06,50000,22,dollo-cdp-fast,76535,7.629
50,2000000,1e-06,50000,22,paup-dollo-hsearch-first,76535,100.821
50,2000000,1e-06,50000,22,paup-dollo-hsearch,76535,100.821
50,2000000,1e-06,50000,23,paup-dollo-fast-hsearch-first,90834,6.374
50,2000000,1e-06,50000,23,dollo-cdp-fast,90819,10.468
50,2000000,1e-06,50000,23,paup-dollo-hsearch-first,90819,160.46
50,2000000,1e-06,50000,23,paup-dollo-hsearch,90819,160.46
50,2000000,1e-06,50000,24,paup-dollo-fast-hsearch-first,73902,4.451
50,2000000,1e-06,50000,24,dollo-cdp-fast,73902,8.327
50,2000000,1e-06,50000,24,paup-dollo-hsearch-first,73902,93.459
50,2000000,1e-06,50000,24,paup-dollo-hsearch,73902,93.459
50,2000000,1e-06,50000,25,paup-dollo-fast-hsearch-first,78844,6.363
50,2000000,1e-06,50000,25,dollo-cdp-fast,78695,10.008000000000001
50,2000000,1e-06,50000,25,paup-dollo-hsearch-first,78695,147.72
50,2000000,1e-06,50000,25,paup-dollo-hsearch,78695,147.72
100,2000000,1e-06,500,1,paup-dollo-fast-hsearch-first,779,22.874
100,2000000,1e-06,500,1,dollo-cdp-fast,779,24.043999999999997
100,2000000,1e-06,500,1,paup-dollo-hsearch-first,779,23.463
100,2000000,1e-06,500,1,paup-dollo-hsearch,779,23.463
100,2000000,1e-06,500,2,paup-dollo-fast-hsearch-first,844,24.315
100,2000000,1e-06,500,2,dollo-cdp-fast,844,25.580000000000002
100,2000000,1e-06,500,2,paup-dollo-hsearch-first,844,23.087
100,2000000,1e-06,500,2,paup-dollo-hsearch,844,23.087
100,2000000,1e-06,500,3,paup-dollo-fast-hsearch-first,852,27.631
100,2000000,1e-06,500,3,dollo-cdp-fast,852,28.835
100,2000000,1e-06,500,3,paup-dollo-hsearch-first,852,96.563
100,2000000,1e-06,500,3,paup-dollo-hsearch,852,96.563
100,2000000,1e-06,500,4,paup-dollo-fast-hsearch-first,762,21.968
100,2000000,1e-06,500,4,dollo-cdp-fast,762,23.143
100,2000000,1e-06,500,4,paup-dollo-hsearch-first,762,23.275
100,2000000,1e-06,500,4,paup-dollo-hsearch,762,23.275
100,2000000,1e-06,500,5,paup-dollo-fast-hsearch-first,834,23.797
100,2000000,1e-06,500,5,dollo-cdp-fast,834,25.082
100,2000000,1e-06,500,5,paup-dollo-hsearch-first,834,25.314
100,2000000,1e-06,500,5,paup-dollo-hsearch,834,25.314
100,2000000,1e-06,500,6,paup-dollo-fast-hsearch-first,873,24.869
100,2000000,1e-06,500,6,dollo-cdp-fast,873,26.033
100,2000000,1e-06,500,6,paup-dollo-hsearch-first,873,24.773
100,2000000,1e-06,500,6,paup-dollo-hsearch,873,24.773
100,2000000,1e-06,500,7,paup-dollo-fast-hsearch-first,894,26.793
100,2000000,1e-06,500,7,dollo-cdp-fast,894,28.29
100,2000000,1e-06,500,7,paup-dollo-hsearch-first,894,27.449
100,2000000,1e-06,500,7,paup-dollo-hsearch,894,27.449
100,2000000,1e-06,500,8,paup-dollo-fast-hsearch-first,882,31.4
100,2000000,1e-06,500,8,dollo-cdp-fast,882,32.644
100,2000000,1e-06,500,8,paup-dollo-hsearch-first,882,26.157
100,2000000,1e-06,500,8,paup-dollo-hsearch,882,26.157
100,2000000,1e-06,500,9,paup-dollo-fast-hsearch-first,814,23.381
100,2000000,1e-06,500,9,dollo-cdp-fast,814,24.708
100,2000000,1e-06,500,9,paup-dollo-hsearch-first,814,23.068
100,2000000,1e-06,500,9,paup-dollo-hsearch,814,23.068
100,2000000,1e-06,500,10,paup-dollo-fast-hsearch-first,842,25.768
100,2000000,1e-06,500,10,dollo-cdp-fast,842,26.991
100,2000000,1e-06,500,10,paup-dollo-hsearch-first,842,27.227
100,2000000,1e-06,500,10,paup-dollo-hsearch,842,27.227
100,2000000,1e-06,500,11,paup-dollo-fast-hsearch-first,814,22.04
100,2000000,1e-06,500,11,dollo-cdp-fast,814,23.383
100,2000000,1e-06,500,11,paup-dollo-hsearch-first,814,22.549
100,2000000,1e-06,500,11,paup-dollo-hsearch,814,22.549
100,2000000,1e-06,500,12,paup-dollo-fast-hsearch-first,743,20.041
100,2000000,1e-06,500,12,dollo-cdp-fast,743,21.277
100,2000000,1e-06,500,12,paup-dollo-hsearch-first,743,20.147
100,2000000,1e-06,500,12,paup-dollo-hsearch,743,20.147
100,2000000,1e-06,500,13,paup-dollo-fast-hsearch-first,1026,51.876
100,2000000,1e-06,500,13,dollo-cdp-fast,1026,53.159
100,2000000,1e-06,500,13,paup-dollo-hsearch-first,1026,26.29
100,2000000,1e-06,500,13,paup-dollo-hsearch,1026,26.29
100,2000000,1e-06,500,14,paup-dollo-fast-hsearch-first,923,27.392
100,2000000,1e-06,500,14,dollo-cdp-fast,923,28.552
100,2000000,1e-06,500,14,paup-dollo-hsearch-first,923,26.671
100,2000000,1e-06,500,14,paup-dollo-hsearch,923,26.671
100,2000000,1e-06,500,15,paup-dollo-fast-hsearch-first,849,25.315
100,2000000,1e-06,500,15,dollo-cdp-fast,849,26.563000000000002
100,2000000,1e-06,500,15,paup-dollo-hsearch-first,849,24.582
100,2000000,1e-06,500,15,paup-dollo-hsearch,849,24.582
100,2000000,1e-06,500,16,paup-dollo-fast-hsearch-first,726,20.298
100,2000000,1e-06,500,16,dollo-cdp-fast,726,21.569
100,2000000,1e-06,500,16,paup-dollo-hsearch-first,726,19.888
100,2000000,1e-06,500,16,paup-dollo-hsearch,726,19.888
100,2000000,1e-06,500,17,paup-dollo-fast-hsearch-first,727,21.854
100,2000000,1e-06,500,17,dollo-cdp-fast,727,23.105999999999998
100,2000000,1e-06,500,17,paup-dollo-hsearch-first,727,21.31
100,2000000,1e-06,500,17,paup-dollo-hsearch,727,21.31
100,2000000,1e-06,500,18,paup-dollo-fast-hsearch-first,896,27.247
100,2000000,1e-06,500,18,dollo-cdp-fast,896,28.587
100,2000000,1e-06,500,18,paup-dollo-hsearch-first,897,26.729
100,2000000,1e-06,500,18,paup-dollo-hsearch,897,26.729
100,2000000,1e-06,500,19,paup-dollo-fast-hsearch-first,853,24.923
100,2000000,1e-06,500,19,dollo-cdp-fast,853,26.154999999999998
100,2000000,1e-06,500,19,paup-dollo-hsearch-first,853,25.488
100,2000000,1e-06,500,19,paup-dollo-hsearch,853,25.488
100,2000000,1e-06,500,20,paup-dollo-fast-hsearch-first,841,22.652
100,2000000,1e-06,500,20,dollo-cdp-fast,841,23.905
100,2000000,1e-06,500,20,paup-dollo-hsearch-first,841,23.252
100,2000000,1e-06,500,20,paup-dollo-hsearch,841,23.252
100,2000000,1e-06,500,21,paup-dollo-fast-hsearch-first,912,27.357
100,2000000,1e-06,500,21,dollo-cdp-fast,912,28.649
100,2000000,1e-06,500,21,paup-dollo-hsearch-first,912,29.403
100,2000000,1e-06,500,21,paup-dollo-hsearch,912,29.403
100,2000000,1e-06,500,22,paup-dollo-fast-hsearch-first,866,27.556
100,2000000,1e-06,500,22,dollo-cdp-fast,866,28.865000000000002
100,2000000,1e-06,500,22,paup-dollo-hsearch-first,866,26.206
100,2000000,1e-06,500,22,paup-dollo-hsearch,866,26.206
100,2000000,1e-06,500,23,paup-dollo-fast-hsearch-first,931,29.304
100,2000000,1e-06,500,23,dollo-cdp-fast,931,30.5
100,2000000,1e-06,500,23,paup-dollo-hsearch-first,931,27.657
100,2000000,1e-06,500,23,paup-dollo-hsearch,931,27.657
100,2000000,1e-06,500,24,paup-dollo-fast-hsearch-first,849,25.481
100,2000000,1e-06,500,24,dollo-cdp-fast,849,26.749000000000002
100,2000000,1e-06,500,24,paup-dollo-hsearch-first,849,24.659
100,2000000,1e-06,500,24,paup-dollo-hsearch,849,24.659
100,2000000,1e-06,500,25,paup-dollo-fast-hsearch-first,873,25.977
100,2000000,1e-06,500,25,dollo-cdp-fast,873,27.293
100,2000000,1e-06,500,25,paup-dollo-hsearch-first,873,24.927
100,2000000,1e-06,500,25,paup-dollo-hsearch,873,24.927
100,2000000,1e-06,1000,1,paup-dollo-fast-hsearch-first,1646,36.074
100,2000000,1e-06,1000,1,dollo-cdp-fast,1646,37.339999999999996
100,2000000,1e-06,1000,1,paup-dollo-hsearch-first,1646,35.473
100,2000000,1e-06,1000,1,paup-dollo-hsearch,1646,35.473
100,2000000,1e-06,1000,2,paup-dollo-fast-hsearch-first,1707,36.221
100,2000000,1e-06,1000,2,dollo-cdp-fast,1707,37.492999999999995
100,2000000,1e-06,1000,2,paup-dollo-hsearch-first,1707,35.416
100,2000000,1e-06,1000,2,paup-dollo-hsearch,1707,35.416
100,2000000,1e-06,1000,3,paup-dollo-fast-hsearch-first,1746,8.719
100,2000000,1e-06,1000,3,dollo-cdp-fast,1746,9.987
100,2000000,1e-06,1000,3,paup-dollo-hsearch-first,1746,119.12
100,2000000,1e-06,1000,3,paup-dollo-hsearch,1746,119.12
100,2000000,1e-06,1000,4,paup-dollo-fast-hsearch-first,1618,35.152
100,2000000,1e-06,1000,4,dollo-cdp-fast,1618,36.44
100,2000000,1e-06,1000,4,paup-dollo-hsearch-first,1618,112.58500000000001
100,2000000,1e-06,1000,4,paup-dollo-hsearch,1618,112.58500000000001
100,2000000,1e-06,1000,5,paup-dollo-fast-hsearch-first,1746,7.963
100,2000000,1e-06,1000,5,dollo-cdp-fast,1746,9.21
100,2000000,1e-06,1000,5,paup-dollo-hsearch-first,1746,69.563
100,2000000,1e-06,1000,5,paup-dollo-hsearch,1746,69.563
100,2000000,1e-06,1000,6,paup-dollo-fast-hsearch-first,1769,3.871
100,2000000,1e-06,1000,6,dollo-cdp-fast,1768,5.2509999999999994
100,2000000,1e-06,1000,6,paup-dollo-hsearch-first,1768,66.67699999999999
100,2000000,1e-06,1000,6,paup-dollo-hsearch,1768,66.67699999999999
100,2000000,1e-06,1000,7,paup-dollo-fast-hsearch-first,1835,28.905
100,2000000,1e-06,1000,7,dollo-cdp-fast,1835,30.213
100,2000000,1e-06,1000,7,paup-dollo-hsearch-first,1835,107.9
100,2000000,1e-06,1000,7,paup-dollo-hsearch,1835,107.9
100,2000000,1e-06,1000,8,paup-dollo-fast-hsearch-first,1728,6.589
100,2000000,1e-06,1000,8,dollo-cdp-fast,1727,7.833
100,2000000,1e-06,1000,8,paup-dollo-hsearch-first,1727,75.645
100,2000000,1e-06,1000,8,paup-dollo-hsearch,1727,75.645
100,2000000,1e-06,1000,9,paup-dollo-fast-hsearch-first,1609,34.771
100,2000000,1e-06,1000,9,dollo-cdp-fast,1609,35.937
100,2000000,1e-06,1000,9,paup-dollo-hsearch-first,1609,34.728
100,2000000,1e-06,1000,9,paup-dollo-hsearch,1609,34.728
100,2000000,1e-06,1000,10,paup-dollo-fast-hsearch-first,1608,18.657
100,2000000,1e-06,1000,10,dollo-cdp-fast,1608,19.907
100,2000000,1e-06,1000,10,paup-dollo-hsearch-first,1608,85.336
100,2000000,1e-06,1000,10,paup-dollo-hsearch,1608,85.336
100,2000000,1e-06,1000,11,paup-dollo-fast-hsearch-first,1661,18.134
100,2000000,1e-06,1000,11,dollo-cdp-fast,1661,19.558
100,2000000,1e-06,1000,11,paup-dollo-hsearch-first,1661,146.594
100,2000000,1e-06,1000,11,paup-dollo-hsearch,1661,146.594
100,2000000,1e-06,1000,12,paup-dollo-fast-hsearch-first,1533,21.09
100,2000000,1e-06,1000,12,dollo-cdp-fast,1533,22.316
100,2000000,1e-06,1000,12,paup-dollo-hsearch-first,1533,117.215
100,2000000,1e-06,1000,12,paup-dollo-hsearch,1533,117.215
100,2000000,1e-06,1000,13,paup-dollo-fast-hsearch-first,2061,28.763
