NTAX,STRHT,SRATE,NCHR,REPL,MTHD,DOLLO,SECS
10,2000000,1e-06,10000,21,paup-dollo-fast-hsearch-first,12925,0.82
10,2000000,1e-06,10000,21,dollo-cdp-fast,12925,1.551
10,2000000,1e-06,10000,21,paup-dollo-hsearch-first,12925,0.772
10,2000000,1e-06,10000,21,paup-dollo-hsearch,12925,0.772
10,2000000,1e-06,10000,22,paup-dollo-fast-hsearch-first,12574,0.826
10,2000000,1e-06,10000,22,dollo-cdp-fast,12574,1.553
10,2000000,1e-06,10000,22,paup-dollo-hsearch-first,12574,0.258
10,2000000,1e-06,10000,22,paup-dollo-hsearch,12574,0.258
10,2000000,1e-06,10000,23,paup-dollo-fast-hsearch-first,11940,0.321
10,2000000,1e-06,10000,23,dollo-cdp-fast,11940,1.078
10,2000000,1e-06,10000,23,paup-dollo-hsearch-first,11940,0.224
10,2000000,1e-06,10000,23,paup-dollo-hsearch,11940,0.224
10,2000000,1e-06,10000,24,paup-dollo-fast-hsearch-first,12966,0.824
10,2000000,1e-06,10000,24,dollo-cdp-fast,12965,1.726
10,2000000,1e-06,10000,24,paup-dollo-hsearch-first,12965,0.346
10,2000000,1e-06,10000,24,paup-dollo-hsearch,12965,0.346
10,2000000,1e-06,10000,25,paup-dollo-fast-hsearch-first,12319,0.819
10,2000000,1e-06,10000,25,dollo-cdp-fast,12319,1.43
10,2000000,1e-06,10000,25,paup-dollo-hsearch-first,12319,0.806
10,2000000,1e-06,10000,25,paup-dollo-hsearch,12319,0.806
10,2000000,1e-06,50000,1,paup-dollo-fast-hsearch-first,59859,0.884
10,2000000,1e-06,50000,1,dollo-cdp-fast,59859,3.453
10,2000000,1e-06,50000,1,paup-dollo-hsearch-first,59859,0.845
10,2000000,1e-06,50000,1,paup-dollo-hsearch,59859,0.845
10,2000000,1e-06,50000,2,paup-dollo-fast-hsearch-first,59153,0.827
10,2000000,1e-06,50000,2,dollo-cdp-fast,59153,3.0
10,2000000,1e-06,50000,2,paup-dollo-hsearch-first,59153,0.841
10,2000000,1e-06,50000,2,paup-dollo-hsearch,59153,0.841
10,2000000,1e-06,50000,3,paup-dollo-fast-hsearch-first,62514,0.807
10,2000000,1e-06,50000,3,dollo-cdp-fast,62514,2.434
10,2000000,1e-06,50000,3,paup-dollo-hsearch-first,62514,0.91
10,2000000,1e-06,50000,3,paup-dollo-hsearch,62514,0.91
10,2000000,1e-06,50000,4,paup-dollo-fast-hsearch-first,57422,0.827
10,2000000,1e-06,50000,4,dollo-cdp-fast,57422,2.835
10,2000000,1e-06,50000,4,paup-dollo-hsearch-first,57422,0.273
10,2000000,1e-06,50000,4,paup-dollo-hsearch,57422,0.273
10,2000000,1e-06,50000,5,paup-dollo-fast-hsearch-first,59442,0.325
10,2000000,1e-06,50000,5,dollo-cdp-fast,59442,2.295
10,2000000,1e-06,50000,5,paup-dollo-hsearch-first,59442,0.287
10,2000000,1e-06,50000,5,paup-dollo-hsearch,59442,0.287
10,2000000,1e-06,50000,6,paup-dollo-fast-hsearch-first,61448,0.877
10,2000000,1e-06,50000,6,dollo-cdp-fast,61448,2.725
10,2000000,1e-06,50000,6,paup-dollo-hsearch-first,61448,0.853
10,2000000,1e-06,50000,6,paup-dollo-hsearch,61448,0.853
10,2000000,1e-06,50000,7,paup-dollo-fast-hsearch-first,57227,0.323
10,2000000,1e-06,50000,7,dollo-cdp-fast,57227,2.508
10,2000000,1e-06,50000,7,paup-dollo-hsearch-first,57227,0.841
10,2000000,1e-06,50000,7,paup-dollo-hsearch,57227,0.841
10,2000000,1e-06,50000,8,paup-dollo-fast-hsearch-first,73675,0.285
10,2000000,1e-06,50000,8,dollo-cdp-fast,73675,2.793
10,2000000,1e-06,50000,8,paup-dollo-hsearch-first,73675,0.359
10,2000000,1e-06,50000,8,paup-dollo-hsearch,73675,0.359
10,2000000,1e-06,50000,9,paup-dollo-fast-hsearch-first,59393,0.807
10,2000000,1e-06,50000,9,dollo-cdp-fast,59393,2.474
10,2000000,1e-06,50000,9,paup-dollo-hsearch-first,59393,0.3
10,2000000,1e-06,50000,9,paup-dollo-hsearch,59393,0.3
10,2000000,1e-06,50000,10,paup-dollo-fast-hsearch-first,67164,0.902
10,2000000,1e-06,50000,10,dollo-cdp-fast,67164,3.1670000000000003
10,2000000,1e-06,50000,10,paup-dollo-hsearch-first,67164,0.898
10,2000000,1e-06,50000,10,paup-dollo-hsearch,67164,0.898
10,2000000,1e-06,50000,11,paup-dollo-fast-hsearch-first,68652,0.9
10,2000000,1e-06,50000,11,dollo-cdp-fast,68652,3.155
10,2000000,1e-06,50000,11,paup-dollo-hsearch-first,68652,0.918
10,2000000,1e-06,50000,11,paup-dollo-hsearch,68652,0.918
10,2000000,1e-06,50000,12,paup-dollo-fast-hsearch-first,62584,0.901
10,2000000,1e-06,50000,12,dollo-cdp-fast,62584,2.85
10,2000000,1e-06,50000,12,paup-dollo-hsearch-first,62584,0.877
10,2000000,1e-06,50000,12,paup-dollo-hsearch,62584,0.877
10,2000000,1e-06,50000,13,paup-dollo-fast-hsearch-first,71144,0.869
10,2000000,1e-06,50000,13,dollo-cdp-fast,71144,3.458
10,2000000,1e-06,50000,13,paup-dollo-hsearch-first,71144,0.307
10,2000000,1e-06,50000,13,paup-dollo-hsearch,71144,0.307
10,2000000,1e-06,50000,14,paup-dollo-fast-hsearch-first,71307,0.854
10,2000000,1e-06,50000,14,dollo-cdp-fast,71307,3.124
10,2000000,1e-06,50000,14,paup-dollo-hsearch-first,71307,0.946
10,2000000,1e-06,50000,14,paup-dollo-hsearch,71307,0.946
10,2000000,1e-06,50000,15,paup-dollo-fast-hsearch-first,56675,0.877
10,2000000,1e-06,50000,15,dollo-cdp-fast,56675,2.878
10,2000000,1e-06,50000,15,paup-dollo-hsearch-first,56675,0.863
10,2000000,1e-06,50000,15,paup-dollo-hsearch,56675,0.863
10,2000000,1e-06,50000,16,paup-dollo-fast-hsearch-first,61900,0.271
10,2000000,1e-06,50000,16,dollo-cdp-fast,61900,1.983
10,2000000,1e-06,50000,16,paup-dollo-hsearch-first,61900,0.821
10,2000000,1e-06,50000,16,paup-dollo-hsearch,61900,0.821
10,2000000,1e-06,50000,17,paup-dollo-fast-hsearch-first,61774,0.834
10,2000000,1e-06,50000,17,dollo-cdp-fast,61774,2.782
10,2000000,1e-06,50000,17,paup-dollo-hsearch-first,61774,0.307
10,2000000,1e-06,50000,17,paup-dollo-hsearch,61774,0.307
10,2000000,1e-06,50000,18,paup-dollo-fast-hsearch-first,58633,0.247
10,2000000,1e-06,50000,18,dollo-cdp-fast,58633,2.026
10,2000000,1e-06,50000,18,paup-dollo-hsearch-first,58633,0.82
10,2000000,1e-06,50000,18,paup-dollo-hsearch,58633,0.82
10,2000000,1e-06,50000,19,paup-dollo-fast-hsearch-first,59432,0.247
10,2000000,1e-06,50000,19,dollo-cdp-fast,59432,2.199
10,2000000,1e-06,50000,19,paup-dollo-hsearch-first,59432,0.318
10,2000000,1e-06,50000,19,paup-dollo-hsearch,59432,0.318
10,2000000,1e-06,50000,20,paup-dollo-fast-hsearch-first,62897,0.256
10,2000000,1e-06,50000,20,dollo-cdp-fast,62897,2.503
10,2000000,1e-06,50000,20,paup-dollo-hsearch-first,62897,0.912
10,2000000,1e-06,50000,20,paup-dollo-hsearch,62897,0.912
10,2000000,1e-06,50000,21,paup-dollo-fast-hsearch-first,64267,0.265
10,2000000,1e-06,50000,21,dollo-cdp-fast,64267,2.3480000000000003
10,2000000,1e-06,50000,21,paup-dollo-hsearch-first,64267,0.83
10,2000000,1e-06,50000,21,paup-dollo-hsearch,64267,0.83
10,2000000,1e-06,50000,22,paup-dollo-fast-hsearch-first,63237,0.269
10,2000000,1e-06,50000,22,dollo-cdp-fast,63237,2.41
10,2000000,1e-06,50000,22,paup-dollo-hsearch-first,63237,0.86
10,2000000,1e-06,50000,22,paup-dollo-hsearch,63237,0.86
10,2000000,1e-06,50000,23,paup-dollo-fast-hsearch-first,60149,0.803
10,2000000,1e-06,50000,23,dollo-cdp-fast,60149,2.8209999999999997
10,2000000,1e-06,50000,23,paup-dollo-hsearch-first,60149,0.808
10,2000000,1e-06,50000,23,paup-dollo-hsearch,60149,0.808
10,2000000,1e-06,50000,24,paup-dollo-fast-hsearch-first,64320,0.314
10,2000000,1e-06,50000,24,dollo-cdp-fast,64320,3.253
10,2000000,1e-06,50000,24,paup-dollo-hsearch-first,64320,0.995
10,2000000,1e-06,50000,24,paup-dollo-hsearch,64320,0.995
10,2000000,1e-06,50000,25,paup-dollo-fast-hsearch-first,60924,0.345
10,2000000,1e-06,50000,25,dollo-cdp-fast,60924,1.792
10,2000000,1e-06,50000,25,paup-dollo-hsearch-first,60924,0.853
10,2000000,1e-06,50000,25,paup-dollo-hsearch,60924,0.853
50,2000000,1e-06,500,1,paup-dollo-fast-hsearch-first,776,1.36
50,2000000,1e-06,500,1,dollo-cdp-fast,776,2.0940000000000003
50,2000000,1e-06,500,1,paup-dollo-hsearch-first,776,6.053
50,2000000,1e-06,500,1,paup-dollo-hsearch,776,6.053
50,2000000,1e-06,500,2,paup-dollo-fast-hsearch-first,851,1.079
50,2000000,1e-06,500,2,dollo-cdp-fast,851,1.895
50,2000000,1e-06,500,2,paup-dollo-hsearch-first,851,9.491
50,2000000,1e-06,500,2,paup-dollo-hsearch,851,9.491
50,2000000,1e-06,500,3,paup-dollo-fast-hsearch-first,908,1.379
50,2000000,1e-06,500,3,dollo-cdp-fast,908,2.175
50,2000000,1e-06,500,3,paup-dollo-hsearch-first,908,9.737
50,2000000,1e-06,500,3,paup-dollo-hsearch,908,9.737
50,2000000,1e-06,500,4,paup-dollo-fast-hsearch-first,759,1.122
50,2000000,1e-06,500,4,dollo-cdp-fast,758,1.9340000000000002
50,2000000,1e-06,500,4,paup-dollo-hsearch-first,758,8.172
50,2000000,1e-06,500,4,paup-dollo-hsearch,758,8.172
50,2000000,1e-06,500,5,paup-dollo-fast-hsearch-first,770,1.333
50,2000000,1e-06,500,5,dollo-cdp-fast,770,2.122
50,2000000,1e-06,500,5,paup-dollo-hsearch-first,770,5.938
50,2000000,1e-06,500,5,paup-dollo-hsearch,770,5.938
50,2000000,1e-06,500,6,paup-dollo-fast-hsearch-first,751,1.043
50,2000000,1e-06,500,6,dollo-cdp-fast,751,1.8199999999999998
50,2000000,1e-06,500,6,paup-dollo-hsearch-first,751,7.511
50,2000000,1e-06,500,6,paup-dollo-hsearch,751,7.511
50,2000000,1e-06,500,7,paup-dollo-fast-hsearch-first,749,1.108
50,2000000,1e-06,500,7,dollo-cdp-fast,749,1.859
50,2000000,1e-06,500,7,paup-dollo-hsearch-first,749,4.704
50,2000000,1e-06,500,7,paup-dollo-hsearch,749,4.704
50,2000000,1e-06,500,8,paup-dollo-fast-hsearch-first,754,0.974
50,2000000,1e-06,500,8,dollo-cdp-fast,753,1.643
50,2000000,1e-06,500,8,paup-dollo-hsearch-first,753,6.795
50,2000000,1e-06,500,8,paup-dollo-hsearch,753,6.795
50,2000000,1e-06,500,9,paup-dollo-fast-hsearch-first,787,1.747
50,2000000,1e-06,500,9,dollo-cdp-fast,787,2.519
50,2000000,1e-06,500,9,paup-dollo-hsearch-first,787,14.246
50,2000000,1e-06,500,9,paup-dollo-hsearch,787,14.246
50,2000000,1e-06,500,10,paup-dollo-fast-hsearch-first,754,1.237
50,2000000,1e-06,500,10,dollo-cdp-fast,752,1.9200000000000002
50,2000000,1e-06,500,10,paup-dollo-hsearch-first,752,7.716
50,2000000,1e-06,500,10,paup-dollo-hsearch,752,7.716
50,2000000,1e-06,500,11,paup-dollo-fast-hsearch-first,777,1.275
50,2000000,1e-06,500,11,dollo-cdp-fast,777,1.9789999999999999
50,2000000,1e-06,500,11,paup-dollo-hsearch-first,777,9.17
50,2000000,1e-06,500,11,paup-dollo-hsearch,777,9.17
50,2000000,1e-06,500,12,paup-dollo-fast-hsearch-first,832,1.395
50,2000000,1e-06,500,12,dollo-cdp-fast,832,2.141
50,2000000,1e-06,500,12,paup-dollo-hsearch-first,832,8.419
50,2000000,1e-06,500,12,paup-dollo-hsearch,832,8.419
50,2000000,1e-06,500,13,paup-dollo-fast-hsearch-first,744,0.617
50,2000000,1e-06,500,13,dollo-cdp-fast,744,1.366
50,2000000,1e-06,500,13,paup-dollo-hsearch-first,744,5.721
50,2000000,1e-06,500,13,paup-dollo-hsearch,744,5.721
50,2000000,1e-06,500,14,paup-dollo-fast-hsearch-first,821,1.221
50,2000000,1e-06,500,14,dollo-cdp-fast,820,2.0
50,2000000,1e-06,500,14,paup-dollo-hsearch-first,820,7.945
50,2000000,1e-06,500,14,paup-dollo-hsearch,820,7.945
50,2000000,1e-06,500,15,paup-dollo-fast-hsearch-first,858,1.506
50,2000000,1e-06,500,15,dollo-cdp-fast,857,2.266
50,2000000,1e-06,500,15,paup-dollo-hsearch-first,857,17.197
50,2000000,1e-06,500,15,paup-dollo-hsearch,857,17.197
50,2000000,1e-06,500,16,paup-dollo-fast-hsearch-first,770,1.75
50,2000000,1e-06,500,16,dollo-cdp-fast,770,2.476
50,2000000,1e-06,500,16,paup-dollo-hsearch-first,770,7.971
50,2000000,1e-06,500,16,paup-dollo-hsearch,770,7.971
50,2000000,1e-06,500,17,paup-dollo-fast-hsearch-first,826,1.313
50,2000000,1e-06,500,17,dollo-cdp-fast,826,2.1
50,2000000,1e-06,500,17,paup-dollo-hsearch-first,826,7.799
50,2000000,1e-06,500,17,paup-dollo-hsearch,826,7.799
50,2000000,1e-06,500,18,paup-dollo-fast-hsearch-first,711,1.144
50,2000000,1e-06,500,18,dollo-cdp-fast,711,1.8569999999999998
50,2000000,1e-06,500,18,paup-dollo-hsearch-first,711,6.538
50,2000000,1e-06,500,18,paup-dollo-hsearch,711,6.538
50,2000000,1e-06,500,19,paup-dollo-fast-hsearch-first,767,1.156
50,2000000,1e-06,500,19,dollo-cdp-fast,767,1.9859999999999998
50,2000000,1e-06,500,19,paup-dollo-hsearch-first,767,5.912
50,2000000,1e-06,500,19,paup-dollo-hsearch,767,5.912
50,2000000,1e-06,500,20,paup-dollo-fast-hsearch-first,829,1.923
50,2000000,1e-06,500,20,dollo-cdp-fast,829,2.634
50,2000000,1e-06,500,20,paup-dollo-hsearch-first,829,11.422
50,2000000,1e-06,500,20,paup-dollo-hsearch,829,11.422
50,2000000,1e-06,500,21,paup-dollo-fast-hsearch-first,748,1.19
50,2000000,1e-06,500,21,dollo-cdp-fast,747,1.972
50,2000000,1e-06,500,21,paup-dollo-hsearch-first,747,7.17
50,2000000,1e-06,500,21,paup-dollo-hsearch,747,7.17
50,2000000,1e-06,500,22,paup-dollo-fast-hsearch-first,756,1.052
50,2000000,1e-06,500,22,dollo-cdp-fast,755,1.824
50,2000000,1e-06,500,22,paup-dollo-hsearch-first,755,7.381
50,2000000,1e-06,500,22,paup-dollo-hsearch,755,7.381
50,2000000,1e-06,500,23,paup-dollo-fast-hsearch-first,904,1.271
50,2000000,1e-06,500,23,dollo-cdp-fast,903,2.0469999999999997
50,2000000,1e-06,500,23,paup-dollo-hsearch-first,903,12.684
50,2000000,1e-06,500,23,paup-dollo-hsearch,903,12.684
50,2000000,1e-06,500,24,paup-dollo-fast-hsearch-first,735,0.951
50,2000000,1e-06,500,24,dollo-cdp-fast,735,1.729
50,2000000,1e-06,500,24,paup-dollo-hsearch-first,735,6.196
50,2000000,1e-06,500,24,paup-dollo-hsearch,735,6.196
50,2000000,1e-06,500,25,paup-dollo-fast-hsearch-first,803,1.007
50,2000000,1e-06,500,25,dollo-cdp-fast,798,1.811
50,2000000,1e-06,500,25,paup-dollo-hsearch-first,798,6.786
50,2000000,1e-06,500,25,paup-dollo-hsearch,798,6.786
50,2000000,1e-06,1000,1,paup-dollo-fast-hsearch-first,1544,1.063
50,2000000,1e-06,1000,1,dollo-cdp-fast,1544,1.93
50,2000000,1e-06,1000,1,paup-dollo-hsearch-first,1544,7.827
50,2000000,1e-06,1000,1,paup-dollo-hsearch,1544,7.827
50,2000000,1e-06,1000,2,paup-dollo-fast-hsearch-first,1677,0.723
50,2000000,1e-06,1000,2,dollo-cdp-fast,1677,1.537
50,2000000,1e-06,1000,2,paup-dollo-hsearch-first,1677,17.84
50,2000000,1e-06,1000,2,paup-dollo-hsearch,1677,17.84
50,2000000,1e-06,1000,3,paup-dollo-fast-hsearch-first,1869,1.478
50,2000000,1e-06,1000,3,dollo-cdp-fast,1867,2.309
50,2000000,1e-06,1000,3,paup-dollo-hsearch-first,1867,13.488
50,2000000,1e-06,1000,3,paup-dollo-hsearch,1867,13.488
50,2000000,1e-06,1000,4,paup-dollo-fast-hsearch-first,1585,1.259
50,2000000,1e-06,1000,4,dollo-cdp-fast,1582,2.061
50,2000000,1e-06,1000,4,paup-dollo-hsearch-first,1582,10.632
50,2000000,1e-06,1000,4,paup-dollo-hsearch,1582,10.632
50,2000000,1e-06,1000,5,paup-dollo-fast-hsearch-first,1608,1.379
50,2000000,1e-06,1000,5,dollo-cdp-fast,1608,2.186
50,2000000,1e-06,1000,5,paup-dollo-hsearch-first,1608,9.802
50,2000000,1e-06,1000,5,paup-dollo-hsearch,1608,9.802
50,2000000,1e-06,1000,6,paup-dollo-fast-hsearch-first,1525,1.311
50,2000000,1e-06,1000,6,dollo-cdp-fast,1525,2.1029999999999998
50,2000000,1e-06,1000,6,paup-dollo-hsearch-first,1525,8.121
50,2000000,1e-06,1000,6,paup-dollo-hsearch,1525,8.121
50,2000000,1e-06,1000,7,paup-dollo-fast-hsearch-first,1537,0.928
50,2000000,1e-06,1000,7,dollo-cdp-fast,1537,1.662
50,2000000,1e-06,1000,7,paup-dollo-hsearch-first,1537,6.989
50,2000000,1e-06,1000,7,paup-dollo-hsearch,1537,6.989
50,2000000,1e-06,1000,8,paup-dollo-fast-hsearch-first,1512,1.145
50,2000000,1e-06,1000,8,dollo-cdp-fast,1512,1.955
50,2000000,1e-06,1000,8,paup-dollo-hsearch-first,1512,7.281
50,2000000,1e-06,1000,8,paup-dollo-hsearch,1512,7.281
50,2000000,1e-06,1000,9,paup-dollo-fast-hsearch-first,1577,1.667
50,2000000,1e-06,1000,9,dollo-cdp-fast,1575,2.46
50,2000000,1e-06,1000,9,paup-dollo-hsearch-first,1575,13.02
50,2000000,1e-06,1000,9,paup-dollo-hsearch,1575,13.02
50,2000000,1e-06,1000,10,paup-dollo-fast-hsearch-first,1499,1.409
50,2000000,1e-06,1000,10,dollo-cdp-fast,1497,2.276
50,2000000,1e-06,1000,10,paup-dollo-hsearch-first,1497,10.346
50,2000000,1e-06,1000,10,paup-dollo-hsearch,1497,10.346
50,2000000,1e-06,1000,11,paup-dollo-fast-hsearch-first,1564,1.405
50,2000000,1e-06,1000,11,dollo-cdp-fast,1559,2.196
50,2000000,1e-06,1000,11,paup-dollo-hsearch-first,1559,10.286
50,2000000,1e-06,1000,11,paup-dollo-hsearch,1559,10.286
50,2000000,1e-06,1000,12,paup-dollo-fast-hsearch-first,1708,1.197
50,2000000,1e-06,1000,12,dollo-cdp-fast,1706,2.111
50,2000000,1e-06,1000,12,paup-dollo-hsearch-first,1706,13.592
50,2000000,1e-06,1000,12,paup-dollo-hsearch,1706,13.592
50,2000000,1e-06,1000,13,paup-dollo-fast-hsearch-first,1507,1.219
50,2000000,1e-06,1000,13,dollo-cdp-fast,1507,2.008
50,2000000,1e-06,1000,13,paup-dollo-hsearch-first,1507,10.296
50,2000000,1e-06,1000,13,paup-dollo-hsearch,1507,10.296
50,2000000,1e-06,1000,14,paup-dollo-fast-hsearch-first,1708,1.502
50,2000000,1e-06,1000,14,dollo-cdp-fast,1705,2.3040000000000003
50,2000000,1e-06,1000,14,paup-dollo-hsearch-first,1705,24.867
50,2000000,1e-06,1000,14,paup-dollo-hsearch,1705,24.867
50,2000000,1e-06,1000,15,paup-dollo-fast-hsearch-first,1723,2.574
50,2000000,1e-06,1000,15,dollo-cdp-fast,1723,3.242
50,2000000,1e-06,1000,15,paup-dollo-hsearch-first,1723,13.437
50,2000000,1e-06,1000,15,paup-dollo-hsearch,1723,13.437
50,2000000,1e-06,1000,16,paup-dollo-fast-hsearch-first,1567,0.739
50,2000000,1e-06,1000,16,dollo-cdp-fast,1565,1.52
50,2000000,1e-06,1000,16,paup-dollo-hsearch-first,1565,12.219
50,2000000,1e-06,1000,16,paup-dollo-hsearch,1565,12.219
50,2000000,1e-06,1000,17,paup-dollo-fast-hsearch-first,1620,1.224
50,2000000,1e-06,1000,17,dollo-cdp-fast,1620,2.1109999999999998
50,2000000,1e-06,1000,17,paup-dollo-hsearch-first,1620,9.314
50,2000000,1e-06,1000,17,paup-dollo-hsearch,1620,9.314
50,2000000,1e-06,1000,18,paup-dollo-fast-hsearch-first,1479,1.21
50,2000000,1e-06,1000,18,dollo-cdp-fast,1476,2.0869999999999997
50,2000000,1e-06,1000,18,paup-dollo-hsearch-first,1476,9.288
50,2000000,1e-06,1000,18,paup-dollo-hsearch,1476,9.288
50,2000000,1e-06,1000,19,paup-dollo-fast-hsearch-first,1529,1.069
50,2000000,1e-06,1000,19,dollo-cdp-fast,1529,1.896
50,2000000,1e-06,1000,19,paup-dollo-hsearch-first,1529,7.195
50,2000000,1e-06,1000,19,paup-dollo-hsearch,1529,7.195
50,2000000,1e-06,1000,20,paup-dollo-fast-hsearch-first,1625,1.146
50,2000000,1e-06,1000,20,dollo-cdp-fast,1624,2.0069999999999997
50,2000000,1e-06,1000,20,paup-dollo-hsearch-first,1624,10.662
50,2000000,1e-06,1000,20,paup-dollo-hsearch,1624,10.662
50,2000000,1e-06,1000,21,paup-dollo-fast-hsearch-first,1526,1.194
50,2000000,1e-06,1000,21,dollo-cdp-fast,1526,2.098
50,2000000,1e-06,1000,21,paup-dollo-hsearch-first,1526,6.144
50,2000000,1e-06,1000,21,paup-dollo-hsearch,1526,6.144
50,2000000,1e-06,1000,22,paup-dollo-fast-hsearch-first,1508,1.063
50,2000000,1e-06,1000,22,dollo-cdp-fast,1507,1.846
50,2000000,1e-06,1000,22,paup-dollo-hsearch-first,1507,10.771
50,2000000,1e-06,1000,22,paup-dollo-hsearch,1507,10.771
50,2000000,1e-06,1000,23,paup-dollo-fast-hsearch-first,1809,1.584
50,2000000,1e-06,1000,23,dollo-cdp-fast,1807,2.332
50,2000000,1e-06,1000,23,paup-dollo-hsearch-first,1807,16.737
50,2000000,1e-06,1000,23,paup-dollo-hsearch,1807,16.737
50,2000000,1e-06,1000,24,paup-dollo-fast-hsearch-first,1454,1.076
50,2000000,1e-06,1000,24,dollo-cdp-fast,1453,1.838
50,2000000,1e-06,1000,24,paup-dollo-hsearch-first,1453,9.738
50,2000000,1e-06,1000,24,paup-dollo-hsearch,1453,9.738
50,2000000,1e-06,1000,25,paup-dollo-fast-hsearch-first,1584,1.275
50,2000000,1e-06,1000,25,dollo-cdp-fast,1579,2.033
50,2000000,1e-06,1000,25,paup-dollo-hsearch-first,1579,10.375
50,2000000,1e-06,1000,25,paup-dollo-hsearch,1579,10.375
50,2000000,1e-06,5000,1,paup-dollo-fast-hsearch-first,7827,1.848
50,2000000,1e-06,5000,1,dollo-cdp-fast,7819,2.899
50,2000000,1e-06,5000,1,paup-dollo-hsearch-first,7819,24.686
50,2000000,1e-06,5000,1,paup-dollo-hsearch,7819,24.686
50,2000000,1e-06,5000,2,paup-dollo-fast-hsearch-first,8270,1.47
50,2000000,1e-06,5000,2,dollo-cdp-fast,8262,2.589
50,2000000,1e-06,5000,2,paup-dollo-hsearch-first,8262,36.258
50,2000000,1e-06,5000,2,paup-dollo-hsearch,8262,36.258
50,2000000,1e-06,5000,3,paup-dollo-fast-hsearch-first,9413,2.169
50,2000000,1e-06,5000,3,dollo-cdp-fast,9413,3.128
50,2000000,1e-06,5000,3,paup-dollo-hsearch-first,9413,32.383
50,2000000,1e-06,5000,3,paup-dollo-hsearch,9413,32.383
50,2000000,1e-06,5000,4,paup-dollo-fast-hsearch-first,8077,2.147
50,2000000,1e-06,5000,4,dollo-cdp-fast,8069,3.205
50,2000000,1e-06,5000,4,paup-dollo-hsearch-first,8069,30.484
50,2000000,1e-06,5000,4,paup-dollo-hsearch,8069,30.484
50,2000000,1e-06,5000,5,paup-dollo-fast-hsearch-first,8169,2.243
50,2000000,1e-06,5000,5,dollo-cdp-fast,8162,3.1839999999999997
50,2000000,1e-06,5000,5,paup-dollo-hsearch-first,8162,42.085
50,2000000,1e-06,5000,5,paup-dollo-hsearch,8162,42.085
50,2000000,1e-06,5000,6,paup-dollo-fast-hsearch-first,7655,1.932
50,2000000,1e-06,5000,6,dollo-cdp-fast,7655,2.883
50,2000000,1e-06,5000,6,paup-dollo-hsearch-first,7655,23.809
50,2000000,1e-06,5000,6,paup-dollo-hsearch,7655,23.809
50,2000000,1e-06,5000,7,paup-dollo-fast-hsearch-first,7552,1.925
50,2000000,1e-06,5000,7,dollo-cdp-fast,7550,2.924
50,2000000,1e-06,5000,7,paup-dollo-hsearch-first,7550,25.393
50,2000000,1e-06,5000,7,paup-dollo-hsearch,7550,25.393
50,2000000,1e-06,5000,8,paup-dollo-fast-hsearch-first,7680,1.647
50,2000000,1e-06,5000,8,dollo-cdp-fast,7680,2.644
50,2000000,1e-06,5000,8,paup-dollo-hsearch-first,7680,13.059
50,2000000,1e-06,5000,8,paup-dollo-hsearch,7680,13.059
50,2000000,1e-06,5000,9,paup-dollo-fast-hsearch-first,8009,1.956
50,2000000,1e-06,5000,9,dollo-cdp-fast,8006,2.924
50,2000000,1e-06,5000,9,paup-dollo-hsearch-first,8006,29.824
50,2000000,1e-06,5000,9,paup-dollo-hsearch,8006,29.824
50,2000000,1e-06,5000,10,paup-dollo-fast-hsearch-first,7550,0.916
50,2000000,1e-06,5000,10,dollo-cdp-fast,7550,1.9660000000000002
50,2000000,1e-06,5000,10,paup-dollo-hsearch-first,7550,19.325
50,2000000,1e-06,5000,10,paup-dollo-hsearch,7550,19.325
50,2000000,1e-06,5000,11,paup-dollo-fast-hsearch-first,8094,2.047
50,2000000,1e-06,5000,11,dollo-cdp-fast,8088,2.9730000000000003
50,2000000,1e-06,5000,11,paup-dollo-hsearch-first,8088,31.738
50,2000000,1e-06,5000,11,paup-dollo-hsearch,8088,31.738
50,2000000,1e-06,5000,12,paup-dollo-fast-hsearch-first,8813,2.44
50,2000000,1e-06,5000,12,dollo-cdp-fast,8792,3.324
50,2000000,1e-06,5000,12,paup-dollo-hsearch-first,8792,43.016
50,2000000,1e-06,5000,12,paup-dollo-hsearch,8792,43.016
50,2000000,1e-06,5000,13,paup-dollo-fast-hsearch-first,7457,1.583
50,2000000,1e-06,5000,13,dollo-cdp-fast,7457,2.598
50,2000000,1e-06,5000,13,paup-dollo-hsearch-first,7457,23.745
50,2000000,1e-06,5000,13,paup-dollo-hsearch,7457,23.745
50,2000000,1e-06,5000,14,paup-dollo-fast-hsearch-first,8311,2.089
50,2000000,1e-06,5000,14,dollo-cdp-fast,8307,3.0469999999999997
50,2000000,1e-06,5000,14,paup-dollo-hsearch-first,8307,32.165
50,2000000,1e-06,5000,14,paup-dollo-hsearch,8307,32.165
50,2000000,1e-06,5000,15,paup-dollo-fast-hsearch-first,8691,1.995
50,2000000,1e-06,5000,15,dollo-cdp-fast,8686,2.9370000000000003
50,2000000,1e-06,5000,15,paup-dollo-hsearch-first,8686,31.35
50,2000000,1e-06,5000,15,paup-dollo-hsearch,8686,31.35
50,2000000,1e-06,5000,16,paup-dollo-fast-hsearch-first,7787,1.704
50,2000000,1e-06,5000,16,dollo-cdp-fast,7785,2.682
50,2000000,1e-06,5000,16,paup-dollo-hsearch-first,7785,21.957
50,2000000,1e-06,5000,16,paup-dollo-hsearch,7785,21.957
50,2000000,1e-06,5000,17,paup-dollo-fast-hsearch-first,8047,1.731
