NTAX,STRHT,SRATE,NCHR,REPL,MTHD,NODE,real,user,sys
model,100,2000000,0.000001,5000,05,paup-dollo-hsearch,cbcb15,3m6.918s,3m5.340s,0m0.007s
model,100,2000000,0.000001,5000,06,dollo-cdp-fast,cbcb02,0m1.736s,0m0.460s,0m0.005s
model,100,2000000,0.000001,5000,06,paup-dollo-fast-hsearch,cbcb02,0m5.763s,0m4.992s,0m0.004s
model,100,2000000,0.000001,5000,06,paup-dollo-hsearch,cbcb18,3m5.144s,3m3.541s,0m0.005s
model,100,2000000,0.000001,5000,07,dollo-cdp-fast,cbcb02,0m1.686s,0m0.363s,0m0.005s
model,100,2000000,0.000001,5000,07,paup-dollo-fast-hsearch,cbcb02,0m7.705s,0m6.918s,0m0.008s
model,100,2000000,0.000001,5000,07,paup-dollo-hsearch,cbcb15,3m38.204s,3m36.217s,0m0.011s
model,100,2000000,0.000001,5000,08,dollo-cdp-fast,cbcb02,0m1.540s,0m0.294s,0m0.004s
model,100,2000000,0.000001,5000,08,paup-dollo-fast-hsearch,cbcb02,0m10.723s,0m9.938s,0m0.007s
model,100,2000000,0.000001,5000,08,paup-dollo-hsearch,cbcb18,5m20.843s,5m18.933s,0m0.008s
model,100,2000000,0.000001,5000,09,dollo-cdp-fast,cbcb00,0m1.419s,0m0.214s,0m0.003s
model,100,2000000,0.000001,5000,09,paup-dollo-fast-hsearch,cbcb00,0m22.362s,0m21.556s,0m0.005s
model,100,2000000,0.000001,5000,09,paup-dollo-hsearch,cbcb20,2m49.047s,2m47.593s,0m0.006s
model,100,2000000,0.000001,5000,10,dollo-cdp-fast,cbcb21,0m1.515s,0m0.301s,0m0.003s
model,100,2000000,0.000001,5000,10,paup-dollo-fast-hsearch,cbcb21,0m7.936s,0m7.173s,0m0.006s
model,100,2000000,0.000001,5000,10,paup-dollo-hsearch,cbcb17,3m21.329s,3m19.557s,0m0.006s
model,100,2000000,0.000001,5000,11,dollo-cdp-fast,cbcb20,0m1.696s,0m0.325s,0m0.002s
model,100,2000000,0.000001,5000,11,paup-dollo-fast-hsearch,cbcb20,0m7.910s,0m7.090s,0m0.009s
model,100,2000000,0.000001,5000,11,paup-dollo-hsearch,cbcb20,3m26.717s,3m25.126s,0m0.006s
model,100,2000000,0.000001,5000,12,dollo-cdp-fast,cbcb20,0m1.896s,0m0.413s,0m0.002s
model,100,2000000,0.000001,5000,12,paup-dollo-fast-hsearch,cbcb20,0m5.113s,0m4.297s,0m0.007s
model,100,2000000,0.000001,5000,12,paup-dollo-hsearch,cbcb20,2m47.256s,2m45.821s,0m0.004s
model,100,2000000,0.000001,5000,13,dollo-cdp-fast,cbcb02,0m1.589s,0m0.309s,0m0.007s
model,100,2000000,0.000001,5000,13,paup-dollo-fast-hsearch,cbcb02,0m12.198s,0m11.354s,0m0.004s
model,100,2000000,0.000001,5000,13,paup-dollo-hsearch,cbcb20,3m57.667s,3m55.896s,0m0.056s
model,100,2000000,0.000001,5000,14,dollo-cdp-fast,cbcb02,0m1.537s,0m0.306s,0m0.005s
model,100,2000000,0.000001,5000,14,paup-dollo-fast-hsearch,cbcb02,0m7.881s,0m7.646s,0m0.006s
model,100,2000000,0.000001,5000,14,paup-dollo-hsearch,cbcb20,3m49.418s,3m47.742s,0m0.011s
model,100,2000000,0.000001,5000,15,dollo-cdp-fast,cbcb02,0m1.493s,0m0.327s,0m0.002s
model,100,2000000,0.000001,5000,15,paup-dollo-fast-hsearch,cbcb02,0m7.003s,0m6.230s,0m0.008s
model,100,2000000,0.000001,5000,15,paup-dollo-hsearch,cbcb20,3m21.932s,3m20.292s,0m0.044s
model,100,2000000,0.000001,5000,16,dollo-cdp-fast,cbcb02,0m1.597s,0m0.407s,0m0.006s
model,100,2000000,0.000001,5000,16,paup-dollo-fast-hsearch,cbcb02,0m5.063s,0m4.307s,0m0.003s
model,100,2000000,0.000001,5000,16,paup-dollo-hsearch,cbcb20,2m16.695s,2m15.262s,0m0.005s
model,100,2000000,0.000001,5000,17,dollo-cdp-fast,cbcb02,0m1.535s,0m0.346s,0m0.004s
model,100,2000000,0.000001,5000,17,paup-dollo-fast-hsearch,cbcb02,0m6.213s,0m5.435s,0m0.007s
model,100,2000000,0.000001,5000,17,paup-dollo-hsearch,cbcb17,3m24.120s,3m21.953s,0m0.010s
model,100,2000000,0.000001,5000,18,dollo-cdp-fast,cbcb02,0m1.499s,0m0.262s,0m0.005s
model,100,2000000,0.000001,5000,18,paup-dollo-fast-hsearch,cbcb02,0m10.887s,0m10.101s,0m0.010s
model,100,2000000,0.000001,5000,18,paup-dollo-hsearch,cbcb18,3m15.318s,3m13.693s,0m0.007s
model,100,2000000,0.000001,5000,19,dollo-cdp-fast,cbcb02,0m1.779s,0m0.439s,0m0.008s
model,100,2000000,0.000001,5000,19,paup-dollo-fast-hsearch,cbcb02,0m5.830s,0m5.057s,0m0.005s
model,100,2000000,0.000001,5000,19,paup-dollo-hsearch,cbcb18,3m32.138s,3m30.983s,0m0.005s
model,100,2000000,0.000001,500,01,dollo-cdp-fast,cbcb00,0m1.170s,0m0.030s,0m0.001s
model,100,2000000,0.000001,500,01,paup-dollo-fast-hsearch,cbcb00,0m22.874s,0m21.996s,0m0.016s
model,100,2000000,0.000001,500,01,paup-dollo-hsearch,cbcb00,0m23.463s,0m22.635s,0m0.006s
model,100,2000000,0.000001,5000,20,dollo-cdp-fast,cbcb02,0m1.728s,0m0.350s,0m0.004s
model,100,2000000,0.000001,5000,20,paup-dollo-fast-hsearch,cbcb02,0m5.053s,0m4.303s,0m0.005s
model,100,2000000,0.000001,5000,20,paup-dollo-hsearch,cbcb20,2m50.149s,2m49.109s,0m0.003s
model,100,2000000,0.000001,5000,21,dollo-cdp-fast,cbcb02,0m1.673s,0m0.412s,0m0.010s
model,100,2000000,0.000001,5000,21,paup-dollo-fast-hsearch,cbcb02,0m8.672s,0m7.897s,0m0.004s
model,100,2000000,0.000001,5000,21,paup-dollo-hsearch,cbcb20,3m59.898s,3m58.120s,0m0.007s
model,100,2000000,0.000001,5000,22,dollo-cdp-fast,cbcb02,0m1.592s,0m0.347s,0m0.004s
model,100,2000000,0.000001,5000,22,paup-dollo-fast-hsearch,cbcb02,0m9.676s,0m8.881s,0m0.005s
model,100,2000000,0.000001,5000,22,paup-dollo-hsearch,cbcb18,4m13.801s,4m12.184s,0m0.007s
model,100,2000000,0.000001,5000,23,dollo-cdp-fast,cbcb02,0m1.617s,0m0.428s,0m0.009s
model,100,2000000,0.000001,5000,23,paup-dollo-fast-hsearch,cbcb02,0m8.738s,0m7.953s,0m0.007s
model,100,2000000,0.000001,5000,23,paup-dollo-hsearch,cbcb18,3m44.275s,3m42.156s,0m0.079s
model,100,2000000,0.000001,5000,24,dollo-cdp-fast,cbcb02,0m1.733s,0m0.409s,0m0.005s
model,100,2000000,0.000001,5000,24,paup-dollo-fast-hsearch,cbcb02,0m6.023s,0m5.255s,0m0.007s
model,100,2000000,0.000001,5000,24,paup-dollo-hsearch,cbcb16,2m59.619s,2m57.987s,0m0.010s
model,100,2000000,0.000001,5000,25,dollo-cdp-fast,cbcb02,0m1.760s,0m0.360s,0m0.003s
model,100,2000000,0.000001,5000,25,paup-dollo-fast-hsearch,cbcb02,0m6.650s,0m5.884s,0m0.008s
model,100,2000000,0.000001,5000,25,paup-dollo-hsearch,cbcb20,4m2.978s,4m1.309s,0m0.004s
model,100,2000000,0.000001,500,02,dollo-cdp-fast,cbcb01,0m1.265s,0m0.023s,0m0.004s
model,100,2000000,0.000001,500,02,paup-dollo-fast-hsearch,cbcb01,0m24.315s,0m24.013s,0m0.004s
model,100,2000000,0.000001,500,02,paup-dollo-hsearch,cbcb00,0m23.087s,0m22.223s,0m0.007s
model,100,2000000,0.000001,500,03,dollo-cdp-fast,cbcb01,0m1.204s,0m0.027s,0m0.003s
model,100,2000000,0.000001,500,03,paup-dollo-fast-hsearch,cbcb01,0m27.631s,0m26.712s,0m0.005s
model,100,2000000,0.000001,500,03,paup-dollo-hsearch,cbcb00,1m36.563s,1m35.789s,0m0.006s
model,100,2000000,0.000001,500,04,dollo-cdp-fast,cbcb01,0m1.175s,0m0.029s,0m0.001s
model,100,2000000,0.000001,500,04,paup-dollo-fast-hsearch,cbcb01,0m21.968s,0m21.111s,0m0.004s
model,100,2000000,0.000001,500,04,paup-dollo-hsearch,cbcb00,0m23.275s,0m22.407s,0m0.008s
model,100,2000000,0.000001,500,05,dollo-cdp-fast,cbcb01,0m1.285s,0m0.030s,0m0.001s
model,100,2000000,0.000001,500,05,paup-dollo-fast-hsearch,cbcb01,0m23.797s,0m22.972s,0m0.008s
model,100,2000000,0.000001,500,05,paup-dollo-hsearch,cbcb00,0m25.314s,0m24.471s,0m0.005s
model,100,2000000,0.000001,500,06,dollo-cdp-fast,cbcb01,0m1.164s,0m0.030s,0m0.001s
model,100,2000000,0.000001,500,06,paup-dollo-fast-hsearch,cbcb01,0m24.869s,0m23.985s,0m0.007s
model,100,2000000,0.000001,500,06,paup-dollo-hsearch,cbcb00,0m24.773s,0m23.906s,0m0.003s
model,100,2000000,0.000001,500,07,dollo-cdp-fast,cbcb01,0m1.497s,0m0.032s,0m0.002s
model,100,2000000,0.000001,500,07,paup-dollo-fast-hsearch,cbcb01,0m26.793s,0m25.918s,0m0.008s
model,100,2000000,0.000001,500,07,paup-dollo-hsearch,cbcb00,0m27.449s,0m26.606s,0m0.002s
model,100,2000000,0.000001,500,08,dollo-cdp-fast,cbcb01,0m1.244s,0m0.032s,0m0.001s
model,100,2000000,0.000001,500,08,paup-dollo-fast-hsearch,cbcb01,0m31.400s,0m30.461s,0m0.009s
model,100,2000000,0.000001,500,08,paup-dollo-hsearch,cbcb00,0m26.157s,0m25.277s,0m0.012s
model,100,2000000,0.000001,500,09,dollo-cdp-fast,cbcb01,0m1.327s,0m0.030s,0m0.001s
model,100,2000000,0.000001,500,09,paup-dollo-fast-hsearch,cbcb01,0m23.381s,0m22.524s,0m0.003s
model,100,2000000,0.000001,500,09,paup-dollo-hsearch,cbcb20,0m23.068s,0m22.157s,0m0.003s
model,100,2000000,0.000001,500,10,dollo-cdp-fast,cbcb01,0m1.223s,0m0.028s,0m0.001s
model,100,2000000,0.000001,500,10,paup-dollo-fast-hsearch,cbcb01,0m25.768s,0m24.913s,0m0.006s
model,100,2000000,0.000001,500,10,paup-dollo-hsearch,cbcb20,0m27.227s,0m26.323s,0m0.004s
model,100,2000000,0.000001,500,11,dollo-cdp-fast,cbcb01,0m1.343s,0m0.037s,0m0.002s
model,100,2000000,0.000001,500,11,paup-dollo-fast-hsearch,cbcb01,0m22.040s,0m21.206s,0m0.005s
model,100,2000000,0.000001,500,11,paup-dollo-hsearch,cbcb17,0m22.549s,0m21.725s,0m0.006s
model,100,2000000,0.000001,500,12,dollo-cdp-fast,cbcb01,0m1.236s,0m0.036s,0m0.001s
model,100,2000000,0.000001,500,12,paup-dollo-fast-hsearch,cbcb01,0m20.041s,0m19.176s,0m0.004s
model,100,2000000,0.000001,500,12,paup-dollo-hsearch,cbcb17,0m20.147s,0m19.297s,0m0.007s
model,100,2000000,0.000001,500,13,dollo-cdp-fast,cbcb01,0m1.283s,0m0.030s,0m0.002s
model,100,2000000,0.000001,500,13,paup-dollo-fast-hsearch,cbcb01,0m51.876s,0m50.903s,0m0.006s
model,100,2000000,0.000001,500,13,paup-dollo-hsearch,cbcb00,0m26.290s,0m25.406s,0m0.012s
model,100,2000000,0.000001,500,14,dollo-cdp-fast,cbcb01,0m1.160s,0m0.029s,0m0.001s
model,100,2000000,0.000001,500,14,paup-dollo-fast-hsearch,cbcb01,0m27.392s,0m26.509s,0m0.005s
model,100,2000000,0.000001,500,14,paup-dollo-hsearch,cbcb15,0m26.671s,0m25.808s,0m0.003s
model,100,2000000,0.000001,500,15,dollo-cdp-fast,cbcb01,0m1.248s,0m0.025s,0m0.002s
model,100,2000000,0.000001,500,15,paup-dollo-fast-hsearch,cbcb01,0m25.315s,0m24.438s,0m0.007s
model,100,2000000,0.000001,500,15,paup-dollo-hsearch,cbcb00,0m24.582s,0m23.682s,0m0.013s
model,100,2000000,0.000001,500,16,dollo-cdp-fast,cbcb01,0m1.271s,0m0.029s,0m0.003s
model,100,2000000,0.000001,500,16,paup-dollo-fast-hsearch,cbcb01,0m20.298s,0m19.398s,0m0.006s
model,100,2000000,0.000001,500,16,paup-dollo-hsearch,cbcb00,0m19.888s,0m19.560s,0m0.019s
model,100,2000000,0.000001,500,17,dollo-cdp-fast,cbcb01,0m1.252s,0m0.030s,0m0.005s
model,100,2000000,0.000001,500,17,paup-dollo-fast-hsearch,cbcb01,0m21.854s,0m21.007s,0m0.005s
model,100,2000000,0.000001,500,17,paup-dollo-hsearch,cbcb00,0m21.310s,0m20.392s,0m0.006s
model,100,2000000,0.000001,500,18,dollo-cdp-fast,cbcb01,0m1.340s,0m0.028s,0m0.001s
model,100,2000000,0.000001,500,18,paup-dollo-fast-hsearch,cbcb01,0m27.247s,0m26.398s,0m0.004s
model,100,2000000,0.000001,500,18,paup-dollo-hsearch,cbcb00,0m26.729s,0m25.895s,0m0.007s
model,100,2000000,0.000001,500,19,dollo-cdp-fast,cbcb17,0m1.232s,0m0.028s,0m0.002s
model,100,2000000,0.000001,500,19,paup-dollo-fast-hsearch,cbcb17,0m24.923s,0m24.068s,0m0.008s
model,100,2000000,0.000001,500,19,paup-dollo-hsearch,cbcb00,0m25.488s,0m24.590s,0m0.003s
model,100,2000000,0.000001,500,20,dollo-cdp-fast,cbcb17,0m1.253s,0m0.033s,0m0.000s
model,100,2000000,0.000001,500,20,paup-dollo-fast-hsearch,cbcb17,0m22.652s,0m21.805s,0m0.007s
model,100,2000000,0.000001,500,20,paup-dollo-hsearch,cbcb00,0m23.252s,0m22.358s,0m0.005s
model,100,2000000,0.000001,500,21,dollo-cdp-fast,cbcb18,0m1.292s,0m0.029s,0m0.004s
model,100,2000000,0.000001,500,21,paup-dollo-fast-hsearch,cbcb18,0m27.357s,0m26.456s,0m0.030s
model,100,2000000,0.000001,500,21,paup-dollo-hsearch,cbcb20,0m29.403s,0m28.461s,0m0.003s
model,100,2000000,0.000001,500,22,dollo-cdp-fast,cbcb18,0m1.309s,0m0.028s,0m0.002s
model,100,2000000,0.000001,500,22,paup-dollo-fast-hsearch,cbcb18,0m27.556s,0m26.734s,0m0.006s
model,100,2000000,0.000001,500,22,paup-dollo-hsearch,cbcb16,0m26.206s,0m25.272s,0m0.034s
model,100,2000000,0.000001,500,23,dollo-cdp-fast,cbcb18,0m1.196s,0m0.034s,0m0.000s
model,100,2000000,0.000001,500,23,paup-dollo-fast-hsearch,cbcb18,0m29.304s,0m28.494s,0m0.007s
model,100,2000000,0.000001,500,23,paup-dollo-hsearch,cbcb20,0m27.657s,0m26.723s,0m0.004s
model,100,2000000,0.000001,500,24,dollo-cdp-fast,cbcb01,0m1.268s,0m0.028s,0m0.000s
model,100,2000000,0.000001,500,24,paup-dollo-fast-hsearch,cbcb01,0m25.481s,0m24.646s,0m0.003s
model,100,2000000,0.000001,500,24,paup-dollo-hsearch,cbcb00,0m24.659s,0m23.752s,0m0.004s
model,100,2000000,0.000001,500,25,dollo-cdp-fast,cbcb01,0m1.316s,0m0.027s,0m0.003s
model,100,2000000,0.000001,500,25,paup-dollo-fast-hsearch,cbcb01,0m25.977s,0m25.126s,0m0.005s
model,100,2000000,0.000001,500,25,paup-dollo-hsearch,cbcb00,0m24.927s,0m24.026s,0m0.002s
model,10,2000000,0.000001,10000,01,dollo-cdp-fast,cbcb18,0m0.767s,0m0.297s,0m0.004s
model,10,2000000,0.000001,10000,01,paup-dollo-bnb,cbcb20,0m0.824s,0m0.014s,0m0.008s
model,10,2000000,0.000001,10000,01,paup-dollo-fast-hsearch,cbcb18,0m0.848s,0m0.035s,0m0.005s
model,10,2000000,0.000001,10000,01,paup-dollo-hsearch,cbcb20,0m0.860s,0m0.039s,0m0.003s
model,10,2000000,0.000001,10000,02,dollo-cdp-fast,cbcb18,0m0.757s,0m0.358s,0m0.002s
model,10,2000000,0.000001,10000,02,paup-dollo-bnb,cbcb20,0m0.786s,0m0.015s,0m0.005s
model,10,2000000,0.000001,10000,02,paup-dollo-fast-hsearch,cbcb18,0m0.803s,0m0.024s,0m0.007s
model,10,2000000,0.000001,10000,02,paup-dollo-hsearch,cbcb20,0m0.852s,0m0.029s,0m0.006s
model,10,2000000,0.000001,10000,03,dollo-cdp-fast,cbcb18,0m0.650s,0m0.240s,0m0.005s
model,10,2000000,0.000001,10000,03,paup-dollo-bnb,cbcb20,0m0.846s,0m0.016s,0m0.006s
model,10,2000000,0.000001,10000,03,paup-dollo-fast-hsearch,cbcb18,0m0.850s,0m0.021s,0m0.005s
model,10,2000000,0.000001,10000,03,paup-dollo-hsearch,cbcb20,0m0.824s,0m0.065s,0m0.007s
model,10,2000000,0.000001,10000,04,dollo-cdp-fast,cbcb18,0m0.699s,0m0.309s,0m0.004s
model,10,2000000,0.000001,10000,04,paup-dollo-bnb,cbcb20,0m0.825s,0m0.016s,0m0.006s
model,10,2000000,0.000001,10000,04,paup-dollo-fast-hsearch,cbcb18,0m0.792s,0m0.026s,0m0.003s
model,10,2000000,0.000001,10000,04,paup-dollo-hsearch,cbcb20,0m0.763s,0m0.025s,0m0.005s
model,10,2000000,0.000001,10000,05,dollo-cdp-fast,cbcb18,0m0.714s,0m0.310s,0m0.007s
model,10,2000000,0.000001,10000,05,paup-dollo-bnb,cbcb20,0m0.797s,0m0.016s,0m0.008s
model,10,2000000,0.000001,10000,05,paup-dollo-fast-hsearch,cbcb18,0m0.855s,0m0.025s,0m0.005s
model,10,2000000,0.000001,10000,05,paup-dollo-hsearch,cbcb20,0m0.862s,0m0.034s,0m0.001s
model,10,2000000,0.000001,10000,06,dollo-cdp-fast,cbcb18,0m0.728s,0m0.279s,0m0.008s
model,10,2000000,0.000001,10000,06,paup-dollo-bnb,cbcb20,0m0.843s,0m0.018s,0m0.005s
model,10,2000000,0.000001,10000,06,paup-dollo-fast-hsearch,cbcb18,0m0.298s,0m0.029s,0m0.005s
model,10,2000000,0.000001,10000,06,paup-dollo-hsearch,cbcb20,0m0.861s,0m0.038s,0m0.003s
model,10,2000000,0.000001,10000,07,dollo-cdp-fast,cbcb18,0m0.703s,0m0.342s,0m0.008s
model,10,2000000,0.000001,10000,07,paup-dollo-bnb,cbcb16,0m0.747s,0m0.018s,0m0.006s
model,10,2000000,0.000001,10000,07,paup-dollo-fast-hsearch,cbcb18,0m0.845s,0m0.021s,0m0.006s
model,10,2000000,0.000001,10000,07,paup-dollo-hsearch,cbcb20,0m0.852s,0m0.029s,0m0.004s
model,10,2000000,0.000001,10000,08,dollo-cdp-fast,cbcb18,0m0.802s,0m0.405s,0m0.008s
model,10,2000000,0.000001,10000,08,paup-dollo-bnb,cbcb17,0m0.217s,0m0.026s,0m0.008s
model,10,2000000,0.000001,10000,08,paup-dollo-fast-hsearch,cbcb18,0m0.862s,0m0.040s,0m0.006s
model,10,2000000,0.000001,10000,08,paup-dollo-hsearch,cbcb21,0m0.805s,0m0.062s,0m0.004s
model,10,2000000,0.000001,10000,09,dollo-cdp-fast,cbcb18,0m0.681s,0m0.244s,0m0.010s
model,10,2000000,0.000001,10000,09,paup-dollo-bnb,cbcb17,0m0.740s,0m0.017s,0m0.006s
model,10,2000000,0.000001,10000,09,paup-dollo-fast-hsearch,cbcb18,0m0.844s,0m0.021s,0m0.010s
model,10,2000000,0.000001,10000,09,paup-dollo-hsearch,cbcb21,0m0.260s,0m0.045s,0m0.008s
model,10,2000000,0.000001,10000,10,dollo-cdp-fast,cbcb19,0m0.785s,0m0.363s,0m0.002s
model,10,2000000,0.000001,10000,10,paup-dollo-bnb,cbcb17,0m0.825s,0m0.024s,0m0.007s
model,10,2000000,0.000001,10000,10,paup-dollo-fast-hsearch,cbcb19,0m0.840s,0m0.031s,0m0.003s
model,10,2000000,0.000001,10000,10,paup-dollo-hsearch,cbcb21,0m0.310s,0m0.109s,0m0.004s
model,10,2000000,0.000001,10000,11,dollo-cdp-fast,cbcb19,0m0.780s,0m0.364s,0m0.005s
model,10,2000000,0.000001,10000,11,paup-dollo-bnb,cbcb17,0m0.214s,0m0.027s,0m0.004s
model,10,2000000,0.000001,10000,11,paup-dollo-fast-hsearch,cbcb19,0m0.856s,0m0.037s,0m0.007s
model,10,2000000,0.000001,10000,11,paup-dollo-hsearch,cbcb21,0m0.824s,0m0.088s,0m0.005s
model,10,2000000,0.000001,10000,12,dollo-cdp-fast,cbcb19,0m0.645s,0m0.291s,0m0.003s
model,10,2000000,0.000001,10000,12,paup-dollo-bnb,cbcb17,0m0.807s,0m0.020s,0m0.005s
model,10,2000000,0.000001,10000,12,paup-dollo-fast-hsearch,cbcb19,0m0.788s,0m0.027s,0m0.007s
model,10,2000000,0.000001,10000,12,paup-dollo-hsearch,cbcb21,0m0.764s,0m0.036s,0m0.008s
model,10,2000000,0.000001,10000,13,dollo-cdp-fast,cbcb19,0m0.790s,0m0.427s,0m0.007s
model,10,2000000,0.000001,10000,13,paup-dollo-bnb,cbcb17,0m0.215s,0m0.025s,0m0.008s
model,10,2000000,0.000001,10000,13,paup-dollo-fast-hsearch,cbcb19,0m0.763s,0m0.039s,0m0.005s
model,10,2000000,0.000001,10000,13,paup-dollo-hsearch,cbcb21,0m0.249s,0m0.054s,0m0.006s
model,10,2000000,0.000001,10000,14,dollo-cdp-fast,cbcb19,0m0.693s,0m0.363s,0m0.005s
model,10,2000000,0.000001,10000,14,paup-dollo-bnb,cbcb17,0m0.763s,0m0.025s,0m0.009s
model,10,2000000,0.000001,10000,14,paup-dollo-fast-hsearch,cbcb19,0m0.830s,0m0.042s,0m0.008s
model,10,2000000,0.000001,10000,14,paup-dollo-hsearch,cbcb21,0m0.813s,0m0.064s,0m0.006s
model,10,2000000,0.000001,10000,15,dollo-cdp-fast,cbcb19,0m0.701s,0m0.309s,0m0.003s
model,10,2000000,0.000001,10000,15,paup-dollo-bnb,cbcb17,0m0.798s,0m0.015s,0m0.007s
model,10,2000000,0.000001,10000,15,paup-dollo-fast-hsearch,cbcb19,0m0.819s,0m0.027s,0m0.005s
model,10,2000000,0.000001,10000,15,paup-dollo-hsearch,cbcb21,0m0.240s,0m0.034s,0m0.008s
model,10,2000000,0.000001,10000,16,dollo-cdp-fast,cbcb19,0m0.688s,0m0.279s,0m0.001s
model,10,2000000,0.000001,10000,16,paup-dollo-bnb,cbcb17,0m0.767s,0m0.021s,0m0.002s
model,10,2000000,0.000001,10000,16,paup-dollo-fast-hsearch,cbcb19,0m0.832s,0m0.027s,0m0.005s
model,10,2000000,0.000001,10000,16,paup-dollo-hsearch,cbcb21,0m0.228s,0m0.038s,0m0.006s
model,10,2000000,0.000001,10000,17,dollo-cdp-fast,cbcb19,0m0.675s,0m0.321s,0m0.001s
model,10,2000000,0.000001,10000,17,paup-dollo-bnb,cbcb17,0m0.233s,0m0.016s,0m0.007s
model,10,2000000,0.000001,10000,17,paup-dollo-fast-hsearch,cbcb19,0m0.747s,0m0.023s,0m0.004s
model,10,2000000,0.000001,10000,17,paup-dollo-hsearch,cbcb21,0m0.765s,0m0.031s,0m0.004s
model,10,2000000,0.000001,10000,18,dollo-cdp-fast,cbcb19,0m0.682s,0m0.293s,0m0.004s
model,10,2000000,0.000001,10000,18,paup-dollo-bnb,cbcb17,0m0.821s,0m0.017s,0m0.005s
model,10,2000000,0.000001,10000,18,paup-dollo-fast-hsearch,cbcb19,0m0.810s,0m0.023s,0m0.006s
model,10,2000000,0.000001,10000,18,paup-dollo-hsearch,cbcb21,0m0.804s,0m0.030s,0m0.007s
model,10,2000000,0.000001,10000,19,dollo-cdp-fast,cbcb19,0m0.663s,0m0.316s,0m0.002s
model,10,2000000,0.000001,10000,19,paup-dollo-bnb,cbcb17,0m0.759s,0m0.016s,0m0.008s
model,10,2000000,0.000001,10000,19,paup-dollo-fast-hsearch,cbcb19,0m0.769s,0m0.023s,0m0.009s
model,10,2000000,0.000001,10000,19,paup-dollo-hsearch,cbcb21,0m0.780s,0m0.028s,0m0.007s
model,10,2000000,0.000001,1000,01,dollo-cdp-fast,cbcb17,0m0.405s,0m0.045s,0m0.000s
model,10,2000000,0.000001,1000,01,paup-dollo-bnb,cbcb19,0m0.265s,0m0.007s,0m0.004s
model,10,2000000,0.000001,1000,01,paup-dollo-fast-hsearch,cbcb17,0m0.863s,0m0.009s,0m0.006s
model,10,2000000,0.000001,1000,01,paup-dollo-hsearch,cbcb15,0m0.275s,0m0.016s,0m0.006s
model,10,2000000,0.000001,10000,20,dollo-cdp-fast,cbcb19,0m0.783s,0m0.375s,0m0.002s
model,10,2000000,0.000001,10000,20,paup-dollo-bnb,cbcb17,0m0.823s,0m0.020s,0m0.003s
model,10,2000000,0.000001,10000,20,paup-dollo-fast-hsearch,cbcb19,0m0.832s,0m0.027s,0m0.005s
model,10,2000000,0.000001,10000,20,paup-dollo-hsearch,cbcb21,0m0.842s,0m0.090s,0m0.004s
model,10,2000000,0.000001,10000,21,dollo-cdp-fast,cbcb19,0m0.731s,0m0.331s,0m0.004s
model,10,2000000,0.000001,10000,21,paup-dollo-bnb,cbcb17,0m0.817s,0m0.021s,0m0.002s
model,10,2000000,0.000001,10000,21,paup-dollo-fast-hsearch,cbcb19,0m0.820s,0m0.027s,0m0.005s
model,10,2000000,0.000001,10000,21,paup-dollo-hsearch,cbcb21,0m0.772s,0m0.038s,0m0.007s
model,10,2000000,0.000001,10000,22,dollo-cdp-fast,cbcb19,0m0.727s,0m0.333s,0m0.001s
model,10,2000000,0.000001,10000,22,paup-dollo-bnb,cbcb17,0m0.815s,0m0.017s,0m0.006s
model,10,2000000,0.000001,10000,22,paup-dollo-fast-hsearch,cbcb19,0m0.826s,0m0.036s,0m0.003s
model,10,2000000,0.000001,10000,22,paup-dollo-hsearch,cbcb21,0m0.258s,0m0.048s,0m0.006s
model,10,2000000,0.000001,10000,23,dollo-cdp-fast,cbcb19,0m0.757s,0m0.353s,0m0.002s
model,10,2000000,0.000001,10000,23,paup-dollo-bnb,cbcb17,0m0.805s,0m0.014s,0m0.007s
model,10,2000000,0.000001,10000,23,paup-dollo-fast-hsearch,cbcb19,0m0.321s,0m0.025s,0m0.007s
model,10,2000000,0.000001,10000,23,paup-dollo-hsearch,cbcb21,0m0.224s,0m0.031s,0m0.005s
model,10,2000000,0.000001,10000,24,dollo-cdp-fast,cbcb19,0m0.902s,0m0.482s,0m0.005s
model,10,2000000,0.000001,10000,24,paup-dollo-bnb,cbcb17,0m0.813s,0m0.022s,0m0.006s
model,10,2000000,0.000001,10000,24,paup-dollo-fast-hsearch,cbcb19,0m0.824s,0m0.037s,0m0.002s
model,10,2000000,0.000001,10000,24,paup-dollo-hsearch,cbcb21,0m0.346s,0m0.151s,0m0.006s
model,10,2000000,0.000001,10000,25,dollo-cdp-fast,cbcb19,0m0.611s,0m0.218s,0m0.005s
model,10,2000000,0.000001,10000,25,paup-dollo-bnb,cbcb17,0m0.773s,0m0.018s,0m0.006s
model,10,2000000,0.000001,10000,25,paup-dollo-fast-hsearch,cbcb19,0m0.819s,0m0.030s,0m0.004s
model,10,2000000,0.000001,10000,25,paup-dollo-hsearch,cbcb21,0m0.806s,0m0.038s,0m0.004s
model,10,2000000,0.000001,1000,02,dollo-cdp-fast,cbcb17,0m0.382s,0m0.035s,0m0.001s
model,10,2000000,0.000001,1000,02,paup-dollo-bnb,cbcb19,0m0.250s,0m0.009s,0m0.003s
model,10,2000000,0.000001,1000,02,paup-dollo-fast-hsearch,cbcb17,0m0.792s,0m0.011s,0m0.006s
model,10,2000000,0.000001,1000,02,paup-dollo-hsearch,cbcb15,0m0.209s,0m0.013s,0m0.006s
