NTAX,STRHT,SRATE,NCHR,REPL,MTHD,NODE,real,user,sys
model,10,2000000,0.000001,1000,03,dollo-cdp-fast,cbcb17,0m0.411s,0m0.026s,0m0.002s
model,10,2000000,0.000001,1000,03,paup-dollo-bnb,cbcb19,0m0.271s,0m0.007s,0m0.006s
model,10,2000000,0.000001,1000,03,paup-dollo-fast-hsearch,cbcb17,0m0.833s,0m0.010s,0m0.005s
model,10,2000000,0.000001,1000,03,paup-dollo-hsearch,cbcb15,0m0.238s,0m0.043s,0m0.005s
model,10,2000000,0.000001,1000,04,dollo-cdp-fast,cbcb17,0m0.366s,0m0.028s,0m0.004s
model,10,2000000,0.000001,1000,04,paup-dollo-bnb,cbcb19,0m0.744s,0m0.011s,0m0.002s
model,10,2000000,0.000001,1000,04,paup-dollo-fast-hsearch,cbcb17,0m0.776s,0m0.014s,0m0.004s
model,10,2000000,0.000001,1000,04,paup-dollo-hsearch,cbcb17,0m0.293s,0m0.038s,0m0.004s
model,10,2000000,0.000001,1000,05,dollo-cdp-fast,cbcb17,0m0.428s,0m0.035s,0m0.001s
model,10,2000000,0.000001,1000,05,paup-dollo-bnb,cbcb19,0m0.234s,0m0.009s,0m0.005s
model,10,2000000,0.000001,1000,05,paup-dollo-fast-hsearch,cbcb17,0m0.822s,0m0.014s,0m0.003s
model,10,2000000,0.000001,1000,05,paup-dollo-hsearch,cbcb17,0m0.255s,0m0.015s,0m0.004s
model,10,2000000,0.000001,1000,06,dollo-cdp-fast,cbcb17,0m0.375s,0m0.031s,0m0.000s
model,10,2000000,0.000001,1000,06,paup-dollo-bnb,cbcb19,0m0.240s,0m0.007s,0m0.006s
model,10,2000000,0.000001,1000,06,paup-dollo-fast-hsearch,cbcb17,0m0.781s,0m0.013s,0m0.006s
model,10,2000000,0.000001,1000,06,paup-dollo-hsearch,cbcb17,0m0.261s,0m0.014s,0m0.007s
model,10,2000000,0.000001,1000,07,dollo-cdp-fast,cbcb17,0m0.373s,0m0.036s,0m0.001s
model,10,2000000,0.000001,1000,07,paup-dollo-bnb,cbcb19,0m0.254s,0m0.007s,0m0.004s
model,10,2000000,0.000001,1000,07,paup-dollo-fast-hsearch,cbcb17,0m0.779s,0m0.009s,0m0.006s
model,10,2000000,0.000001,1000,07,paup-dollo-hsearch,cbcb17,0m0.296s,0m0.011s,0m0.006s
model,10,2000000,0.000001,1000,08,dollo-cdp-fast,cbcb17,0m0.391s,0m0.044s,0m0.001s
model,10,2000000,0.000001,1000,08,paup-dollo-bnb,cbcb19,0m0.736s,0m0.011s,0m0.005s
model,10,2000000,0.000001,1000,08,paup-dollo-fast-hsearch,cbcb17,0m0.799s,0m0.015s,0m0.008s
model,10,2000000,0.000001,1000,08,paup-dollo-hsearch,cbcb17,0m0.317s,0m0.025s,0m0.005s
model,10,2000000,0.000001,1000,09,dollo-cdp-fast,cbcb17,0m0.409s,0m0.030s,0m0.001s
model,10,2000000,0.000001,1000,09,paup-dollo-bnb,cbcb19,0m0.235s,0m0.007s,0m0.005s
model,10,2000000,0.000001,1000,09,paup-dollo-fast-hsearch,cbcb17,0m0.240s,0m0.011s,0m0.009s
model,10,2000000,0.000001,1000,09,paup-dollo-hsearch,cbcb17,0m0.196s,0m0.015s,0m0.005s
model,10,2000000,0.000001,1000,10,dollo-cdp-fast,cbcb17,0m0.440s,0m0.040s,0m0.002s
model,10,2000000,0.000001,1000,10,paup-dollo-bnb,cbcb19,0m0.227s,0m0.007s,0m0.008s
model,10,2000000,0.000001,1000,10,paup-dollo-fast-hsearch,cbcb17,0m0.839s,0m0.016s,0m0.005s
model,10,2000000,0.000001,1000,10,paup-dollo-hsearch,cbcb17,0m0.776s,0m0.052s,0m0.006s
model,10,2000000,0.000001,1000,11,dollo-cdp-fast,cbcb17,0m0.437s,0m0.038s,0m0.002s
model,10,2000000,0.000001,1000,11,paup-dollo-bnb,cbcb19,0m0.264s,0m0.011s,0m0.004s
model,10,2000000,0.000001,1000,11,paup-dollo-fast-hsearch,cbcb17,0m0.844s,0m0.014s,0m0.006s
model,10,2000000,0.000001,1000,11,paup-dollo-hsearch,cbcb17,0m0.220s,0m0.037s,0m0.007s
model,10,2000000,0.000001,1000,12,dollo-cdp-fast,cbcb17,0m0.412s,0m0.030s,0m0.004s
model,10,2000000,0.000001,1000,12,paup-dollo-bnb,cbcb19,0m0.743s,0m0.008s,0m0.005s
model,10,2000000,0.000001,1000,12,paup-dollo-fast-hsearch,cbcb17,0m0.838s,0m0.013s,0m0.003s
model,10,2000000,0.000001,1000,12,paup-dollo-hsearch,cbcb17,0m0.280s,0m0.018s,0m0.004s
model,10,2000000,0.000001,1000,13,dollo-cdp-fast,cbcb17,0m0.369s,0m0.043s,0m0.001s
model,10,2000000,0.000001,1000,13,paup-dollo-bnb,cbcb21,0m0.230s,0m0.007s,0m0.006s
model,10,2000000,0.000001,1000,13,paup-dollo-fast-hsearch,cbcb17,0m0.841s,0m0.015s,0m0.006s
model,10,2000000,0.000001,1000,13,paup-dollo-hsearch,cbcb17,0m0.316s,0m0.022s,0m0.004s
model,10,2000000,0.000001,1000,14,dollo-cdp-fast,cbcb17,0m0.384s,0m0.037s,0m0.002s
model,10,2000000,0.000001,1000,14,paup-dollo-bnb,cbcb21,0m0.201s,0m0.009s,0m0.005s
model,10,2000000,0.000001,1000,14,paup-dollo-fast-hsearch,cbcb17,0m0.807s,0m0.018s,0m0.005s
model,10,2000000,0.000001,1000,14,paup-dollo-hsearch,cbcb17,0m0.320s,0m0.022s,0m0.005s
model,10,2000000,0.000001,1000,15,dollo-cdp-fast,cbcb17,0m0.396s,0m0.033s,0m0.000s
model,10,2000000,0.000001,1000,15,paup-dollo-bnb,cbcb21,0m0.194s,0m0.007s,0m0.005s
model,10,2000000,0.000001,1000,15,paup-dollo-fast-hsearch,cbcb17,0m0.794s,0m0.013s,0m0.003s
model,10,2000000,0.000001,1000,15,paup-dollo-hsearch,cbcb17,0m0.306s,0m0.013s,0m0.005s
model,10,2000000,0.000001,1000,16,dollo-cdp-fast,cbcb17,0m0.491s,0m0.032s,0m0.001s
model,10,2000000,0.000001,1000,16,paup-dollo-bnb,cbcb21,0m0.249s,0m0.009s,0m0.005s
model,10,2000000,0.000001,1000,16,paup-dollo-fast-hsearch,cbcb17,0m0.266s,0m0.013s,0m0.005s
model,10,2000000,0.000001,1000,16,paup-dollo-hsearch,cbcb17,0m0.302s,0m0.019s,0m0.003s
model,10,2000000,0.000001,1000,17,dollo-cdp-fast,cbcb17,0m0.393s,0m0.031s,0m0.004s
model,10,2000000,0.000001,1000,17,paup-dollo-bnb,cbcb21,0m0.234s,0m0.010s,0m0.006s
model,10,2000000,0.000001,1000,17,paup-dollo-fast-hsearch,cbcb17,0m0.253s,0m0.014s,0m0.006s
model,10,2000000,0.000001,1000,17,paup-dollo-hsearch,cbcb17,0m0.751s,0m0.013s,0m0.007s
model,10,2000000,0.000001,1000,18,dollo-cdp-fast,cbcb17,0m0.362s,0m0.026s,0m0.003s
model,10,2000000,0.000001,1000,18,paup-dollo-bnb,cbcb21,0m0.218s,0m0.008s,0m0.004s
model,10,2000000,0.000001,1000,18,paup-dollo-fast-hsearch,cbcb17,0m0.256s,0m0.014s,0m0.008s
model,10,2000000,0.000001,1000,18,paup-dollo-hsearch,cbcb17,0m0.313s,0m0.018s,0m0.005s
model,10,2000000,0.000001,1000,19,dollo-cdp-fast,cbcb17,0m0.434s,0m0.031s,0m0.002s
model,10,2000000,0.000001,1000,19,paup-dollo-bnb,cbcb21,0m0.229s,0m0.009s,0m0.004s
model,10,2000000,0.000001,1000,19,paup-dollo-fast-hsearch,cbcb17,0m0.832s,0m0.012s,0m0.003s
model,10,2000000,0.000001,1000,19,paup-dollo-hsearch,cbcb17,0m0.206s,0m0.015s,0m0.004s
model,10,2000000,0.000001,1000,20,dollo-cdp-fast,cbcb17,0m0.375s,0m0.025s,0m0.000s
model,10,2000000,0.000001,1000,20,paup-dollo-bnb,cbcb21,0m0.204s,0m0.010s,0m0.004s
model,10,2000000,0.000001,1000,20,paup-dollo-fast-hsearch,cbcb17,0m0.808s,0m0.017s,0m0.002s
model,10,2000000,0.000001,1000,20,paup-dollo-hsearch,cbcb17,0m0.218s,0m0.027s,0m0.007s
model,10,2000000,0.000001,1000,21,dollo-cdp-fast,cbcb17,0m0.380s,0m0.034s,0m0.003s
model,10,2000000,0.000001,1000,21,paup-dollo-bnb,cbcb21,0m0.211s,0m0.007s,0m0.009s
model,10,2000000,0.000001,1000,21,paup-dollo-fast-hsearch,cbcb17,0m0.255s,0m0.010s,0m0.010s
model,10,2000000,0.000001,1000,21,paup-dollo-hsearch,cbcb17,0m0.199s,0m0.018s,0m0.007s
model,10,2000000,0.000001,1000,22,dollo-cdp-fast,cbcb17,0m0.445s,0m0.035s,0m0.000s
model,10,2000000,0.000001,1000,22,paup-dollo-bnb,cbcb21,0m0.214s,0m0.009s,0m0.004s
model,10,2000000,0.000001,1000,22,paup-dollo-fast-hsearch,cbcb17,0m0.290s,0m0.013s,0m0.006s
model,10,2000000,0.000001,1000,22,paup-dollo-hsearch,cbcb17,0m0.303s,0m0.016s,0m0.008s
model,10,2000000,0.000001,1000,23,dollo-cdp-fast,cbcb17,0m0.397s,0m0.032s,0m0.003s
model,10,2000000,0.000001,1000,23,paup-dollo-bnb,cbcb21,0m0.244s,0m0.006s,0m0.008s
model,10,2000000,0.000001,1000,23,paup-dollo-fast-hsearch,cbcb17,0m0.252s,0m0.017s,0m0.004s
model,10,2000000,0.000001,1000,23,paup-dollo-hsearch,cbcb17,0m0.201s,0m0.017s,0m0.004s
model,10,2000000,0.000001,1000,24,dollo-cdp-fast,cbcb17,0m0.455s,0m0.047s,0m0.003s
model,10,2000000,0.000001,1000,24,paup-dollo-bnb,cbcb21,0m0.195s,0m0.013s,0m0.001s
model,10,2000000,0.000001,1000,24,paup-dollo-fast-hsearch,cbcb17,0m0.846s,0m0.014s,0m0.003s
model,10,2000000,0.000001,1000,24,paup-dollo-hsearch,cbcb17,0m0.342s,0m0.039s,0m0.004s
model,10,2000000,0.000001,1000,25,dollo-cdp-fast,cbcb17,0m0.377s,0m0.022s,0m0.000s
model,10,2000000,0.000001,1000,25,paup-dollo-bnb,cbcb21,0m0.195s,0m0.011s,0m0.002s
model,10,2000000,0.000001,1000,25,paup-dollo-fast-hsearch,cbcb17,0m0.841s,0m0.010s,0m0.007s
model,10,2000000,0.000001,1000,25,paup-dollo-hsearch,cbcb17,0m0.332s,0m0.015s,0m0.004s
model,10,2000000,0.000001,50000,01,dollo-cdp-fast,cbcb19,0m2.569s,0m2.145s,0m0.018s
model,10,2000000,0.000001,50000,01,paup-dollo-bnb,cbcb17,0m0.253s,0m0.058s,0m0.007s
model,10,2000000,0.000001,50000,01,paup-dollo-fast-hsearch,cbcb19,0m0.884s,0m0.077s,0m0.004s
model,10,2000000,0.000001,50000,01,paup-dollo-hsearch,cbcb21,0m0.845s,0m0.089s,0m0.005s
model,10,2000000,0.000001,50000,02,dollo-cdp-fast,cbcb19,0m2.173s,0m1.810s,0m0.021s
model,10,2000000,0.000001,50000,02,paup-dollo-bnb,cbcb18,0m0.273s,0m0.054s,0m0.007s
model,10,2000000,0.000001,50000,02,paup-dollo-fast-hsearch,cbcb19,0m0.827s,0m0.065s,0m0.007s
model,10,2000000,0.000001,50000,02,paup-dollo-hsearch,cbcb21,0m0.841s,0m0.079s,0m0.004s
model,10,2000000,0.000001,50000,03,dollo-cdp-fast,cbcb19,0m1.627s,0m1.214s,0m0.011s
model,10,2000000,0.000001,50000,03,paup-dollo-bnb,cbcb18,0m0.258s,0m0.058s,0m0.006s
model,10,2000000,0.000001,50000,03,paup-dollo-fast-hsearch,cbcb19,0m0.807s,0m0.065s,0m0.007s
model,10,2000000,0.000001,50000,03,paup-dollo-hsearch,cbcb21,0m0.910s,0m0.157s,0m0.004s
model,10,2000000,0.000001,50000,04,dollo-cdp-fast,cbcb19,0m2.008s,0m1.636s,0m0.015s
model,10,2000000,0.000001,50000,04,paup-dollo-bnb,cbcb18,0m0.244s,0m0.053s,0m0.006s
model,10,2000000,0.000001,50000,04,paup-dollo-fast-hsearch,cbcb19,0m0.827s,0m0.067s,0m0.004s
model,10,2000000,0.000001,50000,04,paup-dollo-hsearch,cbcb21,0m0.273s,0m0.070s,0m0.005s
model,10,2000000,0.000001,50000,05,dollo-cdp-fast,cbcb19,0m1.970s,0m1.598s,0m0.013s
model,10,2000000,0.000001,50000,05,paup-dollo-bnb,cbcb18,0m0.790s,0m0.056s,0m0.006s
model,10,2000000,0.000001,50000,05,paup-dollo-fast-hsearch,cbcb19,0m0.325s,0m0.071s,0m0.004s
model,10,2000000,0.000001,50000,05,paup-dollo-hsearch,cbcb21,0m0.287s,0m0.078s,0m0.005s
model,10,2000000,0.000001,50000,06,dollo-cdp-fast,cbcb19,0m1.848s,0m1.427s,0m0.014s
model,10,2000000,0.000001,50000,06,paup-dollo-bnb,cbcb18,0m0.254s,0m0.057s,0m0.008s
model,10,2000000,0.000001,50000,06,paup-dollo-fast-hsearch,cbcb19,0m0.877s,0m0.074s,0m0.008s
model,10,2000000,0.000001,50000,06,paup-dollo-hsearch,cbcb21,0m0.853s,0m0.087s,0m0.007s
model,10,2000000,0.000001,50000,07,dollo-cdp-fast,cbcb19,0m2.185s,0m1.775s,0m0.015s
model,10,2000000,0.000001,50000,07,paup-dollo-bnb,cbcb18,0m0.790s,0m0.056s,0m0.005s
model,10,2000000,0.000001,50000,07,paup-dollo-fast-hsearch,cbcb19,0m0.323s,0m0.065s,0m0.008s
model,10,2000000,0.000001,50000,07,paup-dollo-hsearch,cbcb21,0m0.841s,0m0.075s,0m0.008s
model,10,2000000,0.000001,50000,08,dollo-cdp-fast,cbcb19,0m2.508s,0m2.076s,0m0.024s
model,10,2000000,0.000001,50000,08,paup-dollo-bnb,cbcb18,0m0.289s,0m0.075s,0m0.006s
model,10,2000000,0.000001,50000,08,paup-dollo-fast-hsearch,cbcb19,0m0.285s,0m0.103s,0m0.006s
model,10,2000000,0.000001,50000,08,paup-dollo-hsearch,cbcb21,0m0.359s,0m0.134s,0m0.007s
model,10,2000000,0.000001,50000,09,dollo-cdp-fast,cbcb19,0m1.667s,0m1.254s,0m0.017s
model,10,2000000,0.000001,50000,09,paup-dollo-bnb,cbcb18,0m0.270s,0m0.056s,0m0.003s
model,10,2000000,0.000001,50000,09,paup-dollo-fast-hsearch,cbcb19,0m0.807s,0m0.064s,0m0.008s
model,10,2000000,0.000001,50000,09,paup-dollo-hsearch,cbcb21,0m0.300s,0m0.084s,0m0.004s
model,10,2000000,0.000001,50000,10,dollo-cdp-fast,cbcb19,0m2.265s,0m1.829s,0m0.017s
model,10,2000000,0.000001,50000,10,paup-dollo-bnb,cbcb18,0m0.274s,0m0.063s,0m0.007s
model,10,2000000,0.000001,50000,10,paup-dollo-fast-hsearch,cbcb19,0m0.902s,0m0.085s,0m0.003s
model,10,2000000,0.000001,50000,10,paup-dollo-hsearch,cbcb20,0m0.898s,0m0.148s,0m0.006s
model,10,2000000,0.000001,50000,11,dollo-cdp-fast,cbcb19,0m2.255s,0m1.844s,0m0.020s
model,10,2000000,0.000001,50000,11,paup-dollo-bnb,cbcb18,0m0.277s,0m0.068s,0m0.009s
model,10,2000000,0.000001,50000,11,paup-dollo-fast-hsearch,cbcb19,0m0.900s,0m0.095s,0m0.007s
model,10,2000000,0.000001,50000,11,paup-dollo-hsearch,cbcb20,0m0.918s,0m0.193s,0m0.007s
model,10,2000000,0.000001,50000,12,dollo-cdp-fast,cbcb19,0m1.949s,0m1.505s,0m0.017s
model,10,2000000,0.000001,50000,12,paup-dollo-bnb,cbcb18,0m0.785s,0m0.058s,0m0.010s
model,10,2000000,0.000001,50000,12,paup-dollo-fast-hsearch,cbcb19,0m0.901s,0m0.075s,0m0.008s
model,10,2000000,0.000001,50000,12,paup-dollo-hsearch,cbcb21,0m0.877s,0m0.092s,0m0.008s
model,10,2000000,0.000001,50000,13,dollo-cdp-fast,cbcb19,0m2.589s,0m2.200s,0m0.026s
model,10,2000000,0.000001,50000,13,paup-dollo-bnb,cbcb18,0m0.801s,0m0.067s,0m0.010s
model,10,2000000,0.000001,50000,13,paup-dollo-fast-hsearch,cbcb19,0m0.869s,0m0.091s,0m0.007s
model,10,2000000,0.000001,50000,13,paup-dollo-hsearch,cbcb21,0m0.307s,0m0.104s,0m0.010s
model,10,2000000,0.000001,50000,14,dollo-cdp-fast,cbcb19,0m2.270s,0m1.829s,0m0.047s
model,10,2000000,0.000001,50000,14,paup-dollo-bnb,cbcb15,0m0.823s,0m0.075s,0m0.005s
model,10,2000000,0.000001,50000,14,paup-dollo-fast-hsearch,cbcb19,0m0.854s,0m0.105s,0m0.005s
model,10,2000000,0.000001,50000,14,paup-dollo-hsearch,cbcb21,0m0.946s,0m0.137s,0m0.006s
model,10,2000000,0.000001,50000,15,dollo-cdp-fast,cbcb19,0m2.001s,0m1.540s,0m0.025s
model,10,2000000,0.000001,50000,15,paup-dollo-bnb,cbcb15,0m0.792s,0m0.055s,0m0.007s
model,10,2000000,0.000001,50000,15,paup-dollo-fast-hsearch,cbcb19,0m0.877s,0m0.072s,0m0.005s
model,10,2000000,0.000001,50000,15,paup-dollo-hsearch,cbcb21,0m0.863s,0m0.085s,0m0.006s
model,10,2000000,0.000001,50000,16,dollo-cdp-fast,cbcb20,0m1.712s,0m1.350s,0m0.015s
model,10,2000000,0.000001,50000,16,paup-dollo-bnb,cbcb15,0m0.268s,0m0.060s,0m0.005s
model,10,2000000,0.000001,50000,16,paup-dollo-fast-hsearch,cbcb20,0m0.271s,0m0.081s,0m0.005s
model,10,2000000,0.000001,50000,16,paup-dollo-hsearch,cbcb16,0m0.821s,0m0.097s,0m0.003s
model,10,2000000,0.000001,50000,17,dollo-cdp-fast,cbcb20,0m1.948s,0m1.594s,0m0.027s
model,10,2000000,0.000001,50000,17,paup-dollo-bnb,cbcb15,0m0.791s,0m0.055s,0m0.007s
model,10,2000000,0.000001,50000,17,paup-dollo-fast-hsearch,cbcb20,0m0.834s,0m0.065s,0m0.004s
model,10,2000000,0.000001,50000,17,paup-dollo-hsearch,cbcb15,0m0.307s,0m0.071s,0m0.006s
model,10,2000000,0.000001,50000,18,dollo-cdp-fast,cbcb20,0m1.779s,0m1.399s,0m0.016s
model,10,2000000,0.000001,50000,18,paup-dollo-bnb,cbcb15,0m0.790s,0m0.055s,0m0.006s
model,10,2000000,0.000001,50000,18,paup-dollo-fast-hsearch,cbcb20,0m0.247s,0m0.068s,0m0.005s
model,10,2000000,0.000001,50000,18,paup-dollo-hsearch,cbcb15,0m0.820s,0m0.084s,0m0.006s
model,10,2000000,0.000001,50000,19,dollo-cdp-fast,cbcb20,0m1.952s,0m1.581s,0m0.018s
model,10,2000000,0.000001,50000,19,paup-dollo-bnb,cbcb18,0m0.785s,0m0.057s,0m0.004s
model,10,2000000,0.000001,50000,19,paup-dollo-fast-hsearch,cbcb20,0m0.247s,0m0.070s,0m0.006s
model,10,2000000,0.000001,50000,19,paup-dollo-hsearch,cbcb15,0m0.318s,0m0.077s,0m0.008s
model,10,2000000,0.000001,5000,01,dollo-cdp-fast,cbcb17,0m0.510s,0m0.143s,0m0.003s
model,10,2000000,0.000001,5000,01,paup-dollo-bnb,cbcb21,0m0.212s,0m0.012s,0m0.003s
model,10,2000000,0.000001,5000,01,paup-dollo-fast-hsearch,cbcb17,0m0.854s,0m0.025s,0m0.005s
model,10,2000000,0.000001,5000,01,paup-dollo-hsearch,cbcb17,0m0.216s,0m0.034s,0m0.005s
model,10,2000000,0.000001,50000,20,dollo-cdp-fast,cbcb20,0m2.247s,0m1.879s,0m0.020s
model,10,2000000,0.000001,50000,20,paup-dollo-bnb,cbcb18,0m0.788s,0m0.059s,0m0.006s
model,10,2000000,0.000001,50000,20,paup-dollo-fast-hsearch,cbcb20,0m0.256s,0m0.073s,0m0.006s
model,10,2000000,0.000001,50000,20,paup-dollo-hsearch,cbcb15,0m0.912s,0m0.166s,0m0.007s
model,10,2000000,0.000001,50000,21,dollo-cdp-fast,cbcb20,0m2.083s,0m1.671s,0m0.020s
model,10,2000000,0.000001,50000,21,paup-dollo-bnb,cbcb18,0m0.784s,0m0.058s,0m0.005s
model,10,2000000,0.000001,50000,21,paup-dollo-fast-hsearch,cbcb20,0m0.265s,0m0.074s,0m0.008s
model,10,2000000,0.000001,50000,21,paup-dollo-hsearch,cbcb15,0m0.830s,0m0.088s,0m0.007s
model,10,2000000,0.000001,50000,22,dollo-cdp-fast,cbcb20,0m2.141s,0m1.747s,0m0.015s
model,10,2000000,0.000001,50000,22,paup-dollo-bnb,cbcb18,0m0.787s,0m0.062s,0m0.004s
model,10,2000000,0.000001,50000,22,paup-dollo-fast-hsearch,cbcb20,0m0.269s,0m0.085s,0m0.003s
model,10,2000000,0.000001,50000,22,paup-dollo-hsearch,cbcb15,0m0.860s,0m0.115s,0m0.006s
model,10,2000000,0.000001,50000,23,dollo-cdp-fast,cbcb00,0m2.018s,0m1.665s,0m0.016s
model,10,2000000,0.000001,50000,23,paup-dollo-bnb,cbcb16,0m0.232s,0m0.057s,0m0.005s
model,10,2000000,0.000001,50000,23,paup-dollo-fast-hsearch,cbcb00,0m0.803s,0m0.065s,0m0.008s
model,10,2000000,0.000001,50000,23,paup-dollo-hsearch,cbcb20,0m0.808s,0m0.075s,0m0.008s
model,10,2000000,0.000001,50000,24,dollo-cdp-fast,cbcb20,0m2.939s,0m2.479s,0m0.040s
model,10,2000000,0.000001,50000,24,paup-dollo-bnb,cbcb18,0m0.786s,0m0.060s,0m0.008s
model,10,2000000,0.000001,50000,24,paup-dollo-fast-hsearch,cbcb20,0m0.314s,0m0.086s,0m0.009s
model,10,2000000,0.000001,50000,24,paup-dollo-hsearch,cbcb17,0m0.995s,0m0.247s,0m0.006s
model,10,2000000,0.000001,50000,25,dollo-cdp-fast,cbcb20,0m1.447s,0m1.049s,0m0.015s
model,10,2000000,0.000001,50000,25,paup-dollo-bnb,cbcb18,0m0.786s,0m0.058s,0m0.004s
model,10,2000000,0.000001,50000,25,paup-dollo-fast-hsearch,cbcb20,0m0.345s,0m0.073s,0m0.008s
model,10,2000000,0.000001,50000,25,paup-dollo-hsearch,cbcb17,0m0.853s,0m0.090s,0m0.007s
model,10,2000000,0.000001,5000,02,dollo-cdp-fast,cbcb17,0m0.554s,0m0.174s,0m0.008s
model,10,2000000,0.000001,5000,02,paup-dollo-bnb,cbcb21,0m0.741s,0m0.010s,0m0.006s
model,10,2000000,0.000001,5000,02,paup-dollo-fast-hsearch,cbcb17,0m0.263s,0m0.019s,0m0.007s
model,10,2000000,0.000001,5000,02,paup-dollo-hsearch,cbcb17,0m0.336s,0m0.022s,0m0.006s
model,10,2000000,0.000001,5000,03,dollo-cdp-fast,cbcb17,0m0.471s,0m0.122s,0m0.006s
model,10,2000000,0.000001,5000,03,paup-dollo-bnb,cbcb21,0m0.276s,0m0.013s,0m0.005s
model,10,2000000,0.000001,5000,03,paup-dollo-fast-hsearch,cbcb17,0m0.754s,0m0.018s,0m0.003s
model,10,2000000,0.000001,5000,03,paup-dollo-hsearch,cbcb17,0m0.361s,0m0.052s,0m0.007s
model,10,2000000,0.000001,5000,04,dollo-cdp-fast,cbcb18,0m0.529s,0m0.149s,0m0.006s
model,10,2000000,0.000001,5000,04,paup-dollo-bnb,cbcb21,0m0.740s,0m0.010s,0m0.006s
model,10,2000000,0.000001,5000,04,paup-dollo-fast-hsearch,cbcb18,0m0.806s,0m0.017s,0m0.004s
model,10,2000000,0.000001,5000,04,paup-dollo-hsearch,cbcb20,0m0.245s,0m0.038s,0m0.007s
model,10,2000000,0.000001,5000,05,dollo-cdp-fast,cbcb18,0m0.567s,0m0.159s,0m0.002s
model,10,2000000,0.000001,5000,05,paup-dollo-bnb,cbcb21,0m0.266s,0m0.010s,0m0.007s
model,10,2000000,0.000001,5000,05,paup-dollo-fast-hsearch,cbcb18,0m0.232s,0m0.019s,0m0.007s
model,10,2000000,0.000001,5000,05,paup-dollo-hsearch,cbcb20,0m0.211s,0m0.026s,0m0.002s
model,10,2000000,0.000001,5000,06,dollo-cdp-fast,cbcb18,0m0.545s,0m0.142s,0m0.002s
model,10,2000000,0.000001,5000,06,paup-dollo-bnb,cbcb21,0m0.273s,0m0.009s,0m0.005s
model,10,2000000,0.000001,5000,06,paup-dollo-fast-hsearch,cbcb18,0m0.794s,0m0.018s,0m0.005s
model,10,2000000,0.000001,5000,06,paup-dollo-hsearch,cbcb20,0m0.207s,0m0.024s,0m0.008s
model,10,2000000,0.000001,5000,07,dollo-cdp-fast,cbcb18,0m0.557s,0m0.175s,0m0.001s
model,10,2000000,0.000001,5000,07,paup-dollo-bnb,cbcb20,0m0.840s,0m0.010s,0m0.006s
model,10,2000000,0.000001,5000,07,paup-dollo-fast-hsearch,cbcb18,0m0.791s,0m0.017s,0m0.005s
model,10,2000000,0.000001,5000,07,paup-dollo-hsearch,cbcb20,0m0.747s,0m0.021s,0m0.008s
model,10,2000000,0.000001,5000,08,dollo-cdp-fast,cbcb18,0m0.526s,0m0.204s,0m0.003s
model,10,2000000,0.000001,5000,08,paup-dollo-bnb,cbcb20,0m0.847s,0m0.021s,0m0.004s
model,10,2000000,0.000001,5000,08,paup-dollo-fast-hsearch,cbcb18,0m5.083s,0m0.029s,0m0.007s
model,10,2000000,0.000001,5000,08,paup-dollo-hsearch,cbcb20,0m0.228s,0m0.047s,0m0.007s
model,10,2000000,0.000001,5000,09,dollo-cdp-fast,cbcb18,0m0.524s,0m0.127s,0m0.000s
model,10,2000000,0.000001,5000,09,paup-dollo-bnb,cbcb20,0m0.764s,0m0.013s,0m0.003s
model,10,2000000,0.000001,5000,09,paup-dollo-fast-hsearch,cbcb18,0m0.842s,0m0.016s,0m0.005s
model,10,2000000,0.000001,5000,09,paup-dollo-hsearch,cbcb20,0m0.212s,0m0.023s,0m0.008s
model,10,2000000,0.000001,5000,10,dollo-cdp-fast,cbcb18,0m0.548s,0m0.193s,0m0.002s
model,10,2000000,0.000001,5000,10,paup-dollo-bnb,cbcb20,0m0.887s,0m0.019s,0m0.003s
model,10,2000000,0.000001,5000,10,paup-dollo-fast-hsearch,cbcb18,0m0.825s,0m0.023s,0m0.005s
model,10,2000000,0.000001,5000,10,paup-dollo-hsearch,cbcb20,0m0.292s,0m0.077s,0m0.002s
model,10,2000000,0.000001,5000,11,dollo-cdp-fast,cbcb18,0m0.565s,0m0.183s,0m0.002s
model,10,2000000,0.000001,5000,11,paup-dollo-bnb,cbcb20,0m0.844s,0m0.017s,0m0.005s
model,10,2000000,0.000001,5000,11,paup-dollo-fast-hsearch,cbcb18,0m0.783s,0m0.028s,0m0.007s
model,10,2000000,0.000001,5000,11,paup-dollo-hsearch,cbcb20,0m0.270s,0m0.071s,0m0.004s
model,10,2000000,0.000001,5000,12,dollo-cdp-fast,cbcb18,0m0.467s,0m0.147s,0m0.002s
model,10,2000000,0.000001,5000,12,paup-dollo-bnb,cbcb20,0m0.840s,0m0.012s,0m0.003s
model,10,2000000,0.000001,5000,12,paup-dollo-fast-hsearch,cbcb18,0m0.811s,0m0.023s,0m0.004s
model,10,2000000,0.000001,5000,12,paup-dollo-hsearch,cbcb16,0m0.762s,0m0.029s,0m0.003s
model,10,2000000,0.000001,5000,13,dollo-cdp-fast,cbcb18,0m0.580s,0m0.213s,0m0.006s
model,10,2000000,0.000001,5000,13,paup-dollo-bnb,cbcb20,0m0.788s,0m0.021s,0m0.004s
model,10,2000000,0.000001,5000,13,paup-dollo-fast-hsearch,cbcb18,0m1.016s,0m0.032s,0m0.004s
