MODL,NCHR,REPL,MTHD,NODE,real,user,sys
Palaeognathae,50000,Rep22,dollo-cdp-fast,cbcb20,0m1.970s,0m1.581s,0m0.013s
Palaeognathae,50000,Rep22,paup-dollo-bnb,cbcb18,0m0.841s,0m0.087s,0m0.004s
Palaeognathae,50000,Rep22,paup-dollo-fast-hsearch,cbcb20,0m0.857s,0m0.104s,0m0.005s
Palaeognathae,50000,Rep22,paup-dollo-hsearch,cbcb18,0m0.893s,0m0.133s,0m0.006s
Palaeognathae,50000,Rep23,dollo-cdp-fast,cbcb20,0m1.999s,0m1.570s,0m0.032s
Palaeognathae,50000,Rep23,paup-dollo-bnb,cbcb18,0m0.831s,0m0.086s,0m0.006s
Palaeognathae,50000,Rep23,paup-dollo-fast-hsearch,cbcb20,0m0.852s,0m0.100s,0m0.009s
Palaeognathae,50000,Rep23,paup-dollo-hsearch,cbcb18,0m0.306s,0m0.124s,0m0.005s
Palaeognathae,50000,Rep24,dollo-cdp-fast,cbcb20,0m1.961s,0m1.576s,0m0.017s
Palaeognathae,50000,Rep24,paup-dollo-bnb,cbcb18,0m0.827s,0m0.081s,0m0.006s
Palaeognathae,50000,Rep24,paup-dollo-fast-hsearch,cbcb20,0m0.842s,0m0.102s,0m0.010s
Palaeognathae,50000,Rep24,paup-dollo-hsearch,cbcb18,0m0.935s,0m0.172s,0m0.004s
Palaeognathae,50000,Rep25,dollo-cdp-fast,cbcb20,0m1.922s,0m1.581s,0m0.014s
Palaeognathae,50000,Rep25,paup-dollo-bnb,cbcb18,0m0.835s,0m0.085s,0m0.006s
Palaeognathae,50000,Rep25,paup-dollo-fast-hsearch,cbcb20,0m0.833s,0m0.104s,0m0.004s
Palaeognathae,50000,Rep25,paup-dollo-hsearch,cbcb18,0m0.980s,0m0.217s,0m0.002s
Palaeognathae,50000,Rep2,dollo-cdp-fast,cbcb19,0m2.046s,0m1.605s,0m0.031s
Palaeognathae,50000,Rep2,paup-dollo-bnb,cbcb19,0m0.880s,0m0.086s,0m0.008s
Palaeognathae,50000,Rep2,paup-dollo-fast-hsearch,cbcb19,0m0.895s,0m0.100s,0m0.011s
Palaeognathae,50000,Rep2,paup-dollo-hsearch,cbcb20,0m0.331s,0m0.150s,0m0.003s
Palaeognathae,50000,Rep3,dollo-cdp-fast,cbcb19,0m2.095s,0m1.567s,0m0.023s
Palaeognathae,50000,Rep3,paup-dollo-bnb,cbcb19,0m0.874s,0m0.087s,0m0.007s
Palaeognathae,50000,Rep3,paup-dollo-fast-hsearch,cbcb19,0m0.880s,0m0.102s,0m0.009s
Palaeognathae,50000,Rep3,paup-dollo-hsearch,cbcb20,0m0.315s,0m0.131s,0m0.005s
Palaeognathae,50000,Rep4,dollo-cdp-fast,cbcb19,0m2.004s,0m1.569s,0m0.027s
Palaeognathae,50000,Rep4,paup-dollo-bnb,cbcb19,0m0.272s,0m0.084s,0m0.009s
Palaeognathae,50000,Rep4,paup-dollo-fast-hsearch,cbcb19,0m0.849s,0m0.105s,0m0.004s
Palaeognathae,50000,Rep4,paup-dollo-hsearch,cbcb16,0m0.932s,0m0.192s,0m0.007s
Palaeognathae,50000,Rep5,dollo-cdp-fast,cbcb19,0m2.093s,0m1.569s,0m0.015s
Palaeognathae,50000,Rep5,paup-dollo-bnb,cbcb19,0m0.869s,0m0.084s,0m0.005s
Palaeognathae,50000,Rep5,paup-dollo-fast-hsearch,cbcb19,0m0.884s,0m0.100s,0m0.008s
Palaeognathae,50000,Rep5,paup-dollo-hsearch,cbcb16,0m0.878s,0m0.149s,0m0.004s
Palaeognathae,50000,Rep6,dollo-cdp-fast,cbcb19,0m2.191s,0m1.607s,0m0.016s
Palaeognathae,50000,Rep6,paup-dollo-bnb,cbcb19,0m0.866s,0m0.085s,0m0.005s
Palaeognathae,50000,Rep6,paup-dollo-fast-hsearch,cbcb19,0m0.890s,0m0.100s,0m0.007s
Palaeognathae,50000,Rep6,paup-dollo-hsearch,cbcb16,0m0.879s,0m0.152s,0m0.008s
Palaeognathae,50000,Rep7,dollo-cdp-fast,cbcb19,0m2.020s,0m1.580s,0m0.016s
Palaeognathae,50000,Rep7,paup-dollo-bnb,cbcb19,0m0.870s,0m0.082s,0m0.007s
Palaeognathae,50000,Rep7,paup-dollo-fast-hsearch,cbcb19,0m0.889s,0m0.104s,0m0.006s
Palaeognathae,50000,Rep7,paup-dollo-hsearch,cbcb16,0m0.306s,0m0.125s,0m0.004s
Palaeognathae,50000,Rep8,dollo-cdp-fast,cbcb19,0m2.098s,0m1.581s,0m0.013s
Palaeognathae,50000,Rep8,paup-dollo-bnb,cbcb20,0m0.823s,0m0.084s,0m0.003s
Palaeognathae,50000,Rep8,paup-dollo-fast-hsearch,cbcb19,0m0.906s,0m0.102s,0m0.005s
Palaeognathae,50000,Rep8,paup-dollo-hsearch,cbcb15,0m1.006s,0m0.280s,0m0.005s
Palaeognathae,50000,Rep9,dollo-cdp-fast,cbcb19,0m2.136s,0m1.576s,0m0.016s
Palaeognathae,50000,Rep9,paup-dollo-bnb,cbcb20,0m0.809s,0m0.085s,0m0.003s
Palaeognathae,50000,Rep9,paup-dollo-fast-hsearch,cbcb19,0m0.901s,0m0.101s,0m0.007s
Palaeognathae,50000,Rep9,paup-dollo-hsearch,cbcb15,0m0.930s,0m0.200s,0m0.006s
Palaeognathae,5000,Rep10,dollo-cdp-fast,cbcb21,0m0.588s,0m0.159s,0m0.002s
Palaeognathae,5000,Rep10,paup-dollo-bnb,cbcb17,0m0.202s,0m0.019s,0m0.004s
Palaeognathae,5000,Rep10,paup-dollo-fast-hsearch,cbcb21,0m0.266s,0m0.028s,0m0.002s
Palaeognathae,5000,Rep10,paup-dollo-hsearch,cbcb17,0m0.945s,0m0.095s,0m0.007s
Palaeognathae,5000,Rep11,dollo-cdp-fast,cbcb21,0m0.530s,0m0.156s,0m0.004s
Palaeognathae,5000,Rep11,paup-dollo-bnb,cbcb17,0m0.772s,0m0.021s,0m0.003s
Palaeognathae,5000,Rep11,paup-dollo-fast-hsearch,cbcb21,0m0.803s,0m0.027s,0m0.007s
Palaeognathae,5000,Rep11,paup-dollo-hsearch,cbcb17,0m0.818s,0m0.065s,0m0.006s
Palaeognathae,5000,Rep12,dollo-cdp-fast,cbcb21,0m0.650s,0m0.095s,0m0.004s
Palaeognathae,5000,Rep12,paup-dollo-bnb,cbcb17,0m0.792s,0m0.018s,0m0.005s
Palaeognathae,5000,Rep12,paup-dollo-fast-hsearch,cbcb21,0m0.262s,0m0.034s,0m0.003s
Palaeognathae,5000,Rep12,paup-dollo-hsearch,cbcb17,0m0.987s,0m0.060s,0m0.004s
Palaeognathae,5000,Rep13,dollo-cdp-fast,cbcb17,0m0.525s,0m0.158s,0m0.002s
Palaeognathae,5000,Rep13,paup-dollo-bnb,cbcb17,0m0.774s,0m0.018s,0m0.008s
Palaeognathae,5000,Rep13,paup-dollo-fast-hsearch,cbcb17,0m0.215s,0m0.029s,0m0.006s
Palaeognathae,5000,Rep13,paup-dollo-hsearch,cbcb17,0m0.854s,0m0.102s,0m0.008s
Palaeognathae,5000,Rep14,dollo-cdp-fast,cbcb17,0m0.569s,0m0.150s,0m0.003s
Palaeognathae,5000,Rep14,paup-dollo-bnb,cbcb17,0m0.784s,0m0.017s,0m0.006s
Palaeognathae,5000,Rep14,paup-dollo-fast-hsearch,cbcb17,0m0.223s,0m0.025s,0m0.005s
Palaeognathae,5000,Rep14,paup-dollo-hsearch,cbcb17,0m0.994s,0m0.137s,0m0.006s
Palaeognathae,5000,Rep15,dollo-cdp-fast,cbcb17,0m0.576s,0m0.158s,0m0.001s
Palaeognathae,5000,Rep15,paup-dollo-bnb,cbcb17,0m0.234s,0m0.023s,0m0.004s
Palaeognathae,5000,Rep15,paup-dollo-fast-hsearch,cbcb17,0m0.224s,0m0.028s,0m0.003s
Palaeognathae,5000,Rep15,paup-dollo-hsearch,cbcb17,0m0.970s,0m0.052s,0m0.005s
Palaeognathae,5000,Rep16,dollo-cdp-fast,cbcb17,0m0.551s,0m0.157s,0m0.003s
Palaeognathae,5000,Rep16,paup-dollo-bnb,cbcb17,0m0.809s,0m0.020s,0m0.007s
Palaeognathae,5000,Rep16,paup-dollo-fast-hsearch,cbcb17,0m0.219s,0m0.027s,0m0.004s
Palaeognathae,5000,Rep16,paup-dollo-hsearch,cbcb17,0m0.891s,0m0.135s,0m0.004s
Palaeognathae,5000,Rep17,dollo-cdp-fast,cbcb17,0m0.519s,0m0.163s,0m0.003s
Palaeognathae,5000,Rep17,paup-dollo-bnb,cbcb17,0m0.825s,0m0.024s,0m0.011s
Palaeognathae,5000,Rep17,paup-dollo-fast-hsearch,cbcb17,0m0.226s,0m0.031s,0m0.006s
Palaeognathae,5000,Rep17,paup-dollo-hsearch,cbcb17,0m0.978s,0m0.136s,0m0.005s
Palaeognathae,5000,Rep18,dollo-cdp-fast,cbcb16,0m0.544s,0m0.160s,0m0.003s
Palaeognathae,5000,Rep18,paup-dollo-bnb,cbcb17,0m0.834s,0m0.017s,0m0.004s
Palaeognathae,5000,Rep18,paup-dollo-fast-hsearch,cbcb16,0m0.218s,0m0.028s,0m0.006s
Palaeognathae,5000,Rep18,paup-dollo-hsearch,cbcb17,0m1.021s,0m0.121s,0m0.003s
Palaeognathae,5000,Rep19,dollo-cdp-fast,cbcb17,0m0.640s,0m0.159s,0m0.002s
Palaeognathae,5000,Rep19,paup-dollo-bnb,cbcb17,0m0.810s,0m0.016s,0m0.010s
Palaeognathae,5000,Rep19,paup-dollo-fast-hsearch,cbcb17,0m0.767s,0m0.033s,0m0.003s
Palaeognathae,5000,Rep19,paup-dollo-hsearch,cbcb17,0m0.972s,0m0.079s,0m0.006s
Palaeognathae,5000,Rep1,dollo-cdp-fast,cbcb16,0m0.546s,0m0.154s,0m0.006s
Palaeognathae,5000,Rep1,paup-dollo-bnb,cbcb21,0m0.298s,0m0.018s,0m0.005s
Palaeognathae,5000,Rep1,paup-dollo-fast-hsearch,cbcb16,0m0.231s,0m0.030s,0m0.003s
Palaeognathae,5000,Rep1,paup-dollo-hsearch,cbcb17,0m0.303s,0m0.126s,0m0.004s
Palaeognathae,5000,Rep20,dollo-cdp-fast,cbcb17,0m0.551s,0m0.159s,0m0.001s
Palaeognathae,5000,Rep20,paup-dollo-bnb,cbcb17,0m0.237s,0m0.018s,0m0.008s
Palaeognathae,5000,Rep20,paup-dollo-fast-hsearch,cbcb17,0m0.781s,0m0.029s,0m0.009s
Palaeognathae,5000,Rep20,paup-dollo-hsearch,cbcb17,0m0.941s,0m0.109s,0m0.007s
Palaeognathae,5000,Rep21,dollo-cdp-fast,cbcb17,0m0.523s,0m0.166s,0m0.001s
Palaeognathae,5000,Rep21,paup-dollo-bnb,cbcb17,0m0.833s,0m0.024s,0m0.003s
Palaeognathae,5000,Rep21,paup-dollo-fast-hsearch,cbcb17,0m0.776s,0m0.030s,0m0.004s
Palaeognathae,5000,Rep21,paup-dollo-hsearch,cbcb17,0m0.940s,0m0.047s,0m0.004s
Palaeognathae,5000,Rep22,dollo-cdp-fast,cbcb17,0m0.602s,0m0.156s,0m0.005s
Palaeognathae,5000,Rep22,paup-dollo-bnb,cbcb17,0m0.235s,0m0.018s,0m0.007s
Palaeognathae,5000,Rep22,paup-dollo-fast-hsearch,cbcb17,0m0.204s,0m0.030s,0m0.004s
Palaeognathae,5000,Rep22,paup-dollo-hsearch,cbcb17,0m0.982s,0m0.157s,0m0.003s
Palaeognathae,5000,Rep23,dollo-cdp-fast,cbcb17,0m0.616s,0m0.170s,0m0.004s
Palaeognathae,5000,Rep23,paup-dollo-bnb,cbcb17,0m0.846s,0m0.020s,0m0.003s
Palaeognathae,5000,Rep23,paup-dollo-fast-hsearch,cbcb17,0m0.770s,0m0.026s,0m0.008s
Palaeognathae,5000,Rep23,paup-dollo-hsearch,cbcb17,0m0.935s,0m0.037s,0m0.005s
Palaeognathae,5000,Rep24,dollo-cdp-fast,cbcb17,0m0.611s,0m0.156s,0m0.004s
Palaeognathae,5000,Rep24,paup-dollo-bnb,cbcb17,0m0.233s,0m0.017s,0m0.007s
Palaeognathae,5000,Rep24,paup-dollo-fast-hsearch,cbcb17,0m0.204s,0m0.025s,0m0.004s
Palaeognathae,5000,Rep24,paup-dollo-hsearch,cbcb19,0m0.249s,0m0.070s,0m0.004s
Palaeognathae,5000,Rep25,dollo-cdp-fast,cbcb17,0m0.627s,0m0.157s,0m0.005s
Palaeognathae,5000,Rep25,paup-dollo-bnb,cbcb17,0m0.841s,0m0.017s,0m0.006s
Palaeognathae,5000,Rep25,paup-dollo-fast-hsearch,cbcb17,0m0.850s,0m0.029s,0m0.006s
Palaeognathae,5000,Rep25,paup-dollo-hsearch,cbcb19,0m0.228s,0m0.048s,0m0.006s
Palaeognathae,5000,Rep2,dollo-cdp-fast,cbcb21,0m0.523s,0m0.153s,0m0.007s
Palaeognathae,5000,Rep2,paup-dollo-bnb,cbcb21,0m0.284s,0m0.024s,0m0.003s
Palaeognathae,5000,Rep2,paup-dollo-fast-hsearch,cbcb21,0m0.813s,0m0.029s,0m0.007s
Palaeognathae,5000,Rep2,paup-dollo-hsearch,cbcb17,0m0.871s,0m0.122s,0m0.006s
Palaeognathae,5000,Rep3,dollo-cdp-fast,cbcb21,0m0.530s,0m0.159s,0m0.001s
Palaeognathae,5000,Rep3,paup-dollo-bnb,cbcb21,0m0.284s,0m0.018s,0m0.004s
Palaeognathae,5000,Rep3,paup-dollo-fast-hsearch,cbcb21,0m0.288s,0m0.029s,0m0.004s
Palaeognathae,5000,Rep3,paup-dollo-hsearch,cbcb17,0m0.842s,0m0.065s,0m0.004s
Palaeognathae,5000,Rep4,dollo-cdp-fast,cbcb21,0m0.506s,0m0.158s,0m0.003s
Palaeognathae,5000,Rep4,paup-dollo-bnb,cbcb21,0m0.291s,0m0.021s,0m0.001s
Palaeognathae,5000,Rep4,paup-dollo-fast-hsearch,cbcb21,0m0.772s,0m0.026s,0m0.006s
Palaeognathae,5000,Rep4,paup-dollo-hsearch,cbcb17,0m0.863s,0m0.115s,0m0.005s
Palaeognathae,5000,Rep5,dollo-cdp-fast,cbcb21,0m0.507s,0m0.156s,0m0.005s
Palaeognathae,5000,Rep5,paup-dollo-bnb,cbcb17,0m0.768s,0m0.017s,0m0.006s
Palaeognathae,5000,Rep5,paup-dollo-fast-hsearch,cbcb21,0m0.808s,0m0.024s,0m0.007s
Palaeognathae,5000,Rep5,paup-dollo-hsearch,cbcb17,0m0.958s,0m0.100s,0m0.005s
Palaeognathae,5000,Rep6,dollo-cdp-fast,cbcb21,0m0.588s,0m0.155s,0m0.005s
Palaeognathae,5000,Rep6,paup-dollo-bnb,cbcb17,0m0.202s,0m0.017s,0m0.005s
Palaeognathae,5000,Rep6,paup-dollo-fast-hsearch,cbcb21,0m0.244s,0m0.027s,0m0.009s
Palaeognathae,5000,Rep6,paup-dollo-hsearch,cbcb17,0m1.013s,0m0.097s,0m0.006s
Palaeognathae,5000,Rep7,dollo-cdp-fast,cbcb21,0m0.545s,0m0.158s,0m0.004s
Palaeognathae,5000,Rep7,paup-dollo-bnb,cbcb17,0m0.203s,0m0.016s,0m0.006s
Palaeognathae,5000,Rep7,paup-dollo-fast-hsearch,cbcb21,0m0.367s,0m0.027s,0m0.007s
Palaeognathae,5000,Rep7,paup-dollo-hsearch,cbcb17,0m0.795s,0m0.057s,0m0.003s
Palaeognathae,5000,Rep8,dollo-cdp-fast,cbcb21,0m0.565s,0m0.161s,0m0.000s
Palaeognathae,5000,Rep8,paup-dollo-bnb,cbcb17,0m0.762s,0m0.021s,0m0.002s
Palaeognathae,5000,Rep8,paup-dollo-fast-hsearch,cbcb21,0m0.266s,0m0.026s,0m0.011s
Palaeognathae,5000,Rep8,paup-dollo-hsearch,cbcb17,0m0.866s,0m0.102s,0m0.010s
Palaeognathae,5000,Rep9,dollo-cdp-fast,cbcb21,0m0.553s,0m0.159s,0m0.002s
Palaeognathae,5000,Rep9,paup-dollo-bnb,cbcb17,0m0.766s,0m0.020s,0m0.006s
Palaeognathae,5000,Rep9,paup-dollo-fast-hsearch,cbcb21,0m0.304s,0m0.032s,0m0.004s
Palaeognathae,5000,Rep9,paup-dollo-hsearch,cbcb17,0m0.941s,0m0.121s,0m0.008s
Palaeognathae,500,Rep10,dollo-cdp-fast,cbcb16,0m0.385s,0m0.016s,0m0.001s
Palaeognathae,500,Rep10,paup-dollo-bnb,cbcb16,0m0.738s,0m0.009s,0m0.005s
Palaeognathae,500,Rep10,paup-dollo-fast-hsearch,cbcb16,0m0.215s,0m0.011s,0m0.009s
Palaeognathae,500,Rep10,paup-dollo-hsearch,cbcb16,0m0.765s,0m0.031s,0m0.007s
Palaeognathae,500,Rep11,dollo-cdp-fast,cbcb16,0m0.363s,0m0.013s,0m0.003s
Palaeognathae,500,Rep11,paup-dollo-bnb,cbcb15,0m0.238s,0m0.009s,0m0.006s
Palaeognathae,500,Rep11,paup-dollo-fast-hsearch,cbcb16,0m0.202s,0m0.016s,0m0.004s
Palaeognathae,500,Rep11,paup-dollo-hsearch,cbcb15,0m0.240s,0m0.013s,0m0.007s
Palaeognathae,500,Rep12,dollo-cdp-fast,cbcb15,0m0.599s,0m0.013s,0m0.004s
Palaeognathae,500,Rep12,paup-dollo-bnb,cbcb15,0m0.267s,0m0.009s,0m0.005s
Palaeognathae,500,Rep12,paup-dollo-fast-hsearch,cbcb15,0m0.255s,0m0.015s,0m0.005s
Palaeognathae,500,Rep12,paup-dollo-hsearch,cbcb15,0m0.300s,0m0.065s,0m0.004s
Palaeognathae,500,Rep13,dollo-cdp-fast,cbcb15,0m0.585s,0m0.019s,0m0.000s
Palaeognathae,500,Rep13,paup-dollo-bnb,cbcb15,0m0.735s,0m0.009s,0m0.004s
Palaeognathae,500,Rep13,paup-dollo-fast-hsearch,cbcb15,0m0.244s,0m0.018s,0m0.004s
Palaeognathae,500,Rep13,paup-dollo-hsearch,cbcb15,0m0.260s,0m0.040s,0m0.004s
Palaeognathae,500,Rep14,dollo-cdp-fast,cbcb15,0m0.597s,0m0.014s,0m0.001s
Palaeognathae,500,Rep14,paup-dollo-bnb,cbcb15,0m0.248s,0m0.006s,0m0.005s
Palaeognathae,500,Rep14,paup-dollo-fast-hsearch,cbcb15,0m0.265s,0m0.014s,0m0.005s
Palaeognathae,500,Rep14,paup-dollo-hsearch,cbcb15,0m0.273s,0m0.024s,0m0.006s
Palaeognathae,500,Rep15,dollo-cdp-fast,cbcb15,0m0.585s,0m0.014s,0m0.002s
Palaeognathae,500,Rep15,paup-dollo-bnb,cbcb15,0m0.246s,0m0.012s,0m0.004s
Palaeognathae,500,Rep15,paup-dollo-fast-hsearch,cbcb15,0m0.251s,0m0.012s,0m0.009s
Palaeognathae,500,Rep15,paup-dollo-hsearch,cbcb15,0m0.226s,0m0.021s,0m0.005s
Palaeognathae,500,Rep16,dollo-cdp-fast,cbcb15,0m0.380s,0m0.016s,0m0.002s
Palaeognathae,500,Rep16,paup-dollo-bnb,cbcb15,0m0.271s,0m0.008s,0m0.004s
Palaeognathae,500,Rep16,paup-dollo-fast-hsearch,cbcb15,0m0.784s,0m0.017s,0m0.004s
Palaeognathae,500,Rep16,paup-dollo-hsearch,cbcb15,0m0.291s,0m0.078s,0m0.007s
Palaeognathae,500,Rep17,dollo-cdp-fast,cbcb15,0m0.394s,0m0.015s,0m0.001s
Palaeognathae,500,Rep17,paup-dollo-bnb,cbcb15,0m0.258s,0m0.014s,0m0.006s
Palaeognathae,500,Rep17,paup-dollo-fast-hsearch,cbcb15,0m0.284s,0m0.015s,0m0.008s
Palaeognathae,500,Rep17,paup-dollo-hsearch,cbcb15,0m0.264s,0m0.049s,0m0.006s
Palaeognathae,500,Rep18,dollo-cdp-fast,cbcb15,0m0.603s,0m0.016s,0m0.003s
Palaeognathae,500,Rep18,paup-dollo-bnb,cbcb15,0m0.259s,0m0.009s,0m0.005s
Palaeognathae,500,Rep18,paup-dollo-fast-hsearch,cbcb15,0m0.281s,0m0.018s,0m0.005s
Palaeognathae,500,Rep18,paup-dollo-hsearch,cbcb15,0m0.289s,0m0.071s,0m0.008s
Palaeognathae,500,Rep19,dollo-cdp-fast,cbcb15,0m0.377s,0m0.012s,0m0.003s
Palaeognathae,500,Rep19,paup-dollo-bnb,cbcb15,0m0.249s,0m0.009s,0m0.007s
Palaeognathae,500,Rep19,paup-dollo-fast-hsearch,cbcb15,0m0.283s,0m0.021s,0m0.005s
Palaeognathae,500,Rep19,paup-dollo-hsearch,cbcb15,0m0.233s,0m0.027s,0m0.006s
Palaeognathae,500,Rep1,dollo-cdp-fast,cbcb16,0m0.375s,0m0.018s,0m0.002s
Palaeognathae,500,Rep1,paup-dollo-bnb,cbcb16,0m0.736s,0m0.008s,0m0.005s
Palaeognathae,500,Rep1,paup-dollo-fast-hsearch,cbcb16,0m0.194s,0m0.015s,0m0.005s
Palaeognathae,500,Rep1,paup-dollo-hsearch,cbcb16,0m0.253s,0m0.050s,0m0.005s
Palaeognathae,500,Rep20,dollo-cdp-fast,cbcb15,0m0.624s,0m0.013s,0m0.001s
Palaeognathae,500,Rep20,paup-dollo-bnb,cbcb15,0m0.291s,0m0.006s,0m0.007s
Palaeognathae,500,Rep20,paup-dollo-fast-hsearch,cbcb15,0m0.263s,0m0.017s,0m0.005s
Palaeognathae,500,Rep20,paup-dollo-hsearch,cbcb15,0m0.289s,0m0.052s,0m0.004s
Palaeognathae,500,Rep21,dollo-cdp-fast,cbcb15,0m0.490s,0m0.013s,0m0.003s
Palaeognathae,500,Rep21,paup-dollo-bnb,cbcb15,0m0.198s,0m0.010s,0m0.006s
Palaeognathae,500,Rep21,paup-dollo-fast-hsearch,cbcb15,0m0.226s,0m0.017s,0m0.003s
Palaeognathae,500,Rep21,paup-dollo-hsearch,cbcb15,0m0.431s,0m0.034s,0m0.005s
Palaeognathae,500,Rep22,dollo-cdp-fast,cbcb15,0m0.606s,0m0.013s,0m0.000s
Palaeognathae,500,Rep22,paup-dollo-bnb,cbcb15,0m0.261s,0m0.010s,0m0.004s
Palaeognathae,500,Rep22,paup-dollo-fast-hsearch,cbcb15,0m0.248s,0m0.020s,0m0.005s
Palaeognathae,500,Rep22,paup-dollo-hsearch,cbcb15,0m0.247s,0m0.021s,0m0.009s
Palaeognathae,500,Rep23,dollo-cdp-fast,cbcb15,0m0.639s,0m0.017s,0m0.002s
Palaeognathae,500,Rep23,paup-dollo-bnb,cbcb15,0m0.261s,0m0.010s,0m0.006s
Palaeognathae,500,Rep23,paup-dollo-fast-hsearch,cbcb15,0m0.276s,0m0.017s,0m0.004s
Palaeognathae,500,Rep23,paup-dollo-hsearch,cbcb15,0m0.280s,0m0.043s,0m0.007s
Palaeognathae,500,Rep24,dollo-cdp-fast,cbcb15,0m0.371s,0m0.015s,0m0.003s
Palaeognathae,500,Rep24,paup-dollo-bnb,cbcb15,0m0.193s,0m0.008s,0m0.008s
Palaeognathae,500,Rep24,paup-dollo-fast-hsearch,cbcb15,0m0.393s,0m0.015s,0m0.008s
Palaeognathae,500,Rep24,paup-dollo-hsearch,cbcb15,0m0.340s,0m0.048s,0m0.006s
Palaeognathae,500,Rep25,dollo-cdp-fast,cbcb15,0m0.594s,0m0.014s,0m0.002s
Palaeognathae,500,Rep25,paup-dollo-bnb,cbcb15,0m0.294s,0m0.007s,0m0.005s
Palaeognathae,500,Rep25,paup-dollo-fast-hsearch,cbcb15,0m0.273s,0m0.015s,0m0.005s
Palaeognathae,500,Rep25,paup-dollo-hsearch,cbcb15,0m0.357s,0m0.042s,0m0.006s
Palaeognathae,500,Rep2,dollo-cdp-fast,cbcb16,0m0.433s,0m0.015s,0m0.003s
Palaeognathae,500,Rep2,paup-dollo-bnb,cbcb16,0m0.228s,0m0.010s,0m0.005s
Palaeognathae,500,Rep2,paup-dollo-fast-hsearch,cbcb16,0m0.205s,0m0.018s,0m0.005s
Palaeognathae,500,Rep2,paup-dollo-hsearch,cbcb16,0m0.790s,0m0.049s,0m0.005s
Palaeognathae,500,Rep3,dollo-cdp-fast,cbcb16,0m0.391s,0m0.016s,0m0.001s
Palaeognathae,500,Rep3,paup-dollo-bnb,cbcb16,0m0.734s,0m0.008s,0m0.005s
Palaeognathae,500,Rep3,paup-dollo-fast-hsearch,cbcb16,0m0.194s,0m0.018s,0m0.003s
Palaeognathae,500,Rep3,paup-dollo-hsearch,cbcb16,0m0.781s,0m0.037s,0m0.007s
Palaeognathae,500,Rep4,dollo-cdp-fast,cbcb16,0m0.411s,0m0.010s,0m0.002s
Palaeognathae,500,Rep4,paup-dollo-bnb,cbcb16,0m0.208s,0m0.007s,0m0.004s
Palaeognathae,500,Rep4,paup-dollo-fast-hsearch,cbcb16,0m0.213s,0m0.022s,0m0.002s
Palaeognathae,500,Rep4,paup-dollo-hsearch,cbcb16,0m0.241s,0m0.042s,0m0.005s
Palaeognathae,500,Rep5,dollo-cdp-fast,cbcb16,0m0.402s,0m0.010s,0m0.003s
Palaeognathae,500,Rep5,paup-dollo-bnb,cbcb16,0m0.205s,0m0.006s,0m0.007s
Palaeognathae,500,Rep5,paup-dollo-fast-hsearch,cbcb16,0m0.199s,0m0.017s,0m0.003s
Palaeognathae,500,Rep5,paup-dollo-hsearch,cbcb16,0m0.209s,0m0.027s,0m0.005s
Palaeognathae,500,Rep6,dollo-cdp-fast,cbcb16,0m0.384s,0m0.016s,0m0.000s
Palaeognathae,500,Rep6,paup-dollo-bnb,cbcb16,0m0.733s,0m0.010s,0m0.004s
Palaeognathae,500,Rep6,paup-dollo-fast-hsearch,cbcb16,0m0.212s,0m0.016s,0m0.006s
Palaeognathae,500,Rep6,paup-dollo-hsearch,cbcb16,0m0.198s,0m0.025s,0m0.002s
Palaeognathae,500,Rep7,dollo-cdp-fast,cbcb16,0m0.370s,0m0.015s,0m0.000s
Palaeognathae,500,Rep7,paup-dollo-bnb,cbcb16,0m0.220s,0m0.009s,0m0.003s
Palaeognathae,500,Rep7,paup-dollo-fast-hsearch,cbcb16,0m0.189s,0m0.018s,0m0.002s
Palaeognathae,500,Rep7,paup-dollo-hsearch,cbcb16,0m0.256s,0m0.048s,0m0.004s
Palaeognathae,500,Rep8,dollo-cdp-fast,cbcb16,0m0.365s,0m0.011s,0m0.001s
Palaeognathae,500,Rep8,paup-dollo-bnb,cbcb16,0m0.209s,0m0.009s,0m0.005s
Palaeognathae,500,Rep8,paup-dollo-fast-hsearch,cbcb16,0m0.207s,0m0.020s,0m0.003s
Palaeognathae,500,Rep8,paup-dollo-hsearch,cbcb16,0m0.257s,0m0.070s,0m0.004s
Palaeognathae,500,Rep9,dollo-cdp-fast,cbcb16,0m0.361s,0m0.016s,0m0.001s
Palaeognathae,500,Rep9,paup-dollo-bnb,cbcb16,0m0.219s,0m0.008s,0m0.005s
Palaeognathae,500,Rep9,paup-dollo-fast-hsearch,cbcb16,0m0.740s,0m0.015s,0m0.003s
Palaeognathae,500,Rep9,paup-dollo-hsearch,cbcb16,0m0.238s,0m0.038s,0m0.004s
