MODL,NCHR,REPL,MTHD,DOLLO
Palaeognathae,500,Rep15,paup-dollo-hsearch-first,606
Palaeognathae,500,Rep16,dollo-cdp-fast,619
Palaeognathae,500,Rep16,paup-dollo-bnb-first,619
Palaeognathae,500,Rep16,paup-dollo-fast-hsearch-first,619
Palaeognathae,500,Rep16,paup-dollo-hsearch-first,619
Palaeognathae,500,Rep17,dollo-cdp-fast,638
Palaeognathae,500,Rep17,paup-dollo-bnb-first,638
Palaeognathae,500,Rep17,paup-dollo-fast-hsearch-first,638
Palaeognathae,500,Rep17,paup-dollo-hsearch-first,638
Palaeognathae,500,Rep18,dollo-cdp-fast,610
Palaeognathae,500,Rep18,paup-dollo-bnb-first,610
Palaeognathae,500,Rep18,paup-dollo-fast-hsearch-first,610
Palaeognathae,500,Rep18,paup-dollo-hsearch-first,610
Palaeognathae,500,Rep19,dollo-cdp-fast,648
Palaeognathae,500,Rep19,paup-dollo-bnb-first,648
Palaeognathae,500,Rep19,paup-dollo-fast-hsearch-first,648
Palaeognathae,500,Rep19,paup-dollo-hsearch-first,648
Palaeognathae,500,Rep1,dollo-cdp-fast,619
Palaeognathae,500,Rep1,paup-dollo-bnb-first,619
Palaeognathae,500,Rep1,paup-dollo-fast-hsearch-first,619
Palaeognathae,500,Rep1,paup-dollo-hsearch-first,619
Palaeognathae,500,Rep20,dollo-cdp-fast,608
Palaeognathae,500,Rep20,paup-dollo-bnb-first,608
Palaeognathae,500,Rep20,paup-dollo-fast-hsearch-first,608
Palaeognathae,500,Rep20,paup-dollo-hsearch-first,608
Palaeognathae,500,Rep21,dollo-cdp-fast,615
Palaeognathae,500,Rep21,paup-dollo-bnb-first,615
Palaeognathae,500,Rep21,paup-dollo-fast-hsearch-first,615
Palaeognathae,500,Rep21,paup-dollo-hsearch-first,615
Palaeognathae,500,Rep22,dollo-cdp-fast,615
Palaeognathae,500,Rep22,paup-dollo-bnb-first,615
Palaeognathae,500,Rep22,paup-dollo-fast-hsearch-first,615
Palaeognathae,500,Rep22,paup-dollo-hsearch-first,615
Palaeognathae,500,Rep23,dollo-cdp-fast,615
Palaeognathae,500,Rep23,paup-dollo-bnb-first,615
Palaeognathae,500,Rep23,paup-dollo-fast-hsearch-first,615
Palaeognathae,500,Rep23,paup-dollo-hsearch-first,615
Palaeognathae,500,Rep24,dollo-cdp-fast,610
Palaeognathae,500,Rep24,paup-dollo-bnb-first,610
Palaeognathae,500,Rep24,paup-dollo-fast-hsearch-first,610
Palaeognathae,500,Rep24,paup-dollo-hsearch-first,610
Palaeognathae,500,Rep25,dollo-cdp-fast,617
Palaeognathae,500,Rep25,paup-dollo-bnb-first,617
Palaeognathae,500,Rep25,paup-dollo-fast-hsearch-first,617
Palaeognathae,500,Rep25,paup-dollo-hsearch-first,617
Palaeognathae,500,Rep2,dollo-cdp-fast,624
Palaeognathae,500,Rep2,paup-dollo-bnb-first,624
Palaeognathae,500,Rep2,paup-dollo-fast-hsearch-first,624
Palaeognathae,500,Rep2,paup-dollo-hsearch-first,624
Palaeognathae,500,Rep3,dollo-cdp-fast,619
Palaeognathae,500,Rep3,paup-dollo-bnb-first,619
Palaeognathae,500,Rep3,paup-dollo-fast-hsearch-first,619
Palaeognathae,500,Rep3,paup-dollo-hsearch-first,619
Palaeognathae,500,Rep4,dollo-cdp-fast,607
Palaeognathae,500,Rep4,paup-dollo-bnb-first,607
Palaeognathae,500,Rep4,paup-dollo-fast-hsearch-first,607
Palaeognathae,500,Rep4,paup-dollo-hsearch-first,607
Palaeognathae,500,Rep5,dollo-cdp-fast,612
Palaeognathae,500,Rep5,paup-dollo-bnb-first,612
Palaeognathae,500,Rep5,paup-dollo-fast-hsearch-first,612
Palaeognathae,500,Rep5,paup-dollo-hsearch-first,612
Palaeognathae,500,Rep6,dollo-cdp-fast,616
Palaeognathae,500,Rep6,paup-dollo-bnb-first,616
Palaeognathae,500,Rep6,paup-dollo-fast-hsearch-first,616
Palaeognathae,500,Rep6,paup-dollo-hsearch-first,616
Palaeognathae,500,Rep7,dollo-cdp-fast,618
Palaeognathae,500,Rep7,paup-dollo-bnb-first,618
Palaeognathae,500,Rep7,paup-dollo-fast-hsearch-first,618
Palaeognathae,500,Rep7,paup-dollo-hsearch-first,618
Palaeognathae,500,Rep8,dollo-cdp-fast,648
Palaeognathae,500,Rep8,paup-dollo-bnb-first,648
Palaeognathae,500,Rep8,paup-dollo-fast-hsearch-first,648
Palaeognathae,500,Rep8,paup-dollo-hsearch-first,648
Palaeognathae,500,Rep9,dollo-cdp-fast,606
Palaeognathae,500,Rep9,paup-dollo-bnb-first,606
Palaeognathae,500,Rep9,paup-dollo-fast-hsearch-first,606
Palaeognathae,500,Rep9,paup-dollo-hsearch-first,606
